Depth,AC(us/m),SP(MV),POR(%),GR(API),CNL£¨¦µ%£©
3254.138,283.947,20.337,0.02,118.006,22.792
3254.245,284.51,20.333,0.02,118.029,22.46
3254.351,286.559,20.339,0.017,119.172,22.166
3254.458,290.12,20.372,0.012,119.783,22.253
3254.565,294.376,20.393,0.007,120.534,22.771
3254.672,296.949,20.414,0.005,120.342,23.42
3254.779,296.962,20.433,0.004,117.755,23.877
3254.886,294.738,20.463,0.004,115.284,24.067
3254.993,291.079,20.469,0.005,115.746,24.059
3255.099,287.13,20.47,0.006,118.101,23.783
3255.206,284.654,20.466,0.007,118.541,23.129
3255.313,283.827,20.449,0.01,115.988,22.258
3255.42,284.123,20.439,0.016,114.201,21.731
3255.527,284.497,20.431,0.019,115.311,21.891
3255.634,283.929,20.424,0.02,118.308,22.368
3255.74,282.827,20.418,0.021,120.751,22.463
3255.847,282.391,20.418,0.027,121.515,22.146
3255.954,282.312,20.419,0.022,120.022,21.82
3256.061,282.825,20.419,0.015,117.239,21.668
3256.168,283.95,20.405,0.006,114.517,21.658
3256.275,284.459,20.389,0.002,113.579,21.851
3256.382,285.232,20.368,0.002,114.825,22.181
3256.489,287.646,20.342,0.006,117.379,22.405
3256.595,290.077,20.274,0.013,119.947,22.335
3256.702,290.995,20.23,0.017,122.077,22.046
3256.809,290.389,20.177,0.017,122.913,21.569
3256.916,287.527,20.114,0.011,123.189,20.875
3257.022,282.163,19.952,0.004,123.692,19.993
3257.129,275.746,19.855,0.004,124.064,18.833
3257.236,270.13,19.754,0.01,123.326,17.273
3257.343,265.579,19.652,0.016,119.831,15.809
3257.45,260.964,19.472,0.018,113.036,15.106
3257.556,255.767,19.404,0.018,105.708,15.515
3257.663,251.647,19.356,0.018,99.722,16.628
3257.77,251.449,19.328,0.018,97.118,17.815
3257.877,254.935,19.325,0.016,98.52,18.516
3257.984,260.142,19.345,0.012,104.26,18.881
3258.091,265.213,19.375,0.008,111.979,19.124
3258.198,267.191,19.413,0.01,117.648,19.164
3258.305,264.112,19.504,0.019,118.245,19.049
3258.412,259.288,19.552,0.151,115.216,19.061
3258.519,257.182,19.598,0.663,111.406,19.309
3258.625,260.809,19.64,0.387,108.949,19.485
3258.732,268.309,19.709,0.121,107.242,18.98
3258.839,275.786,19.738,0.102,105,17.832
3258.946,278.416,19.765,0.183,101.379,16.439
3259.053,273.113,19.791,0.126,97.308,15.354
3259.16,259.985,19.856,0.02,93.93,15.069
3259.267,246.855,19.896,0.011,93.516,15.982
3259.374,240.854,19.942,0,97.303,17.938
3259.48,244.043,19.991,0,104.222,20.164
3259.587,253.857,20.093,0,111.117,21.743
3259.694,266.939,20.143,0,116.132,21.752
3259.801,277.234,20.192,0,118.42,22.467
3259.907,281.039,20.24,0.003,118.639,21.753
3260.014,279.476,20.333,0.009,117.748,21.061
3260.121,276.112,20.376,0.003,117.947,21.153
3260.227,273.829,20.416,0.002,119.328,22.293
3260.334,273.285,20.452,0.006,119.809,23.535
3260.441,274.177,20.513,0.009,118.177,23.821
3260.547,276.264,20.54,0.004,115.896,23.104
3260.654,279.097,20.569,0,114.538,22.251
3260.76,281.7,20.602,0.007,114.104,21.749
3260.867,283.275,20.702,0.031,112.913,21.544
3260.974,283.647,20.773,5.441,110.62,21.625
3261.081,283.329,20.857,7.825,109.424,21.873
3261.187,282.652,20.951,9.184,110.865,21.793
3261.294,281.86,21.153,10.342,114.089,21.248
3261.401,281.966,21.255,10.3815,117.01,20.884
3261.507,283.534,21.356,10.421,119.153,21.581
3261.614,285.37,21.457,10.4605,120.332,23.424
3261.721,286.612,21.648,10.5,119.879,25.438
3261.827,288.321,21.737,10.5395,118.158,26.405
3261.934,291.22,21.823,10.579,117.908,26.026
3262.041,294.461,21.907,10.6185,119.634,25.059
3262.147,297.297,22.07,10.658,121.223,24.237
3262.254,299.514,22.149,10.6975,121.809,23.75
3262.361,300.069,22.226,10.737,122.439,23.449
3262.467,297.874,22.302,9.631,122.832,23.117
3262.574,293.839,22.465,8.302,120.516,22.737
3262.681,290.484,22.557,6.564,115.99,22.535
3262.787,288.768,22.657,4.456,113.737,22.694
3262.894,288.767,22.765,2.294,114.906,23.189
3263.001,290.115,22.997,1.211,117.002,23.691
3263.108,291.677,23.114,1.046,117.708,23.796
3263.214,291.581,23.228,0.188,118.192,23.207
3263.321,289.7,23.337,0.015,118.794,22.075
3263.427,285.86,23.529,0,117.38,21.036
3263.534,279.797,23.611,0,114.743,20.733
3263.641,273.894,23.683,0,114.301,21.231
3263.747,271.272,23.746,0.005,115.732,22.347
3263.854,271.448,23.841,0.019,116.188,23.616
3263.96,273.522,23.873,0.098,114.531,24.294
3264.067,278.049,23.895,0.023,112.873,23.773
3264.174,282.897,23.912,0.017,112.61,22.603
3264.28,286.019,23.941,0.012,113.926,21.947
3264.387,287.264,23.961,0.009,117.076,22.282
3264.493,287.29,23.987,0.005,121.21,23.002
3264.6,286.972,24.017,0,122.718,23.466
3264.707,288.186,24.089,0,120.87,23.479
3264.813,290.648,24.128,0,118.208,23.154
3264.92,293.056,24.169,0.004,118.861,22.695
3265.027,294.603,24.211,0.009,122.597,22.486
3265.133,294.667,24.299,0.015,125.916,22.923
3265.24,292.732,24.343,0.02,126.024,24.07
3265.346,290.248,24.388,0.024,123.862,25.419
3265.453,288.949,24.432,0.031,122.309,26.256
3265.56,289.906,24.513,0.076,121.987,26.197
3265.666,291.908,24.549,0.078,122.233,25.394
3265.773,294.3,24.583,0.049,122.869,24.159
3265.879,297.347,24.614,0.031,123.087,22.641
3265.986,300.346,24.669,0.026,121.977,20.953
3266.092,302.564,24.693,0.04,120.257,19.494
3266.199,304.155,24.714,0.024,119.884,18.775
3266.306,301.842,24.732,0.019,121.759,19.056
3266.412,290.908,24.752,0.011,123.203,20.135
3266.519,278.334,24.752,0.003,121.717,21.391
3266.625,271.401,24.743,0,117.365,22.217
3266.732,269.15,24.726,0,113.754,22.58
3266.839,270.772,24.666,0,113.67,22.705
3266.945,278.161,24.621,0,117.112,22.549
3267.052,285.314,24.565,0,119.679,22.132
3267.158,286.784,24.496,0,118.438,21.688
3267.265,284.83,24.324,0,113.998,21.503
3267.372,283.455,24.228,0.012,110.513,21.704
3267.478,282.99,24.134,0.599,110.784,22.307
3267.585,281.346,24.049,4.563,112.886,23.03
3267.691,278.358,23.929,5.606,113.936,23.348
3267.798,276.659,23.897,5.699,113.989,22.899
3267.904,275.888,23.884,5.045,115.439,21.994
3268.011,275.412,23.887,3.836,118.22,21.2
3268.117,278.108,23.927,1.469,120.314,20.817
3268.224,283.833,23.957,0.023,121.265,20.732
3268.33,288.498,23.992,0.016,121.801,20.664
3268.437,292.473,24.028,0.023,121.866,20.362
3268.543,295.088,24.099,0.366,121.262,19.88
3268.649,293.24,24.132,4.403,120.799,19.451
3268.756,287.351,24.164,6.447,120.504,19.369
3268.862,280.099,24.193,7.97,118.963,19.754
3268.969,272.412,24.243,8.862,116.033,20.502
3269.075,266.921,24.263,9.751,114.196,21.348
3269.181,266.378,24.283,10.85,113.839,22.116
3269.288,269.437,24.304,10.83965625,113.057,22.741
3269.394,273.976,24.354,10.8293125,111.977,22.954
3269.501,278.591,24.383,10.81896875,112.81,22.399
3269.607,282.339,24.416,10.808625,116.565,21.406
3269.713,284.9,24.452,10.79828125,120.718,20.802
3269.82,287.311,24.543,10.7879375,122.98,21.061
3269.926,289.759,24.601,10.77759375,122.898,21.889
3270.032,291.182,24.67,10.76725,120.997,22.553
3270.139,291.215,24.747,10.75690625,117.691,22.547
3270.245,290.322,24.913,10.7465625,115.271,22.253
3270.352,289.298,24.997,10.73621875,115.48,22.275
3270.458,289.401,25.078,10.725875,118.571,22.857
3270.564,292.047,25.155,10.71553125,121.691,23.556
3270.671,296.056,25.305,10.7051875,121.951,23.832
3270.777,299.299,25.382,10.69484375,118.831,23.488
3270.884,300.121,25.466,10.6845,115.823,22.924
3270.99,298.67,25.561,10.67415625,114.67,22.503
3271.097,295.562,25.799,10.6638125,114.966,22.53
3271.203,292.294,25.945,10.65346875,115.002,22.629
3271.31,290.585,26.11,10.643125,114.909,22.065
3271.416,291.175,26.29,10.63278125,115.724,20.658
3271.523,291.961,26.689,10.6224375,117.758,19.188
3271.629,290.341,26.905,10.61209375,119.813,18.477
3271.736,286.871,27.132,10.60175,118.974,18.621
3271.842,282.804,27.369,10.59140625,114.437,19.17
3271.948,276.492,27.875,10.5810625,109.251,19.708
3272.055,268.517,28.146,10.57071875,107.304,20.1
3272.161,263.748,28.429,10.560375,108.643,20.406
3272.268,263.299,28.723,10.55003125,110.459,20.665
3272.374,265.727,29.348,10.5396875,110.835,20.925
3272.48,270.26,29.683,10.52934375,110.413,21.474
3272.587,276.409,30.035,10.519,110.954,22.621
3272.693,281.459,30.408,7.888,113.745,22.631
3272.8,282.985,31.217,5.067,118.736,24.072
3272.906,281.816,31.652,3.765,124.812,23.084
3273.012,281.871,32.104,5.095,130.967,21.952
3273.119,284.328,32.571,6.795,135.153,21.605
3273.225,288.394,33.546,7.579,134.539,21.976
3273.332,293.334,34.056,7.544,129.009,22.708
3273.438,297.687,34.579,7.044,122.673,23.48
3273.544,298.694,35.116,6.218,120.826,24.051
3273.651,296.32,36.212,4.545,122.613,24.305
3273.757,293.12,36.757,0.494,123.173,24.155
3273.863,291.615,37.292,0.021,121.648,23.443
3273.97,292.258,37.813,0.008,120.612,21.821
3274.076,294.678,38.809,0.018,122.498,19.859
3274.183,297.426,39.285,2.088,124.358,18.541
3274.289,297.113,39.746,6.719,121.394,18.138
3274.395,291.245,40.189,8.747,112.563,17.99
3274.502,281.86,40.996,9.807,101.664,17.686
3274.608,272.562,41.341,9.781,93.677,17.496
3274.714,264.887,41.632,8.454,89.508,17.742
3274.821,260.417,41.86,6.248,85.559,18.162
3274.927,260.257,42.083,3.201,79.027,18.25
3275.033,261.994,42.065,2.587,71.748,17.835
3275.14,262.359,42.012,3.414,66.092,17.082
3275.246,261.003,41.959,3.779,62.785,16.336
3275.353,257.854,41.488,4.235,60.821,15.863
3275.459,252.671,41.13,5.139,60.007,15.872
3275.565,247.044,40.696,6.37,60.101,16.355
3275.672,242.519,40.191,7.468,60.742,17.017
3275.778,239.805,38.992,8.614,62.197,17.571
3275.885,239.132,38.326,9.83,64.649,18.076
3275.991,240.637,37.639,10.651,69.204,18.85
3276.098,243.266,36.951,10.36433333,77.033,19.948
3276.204,246.077,35.632,10.07766667,87.948,20.838
3276.311,249.487,35.026,9.791,99.874,21.188
3276.417,252.151,34.464,9.504333333,107.754,21.089
3276.524,251.033,33.949,9.217666667,110.767,20.7
3276.63,249.482,33.066,8.931,111.329,20.075
3276.737,252.657,32.698,8.644333333,113.291,19.491
3276.843,258.912,32.374,8.357666667,118.631,19.32
3276.949,266.885,32.095,8.071,125.916,19.668
3277.056,277.739,31.662,0.546,130.341,20.197
3277.162,287.947,31.499,0.019,128.741,20.618
3277.268,292.195,31.363,0.017,121.508,20.912
3277.375,290.852,31.248,0.394,114.347,21.078
3277.481,286.325,31.068,4.756,110.9,20.947
3277.587,280.787,31.001,8.014,112.137,20.44
3277.693,275.938,30.953,10.142,115.279,19.818
3277.8,273.226,30.928,10.19145455,118.139,19.549
3277.906,273.053,30.952,10.24090909,119.671,19.962
3278.012,274.815,31.001,10.29036364,121.424,20.909
3278.118,276.991,31.071,10.33981818,123.917,21.966
3278.225,278.559,31.157,10.38927273,124.884,22.588
3278.331,279.567,31.363,10.43872727,123.793,22.435
3278.437,280.273,31.48,10.48818182,121.667,21.675
3278.543,280.569,31.605,10.53763636,119.27,20.819
3278.65,280.091,31.738,10.58709091,116.457,20.198
3278.756,278.831,32.027,10.63654545,113.557,19.912
3278.862,277.292,32.182,10.686,111.763,20.007
3278.969,275.967,32.34,10.255,111.279,20.598
3279.075,275.316,32.498,10.62048485,111.165,21.46
3279.181,275.879,32.808,10.9859697,111.329,21.986
3279.288,277.258,32.962,11.35145455,111.765,21.915
3279.394,278.089,33.123,11.34418182,112.022,21.562
3279.5,278.123,33.299,11.33690909,111.899,21.232
3279.607,278.52,33.717,11.32963636,111.298,21.012
3279.713,280.013,33.961,11.32236364,111.645,21.049
3279.819,281.829,34.225,11.31509091,114.274,21.526
3279.926,282.982,34.504,11.30781818,118.551,22.281
3280.032,283.407,35.107,11.30054545,122.477,22.821
3280.138,283.889,35.437,11.29327273,125.311,22.775
3280.244,284.773,35.792,11.286,127.772,22.311
3280.351,285.955,36.171,11.27872727,130.715,21.882
3280.457,288.017,36.998,11.27145455,133.596,21.816
3280.563,291.222,37.438,11.26418182,134.753,21.954
3280.669,293.178,37.896,11.25690909,133.587,21.834
3280.776,291.793,38.376,11.24963636,129.337,21.301
3280.882,288.507,39.419,11.24236364,122.375,20.43
3280.988,284.047,39.993,11.23509091,113.875,19.287
3281.095,275.639,40.607,11.22781818,104.45,18.158
3281.201,263.797,41.264,11.22054545,96.461,17.451
3281.307,253.939,42.717,11.21327273,92.82,17.456
3281.414,248.603,43.523,11.206,95.466,17.971
3281.52,247.182,44.388,11.19872727,102.443,18.603
3281.627,250.35,45.314,11.19145455,111.015,19.168
3281.733,256.923,47.33,11.18418182,117.999,19.376
3281.839,262.399,48.402,11.17690909,120.892,18.777
3281.946,263.897,49.503,11.16963636,117.95,17.488
3282.052,262.261,50.631,11.16236364,110.601,16.246
3282.159,259.169,52.968,11.15509091,102.533,15.675
3282.265,255.12,54.176,11.14781818,95.019,15.761
3282.371,250.744,55.401,11.14054545,87.78,16.043
3282.478,246.997,56.632,11.13327273,81.093,16.134
3282.584,244.75,59.04,11.126,75.745,15.993
3282.691,244.449,60.189,11.11872727,71.609,15.682
3282.797,245.269,61.287,11.11145455,67.919,15.345
3282.903,245.311,62.327,11.10418182,64.732,15.326
3283.01,245.37,64.214,11.09690909,62.96,15.88
3283.116,246.559,65.057,11.08963636,63.358,16.818
3283.222,247.322,65.831,11.08236364,65.749,17.693
3283.329,247.396,66.53,11.07509091,68.375,18.329
3283.435,247.616,67.695,11.06781818,69.852,18.745
3283.542,246.874,68.157,11.06054545,68.979,18.801
3283.648,244.938,68.542,11.05327273,66.099,18.536
3283.754,243.953,68.852,11.046,63.03,18.635
3283.861,245.577,69.262,9.8,62.142,19.306
3283.967,249.908,69.366,8.256,62.963,19.881
3284.073,255.585,69.406,6.054,63.528,19.777
3284.18,261.193,69.387,2.397,63.402,19.229
3284.286,266.143,69.207,0.059,63.725,18.781
3284.392,269.451,69.063,0.023,65.114,18.469
3284.499,270.754,68.895,0.021,66.669,18.165
3284.605,271.244,68.707,0.018,68.347,18.073
3284.711,270.111,68.269,0.016,70.166,18.377
3284.817,266.477,68.012,0.02,70.536,18.929
3284.923,262.566,67.722,0.024,67.919,19.191
3285.03,259.768,67.392,0.025,63.185,18.922
3285.136,258.47,66.578,0.022,58.805,18.364
3285.242,259.411,66.084,0.02,56.501,18.099
3285.348,261.911,65.528,0.02,55.335,18.302
3285.455,264.84,64.912,0.02,53.623,18.805
3285.561,267.733,63.508,0.022,51.105,19.178
3285.667,268.267,62.722,0.026,49.647,19.264
3285.774,266.267,61.882,0.053,50.629,19.276
3285.88,263.778,60.992,0.723,54.171,19.262
3285.987,260.898,59.106,1.101,60.372,19.271
3286.093,257.743,58.14,0.733,71.543,19.361
3286.199,258.649,57.183,0.44,87.568,19.741
3286.306,266.595,56.252,0.768,101.671,20.323
3286.412,273.943,54.506,0.893,105.774,20.759
3286.518,272.641,53.702,0.355,98.849,20.516
3286.625,264.64,52.949,0.024,86.888,18.88
3286.731,252.846,52.252,0.012,76.587,16.165
3286.837,235.544,51.02,0.005,72.209,14.119
3286.944,219.641,50.484,0.007,74.813,13.005
3287.05,213.931,49.998,0.016,83.578,12.7
3287.156,219.65,49.562,0.025,94.921,13.503
3287.263,230.308,48.852,0.028,107.667,14.763
3287.369,244.908,48.587,0.027,118.952,15.712
3287.475,261.504,48.387,0.02,124.08,16.353
3287.582,273.888,48.251,0.01,120.297,17.233
3287.688,277.393,48.172,0.001,110.325,18.586
3287.794,273.694,48.225,0,99.298,20.137
3287.9,266.884,48.333,0.002,89.919,21.285
3288.007,259.775,48.488,0.013,84.445,21.68
3288.113,256.769,48.92,0.022,85.058,21.28
3288.219,258.625,49.193,0.03,92.477,20.427
3288.325,261.79,49.502,0.021,102.041,19.467
3288.431,263.412,49.845,0.02,108.931,18.845
3288.538,263.665,50.622,0.028,109.633,18.669
3288.644,261.675,51.044,0.127,107.18,18.757
3288.75,256.513,51.48,0.023,103.955,18.743
3288.856,250.107,51.928,0.019,100.318,18.468
3288.962,247.784,52.851,0.019,96.543,18.06
3289.068,247.015,53.319,0.021,93.842,17.619
3289.174,242.884,53.785,0.021,91.407,16.984
3289.281,238.545,54.245,0.022,86.986,16.035
3289.386,235.812,55.118,0.099,80.423,15.085
3289.493,233.094,55.511,0.46,75.235,14.588
3289.599,233.993,55.854,0.434,71.956,14.768
3289.705,241.317,56.133,0.032,68.41,15.468
3289.811,252.202,56.45,0.026,63.591,16.517
3289.917,261.658,56.486,0.02,59.209,17.825
3290.023,267.07,56.451,0.012,57.641,19.094
3290.129,267.421,56.361,0,59.78,19.736
3290.236,264.437,56.092,0,67.595,19.258
3290.342,260.355,55.949,0,82.155,18.265
3290.448,258.334,55.822,0,99.659,17.878
3290.554,260.539,55.726,0.002,113.532,18.753
3290.66,267.023,55.679,0.012,119.87,20.549
3290.766,275.025,55.752,0.018,120.432,22.257
3290.873,282.139,55.9,0.038,116.264,22.994
3290.979,287.046,56.126,0.284,107.975,22.827
3291.085,287.325,56.796,1.033,96.867,22.279
3291.191,281.411,57.217,4.449,86.109,21.663
3291.297,272.049,57.678,6.578,77.976,20.935
3291.404,263.019,58.163,7.104,72.594,19.882
3291.51,255.469,59.155,6.016,70.329,18.679
3291.616,250.582,59.639,4.079,70.909,17.746
3291.722,250.016,60.101,2.989,73.438,17.162
3291.828,252.44,60.535,3.735,75.143,16.615
3291.934,254.19,61.304,5.456,74.387,15.879
3292.04,252.735,61.641,7.238,72.181,15.182
3292.146,249.06,61.949,8.153,72.017,14.84
3292.253,245.535,62.23,7.358,76.053,14.884
3292.359,243.954,62.724,5.159,82.573,15.227
3292.465,245.031,62.944,2.078,84.697,15.922
3292.571,248.374,63.148,0.039,79.777,16.924
3292.678,252.2,63.341,0.037,71.871,17.787
3292.784,255.451,63.677,2.943,67.215,18.03
3292.89,257.123,63.811,5.278,66.357,17.696
3292.997,257.578,63.916,5.468,65.588,17.354
3293.103,258.699,63.99,3.941,64.645,17.553
3293.209,261.004,64.059,0.043,66.285,18.196
3293.315,262.872,64.068,0.034,70.934,18.571
3293.422,264.187,64.074,0.028,75.452,18.066
3293.528,265.609,64.086,0.024,76.283,17.015
3293.634,266.882,64.146,0.027,73.202,16.35
3293.74,267.285,64.193,1.219,68.404,16.496
3293.847,265.796,64.245,3.975,65.198,17.17
3293.953,262.92,64.294,3.912,64.603,17.785
3294.059,259.845,64.367,1.29,65.551,18.03
3294.166,256.757,64.387,0.029,65.435,18.038
3294.272,255.258,64.397,0.024,63.355,18.239
3294.378,257.369,64.4,0.072,60.658,18.734
3294.484,260.658,64.379,2.193,59.102,19.112
3294.591,263.093,64.346,5.442,58.988,18.923
3294.697,263.71,64.29,7.299,59.744,18.301
3294.803,261.771,64.202,7.66,60.684,17.722
3294.91,258.388,63.899,7.295,61.549,17.398
3295.016,256.179,63.673,6.647,62.604,17.249
3295.122,255.529,63.391,5.972,63.517,17.124
3295.229,256.853,63.055,4.899,63.549,17.026
3295.335,259.92,62.209,3.32,61.263,17.035
3295.442,263.443,61.693,1.594,57.662,17.07
3295.548,265.979,61.105,0.142,54.822,16.95
3295.654,266.674,60.441,0.028,54.018,16.739
3295.761,264.7,58.875,0.016,54.053,16.798
3295.867,260.787,57.982,0.01,54.841,17.257
3295.973,256.585,57.023,0.015,56.391,17.816
3296.08,252.808,56.006,0.082,57.711,18.131
3296.186,249.711,53.819,5.206,56.829,18.107
3296.292,248.177,52.648,7.625,54.102,17.688
3296.399,248.948,51.421,7.256,51.504,16.791
3296.505,248.748,50.138,6.708,51.377,15.539
3296.611,245.513,47.435,4.087,53.258,14.354
3296.718,242.472,46.04,0.048,55.628,13.527
3296.824,241.866,44.637,0.03,56.585,13.173
3296.93,242.003,43.235,0.018,56.375,13.341
3297.036,243.76,40.43,0.007,56.278,14.148
3297.143,247.623,39.023,0,58.269,15.57
3297.249,249.283,37.621,0,63.187,17.134
3297.355,246.729,36.238,0.006,72.415,18.26
3297.462,245.273,33.61,0.022,85.262,18.679
3297.568,248.709,32.409,0.455,99.069,18.74
3297.674,254.542,31.297,1.177,110.241,18.977
3297.781,260.424,30.269,0.031,116.578,19.751
3297.887,265.579,28.439,0.016,118.29,20.701
3297.993,268.388,27.623,0.002,118.762,20.93
3298.1,268.889,26.871,0,120.094,20.327
3298.206,269.549,26.184,0.002,120.918,19.691
3298.312,271.636,25.011,0.007,119.55,19.659
3298.419,274.655,24.517,0.014,117.651,19.835
3298.525,276.665,24.076,0.019,117.391,19.705
3298.631,275.665,23.68,0.017,118.417,19.314
3298.738,272.136,23.002,0.011,119.217,19.144
3298.844,269.193,22.71,0.006,119.518,19.369
3298.95,267.776,22.447,0.002,119.493,19.612
3299.056,266.691,22.211,0,118.666,19.452
3299.162,265.55,21.811,0,116.8,18.74
3299.269,264.758,21.644,0,114.164,17.877
3299.375,263.413,21.496,0,111.235,17.235
3299.481,259.729,21.361,0.01,110.122,17.005
3299.588,253.812,21.11,0.114,111.092,17.145
3299.694,248.377,20.986,1.802,112.32,17.524
3299.8,245.141,20.862,4.551,111.84,17.804
3299.906,243.991,20.739,6.577,111.275,17.931
3300.013,245.432,20.501,8.141,113.175,18.013
3300.119,249.943,20.385,8.86,117.458,18.214
3300.225,256.161,20.267,8.094,122.387,18.585
3300.331,262.132,20.145,7.02,125.185,18.833
3300.438,266.824,19.884,6.066,124.591,18.571
3300.544,269.737,19.75,5.493,121.159,17.904
3300.65,270.243,19.618,5.259,117.364,17.448
3300.756,268.584,19.497,5.308,115.681,17.735
3300.862,265.87,19.305,5.054,116.416,18.643
3300.968,263.585,19.238,4.139,119.334,19.363
3301.074,263.244,19.188,0.93,123.27,19.462
3301.18,265.629,19.151,0.794,126.644,19.113
3301.286,269.218,19.098,5.434,127.865,18.911
3301.393,272.026,19.074,8.589,126.359,19.174
3301.499,273.987,19.05,10.413,122.286,19.728
3301.605,275.049,19.025,10.437,118.315,20.068
3301.711,275.363,18.978,9.905,117.216,20.071
3301.817,276.511,18.956,9.534,118.811,20.092
3301.923,278.713,18.935,9.147,119.416,20.495
3302.029,281.047,18.913,8.414,117.924,21
3302.135,282.831,18.854,7.376,116.909,20.958
3302.241,282.918,18.814,6.828,118.235,20.448
3302.347,281.045,18.77,5.985,119.88,20.068
3302.453,278.719,18.723,4.239,119.662,20.256
3302.559,277,18.638,2.904,118.878,20.829
3302.665,276.232,18.602,4.014,118.946,21.293
3302.771,275.331,18.57,5.635,118.664,21.178
3302.878,272.139,18.539,7.79,116.796,20.428
3302.984,267.635,18.489,9.846,114.302,19.317
3303.09,264.901,18.474,9.862,113.171,18.178
3303.196,263.682,18.467,9.878,114.086,17.335
3303.302,263.273,18.47,9.894,116.728,17.189
3303.408,264.488,18.5,9.91,119.495,17.908
3303.514,266.325,18.524,9.926,122.507,19.297
3303.62,266.864,18.553,9.942,127.083,20.783
3303.726,267.599,18.583,9.958,132.446,21.736
3303.832,271.027,18.645,9.974,134.511,21.856
3303.938,276.155,18.679,9.99,131.085,21.35
3304.044,280.028,18.719,10.006,126.18,20.85
3304.151,281.6,18.773,10.022,123.359,20.857
3304.257,280.816,18.944,10.038,121.467,21.197
3304.363,277.126,19.067,10.054,119.169,21.303
3304.469,270.889,19.213,10.07,117.728,20.924
3304.575,265.108,19.377,10.086,115.839,20.472
3304.681,264.104,19.735,10.102,110.003,20.335
3304.787,265.798,19.922,10.118,101.632,20.12
3304.893,263.28,20.113,10.134,97.908,19.331
3305,254.826,20.307,10.15,102.016,18.273
3305.106,245.661,20.713,10.166,108.054,17.656
3305.212,238.595,20.924,10.182,109.113,17.492
3305.318,234.524,21.138,10.198,103.61,17.079
3305.425,234.046,21.353,10.214,95.14,16.141
3305.531,234.574,21.771,10.23,87.831,14.986
3305.637,233.313,21.968,10.246,85.259,13.893
3305.743,232.297,22.158,10.262,88.576,12.999
3305.85,235.45,22.34,10.278,96.657,12.533
3305.956,243.976,22.685,10.294,106.353,12.781
3306.062,253.891,22.846,10.31,113.152,13.826
3306.168,254.875,22.994,10.326,114.112,15.224
3306.275,247.581,23.125,10.342,109.033,16.185
3306.381,240.358,23.332,10.358,103.071,16.155
3306.487,239.237,23.41,10.374,101.199,15.409
3306.593,243.048,23.475,10.39,105.123,14.584
3306.699,250.409,23.529,10.406,111.221,14.251
3306.806,257.206,23.613,10.422,115.529,14.632
3306.912,260.488,23.641,8.799,117.748,15.719
3307.018,260.567,23.658,7.306,119.151,17.111
3307.124,259.459,23.663,5.652,118.209,18.149
3307.23,258.113,23.657,3.711,114.264,18.448
3307.336,257.386,23.657,0.036,110.079,18.294
3307.443,257.819,23.67,0.012,110.264,18.082
3307.549,259.761,23.701,0.008,113.738,17.994
3307.655,263.622,23.815,0.002,117.384,18.185
3307.761,268.082,23.895,0,119.145,18.799
3307.867,270.631,23.985,0,118.063,19.568
3307.974,267.985,24.085,0,112.149,19.857
3308.08,260.929,24.301,0,102.668,19.462
3308.186,251.734,24.412,0,94.486,18.544
3308.292,243.708,24.521,0,91.764,17.144
3308.398,240.461,24.626,0.005,93.085,15.64
3308.505,243.811,24.821,0.009,95.408,14.714
3308.611,248.75,24.908,0.01,96.572,14.444
3308.717,250.972,24.986,0.009,97.738,14.613
3308.823,247.886,25.052,0.009,100.707,15.262
3308.929,242.092,25.151,0.011,106.082,16.664
3309.036,238.593,25.188,0.012,112.287,18.45
3309.142,241.68,25.221,0.011,117.747,19.325
3309.248,249.997,25.252,0.009,121.892,18.94
3309.354,260.616,25.307,0.007,124.058,18.291
3309.46,267.493,25.327,0.006,122.222,17.895
3309.567,267.84,25.34,0.004,115.805,17.54
3309.673,262.84,25.348,0.001,105.644,17.005
3309.779,254.482,25.354,0.001,94.446,16.315
3309.885,242.994,25.353,0.006,87.036,15.152
3309.991,230.235,25.351,0.011,87.63,13.381
3310.097,220.892,25.345,0.013,97.447,11.763
3310.204,218.944,25.314,0.013,108.836,11.225
3310.31,227.378,25.287,0.014,116.775,11.991
3310.416,242.251,25.253,0.013,121.313,13.928
3310.522,259.179,25.215,0.01,124.99,16.203
3310.628,270.363,25.137,0.006,127.498,17.868
3310.734,272.915,25.103,0.003,126.379,18.81
3310.84,269.072,25.077,0.003,121.964,19.185
3310.947,262.959,25.057,0.003,116.388,18.925
3311.053,256.203,25.033,0.003,111.634,18.223
3311.159,252.236,25.025,0.004,109.647,17.688
3311.265,253.177,25.014,0.006,112.717,17.398
3311.371,256.757,24.998,0.011,118.486,16.895
3311.478,261.874,24.942,0.02,123.006,16.043
3311.584,268.082,24.901,0.574,124.017,15.404
3311.69,272.145,24.852,0.944,123.075,15.697
3311.796,272.085,24.796,0.03,121.444,16.931
3311.902,270.665,24.666,0.024,119.28,18.745
3312.008,270.235,24.591,0.023,117.433,20.319
3312.115,270.771,24.513,0.028,118.047,20.945
3312.221,271.404,24.436,0.033,120.351,20.599
3312.327,272.402,24.31,0.034,121.84,20.028
3312.433,274.179,24.273,0.024,122.967,19.735
3312.54,277.133,24.259,0.02,125.371,19.832
3312.646,280.623,24.269,0.029,128.355,20.298
3312.752,282.611,24.363,2.73,128.703,21.183
3312.858,282.801,24.448,6.572,125.537,22.429
3312.965,279.764,24.561,7.899,120.397,23.715
