TVD,SP,DGA,QT,DEV,TENS,RT1,POR,RA45,PE,M4R2,GR,AC,QCAL
2616.33,18.037,3,0.18,35.064,1320.389,2.678,15.867,0.922,6.829,1.188,115.22,351.645,1.001
2616.433,18.074,3,0.182,35.078,1320.389,2.676,15.907,0.92,6.6,1.18,112.38,353.81,1.001
2616.535,18.082,2.998,0.183,35.097,1321.086,2.671,15.951,0.905,6.207,1.171,110.409,353.463,1.001
2616.637,18.084,2.987,0.185,35.125,1326.663,2.651,16.14,0.876,5.91,1.16,108.928,353.92,0.999
2616.74,18.078,2.977,0.185,35.15,1331.543,2.636,16.247,0.866,5.833,1.146,107.438,355.864,0.999
2616.842,18.037,2.97,0.185,35.175,1337.12,2.618,16.888,0.861,5.846,1.131,106.356,356.274,0.999
2616.944,18.002,2.97,0.185,35.189,1342,2.599,17.642,0.855,5.863,1.116,106.411,355.243,0.999
2617.046,17.959,2.979,0.185,35.197,1346.183,2.558,18.736,0.831,5.852,1.101,107.775,354.361,0.999
2617.148,17.911,2.993,0.185,35.192,1346.88,2.538,19.129,0.814,5.84,1.089,109.818,352.48,0.999
2617.251,17.813,2.999,0.185,35.18,1345.486,2.518,18.252,0.802,5.845,1.08,110.678,348.805,0.999
2617.353,17.769,2.991,0.185,35.18,1342,2.5,16.631,0.799,5.846,1.073,109.458,345.198,0.999
2617.455,17.728,2.973,0.185,35.186,1335.726,2.465,14.705,0.816,5.822,1.07,106.819,344.441,0.999
2617.557,17.692,2.964,0.184,35.186,1335.726,2.444,13.396,0.833,5.769,1.069,105.468,346.368,0.999
2617.659,17.63,2.973,0.182,35.186,1335.726,2.422,12.612,0.846,5.71,1.072,106.812,349.358,0.999
2617.761,17.603,2.996,0.181,35.178,1334.331,2.4,12.111,0.851,5.689,1.077,110.259,352.135,0.999
2617.864,17.579,3,0.18,35.178,1335.726,2.356,12,0.841,5.757,1.086,112.867,354.144,0.999
2617.966,17.555,3,0.178,35.178,1335.726,2.336,11.935,0.837,5.9,1.101,112.582,354.481,0.999
2618.068,17.508,2.997,0.177,35.178,1333.634,2.319,11.921,0.844,6.07,1.121,110.322,352.301,0.999
2618.17,17.485,2.99,0.176,35.178,1332.937,2.308,11.698,0.86,6.228,1.145,109.384,347.918,0.999
2618.272,17.462,2.996,0.175,35.178,1333.634,2.301,11.966,0.908,6.375,1.173,110.251,342.632,0.999
2618.375,17.437,2.991,0.174,35.178,1333.634,2.306,12.609,0.925,6.564,1.201,110.322,337.786,0.999
2618.477,17.368,2.961,0.173,35.178,1333.634,2.314,13.706,0.935,6.799,1.228,109.384,334.413,0.999
2618.579,17.319,2.929,0.173,35.178,1333.634,2.324,14.876,0.937,6.95,1.249,110.251,333.239,0.999
2618.681,17.261,2.924,0.172,35.178,1332.24,2.357,15.135,0.928,6.865,1.265,109.456,333.927,0.999
2618.783,17.2,2.939,0.171,35.178,1330.149,2.376,14.189,0.93,6.559,1.275,101.569,335.644,0.999
2618.885,17.102,2.955,0.171,35.178,1327.36,2.397,12.646,0.934,6.167,1.28,104.158,337.838,0.999
2618.988,17.078,2.95,0.17,35.178,1324.571,2.417,11.114,0.943,5.782,1.282,110.322,339.981,0.999
2619.09,17.076,2.936,0.169,35.178,1322.48,2.449,9.936,0.943,5.494,1.281,109.384,341.583,0.999
2619.192,17.093,2.93,0.167,35.178,1322.48,2.459,9.506,0.93,5.402,1.278,110.251,342.39,0.999
2619.294,17.163,2.929,0.165,35.178,1322.48,2.462,9.599,0.913,5.494,1.274,109.456,342.458,0.999
2619.396,17.204,2.931,0.162,35.178,1324.571,2.462,9.822,0.896,5.651,1.267,100.144,342.296,0.999
2619.498,17.243,2.937,0.16,35.178,1327.36,2.466,10.09,0.879,5.776,1.258,101.282,342.661,0.999
2619.601,17.28,2.948,0.158,35.178,1326.663,2.473,10.736,0.88,5.888,1.247,103.071,343.758,0.999
2619.703,17.345,2.956,0.155,35.178,1325.966,2.476,11.2,0.887,6.097,1.235,104.213,344.845,0.999
2619.805,17.378,2.949,0.153,35.178,1325.269,2.476,11.786,0.891,6.453,1.222,103.162,344.952,0.999
2619.907,17.414,2.939,0.151,35.178,1322.48,2.48,12.389,0.886,6.826,1.21,101.504,344.073,0.999
2620.009,17.454,2.936,0.151,35.125,1319.691,2.483,12.609,0.878,7.041,1.201,101.047,342.651,0.999
2620.111,17.539,2.948,0.151,35.142,1316.903,2.488,12.45,0.867,7.011,1.196,103.03,341.137,0.999
2620.214,17.577,2.967,0.151,35.15,1313.417,2.492,12.491,0.861,6.729,1.193,105.985,340.254,0.999
2620.316,17.606,2.978,0.15,35.155,1311.326,2.491,13.676,0.869,6.257,1.194,107.627,340.949,0.999
2620.418,17.627,2.975,0.15,35.155,1311.326,2.487,15.47,0.871,5.747,1.196,107.103,343.022,0.999
2620.52,17.647,2.964,0.15,35.15,1312.023,2.484,17.44,0.872,5.404,1.198,105.533,344.958,0.999
2620.622,17.654,2.96,0.15,35.13,1314.811,2.48,19.358,0.871,5.332,1.199,104.91,345.589,0.999
2620.725,17.661,2.969,0.15,35.094,1324.571,2.478,20.432,0.869,5.495,1.2,106.305,345.472,0.999
2620.827,17.672,2.983,0.155,35.069,1330.149,2.486,20.801,0.873,5.76,1.201,108.347,345.491,0.999
2620.929,17.697,2.984,0.159,35.053,1335.029,2.497,15.541,0.884,6.036,1.203,108.43,345.522,0.999
2621.031,17.709,2.965,0.164,35.05,1336.423,2.515,13.559,0.892,6.303,1.208,107.688,344.666,0.999
2621.134,17.719,2.94,0.169,35.044,1337.12,2.554,12.796,0.898,6.535,1.216,105.759,342.602,0.999
2621.236,17.729,2.928,0.173,35.044,1335.726,2.572,12.323,0.897,6.699,1.227,104.134,340.09,0.999
2621.338,17.753,2.929,0.178,35.053,1332.937,2.585,11.824,0.891,6.783,1.24,104.049,338.018,0.999
2621.44,17.771,2.936,0.183,35.067,1329.451,2.593,11.524,0.882,6.81,1.255,104.436,336.595,0.999
2621.543,17.795,2.935,0.188,35.103,1327.36,2.603,11.376,0.878,6.816,1.271,103.968,336.349,0.999
2621.645,17.823,2.923,0.188,35.117,1329.451,2.606,11.387,0.887,6.83,1.286,103.186,337.655,0.999
2621.748,17.888,2.911,0.188,35.114,1332.937,2.614,11.141,0.9,6.84,1.301,103.925,339.614,0.999
2621.85,17.917,2.908,0.189,35.108,1338.514,2.625,11.152,0.912,6.826,1.316,106.537,339.827,0.999
2621.952,17.941,2.918,0.189,35.1,1345.486,2.658,11.316,0.923,6.809,1.329,110.114,337.036,0.999
2622.054,17.957,2.938,0.19,35.097,1346.183,2.678,11.64,0.919,6.813,1.343,113.087,332.281,0.999
2622.156,17.971,2.951,0.19,35.083,1344.789,2.7,11.749,0.923,6.79,1.356,114.378,328.606,0.999
2622.259,17.977,2.946,0.191,35.067,1341.303,2.723,11.442,0.931,6.661,1.366,113.053,326.701,0.999
2622.361,17.989,2.929,0.191,35.042,1332.937,2.764,11.414,0.961,6.428,1.372,109.701,326.519,0.999
