TVD,SP,DEV,DGA,QT,TENS,RT1,POR,RA45,AC,M4R2,GR,PE,QCAL
2928.844,19.479,32.88,2.804,0.203,1565.783,4.502,9.417,1.017,277.251,2.04,92.762,8.579,0.997
2928.948,19.515,32.886,2.806,0.2,1567.177,4.543,9.268,1.022,276.581,2.117,93.812,8.822,0.997
2929.053,19.537,32.883,2.82,0.197,1569.269,4.7,8.532,1.047,279.289,2.195,96.668,8.912,0.997
2929.158,19.542,32.883,2.835,0.199,1567.874,4.814,7.862,1.068,283.041,2.274,98.837,8.527,0.997
2929.263,19.502,32.872,2.841,0.2,1566.48,4.953,7.504,1.093,282.305,2.357,99.636,7.748,0.997
2929.368,19.466,32.864,2.836,0.201,1565.783,5.115,7.392,1.121,274.695,2.441,99.093,6.98,0.997
2929.473,19.425,32.853,2.81,0.202,1567.177,5.5,8.009,1.179,261.111,2.517,95.632,6.556,0.997
2929.578,19.382,32.853,2.771,0.203,1567.177,5.705,9.209,1.204,247.755,2.571,88.957,6.542,0.997
2929.683,19.29,32.847,2.738,0.204,1566.48,5.896,10.303,1.223,241.093,2.576,81.557,6.77,0.997
2929.788,19.238,32.839,2.73,0.205,1566.48,6.056,10.88,1.234,246.562,2.525,78.12,7.041,0.997
2929.893,19.18,32.828,2.746,0.207,1565.783,6.213,10.992,1.234,260.255,2.416,80.414,7.322,0.997
2929.999,19.117,32.828,2.787,0.206,1565.086,6.198,10.335,1.224,278.27,2.262,87.763,7.422,0.997
2930.104,19.001,32.836,2.848,0.206,1565.783,6.13,8.369,1.208,295.82,2.089,97.589,7.369,0.997
2930.208,18.958,32.847,2.908,0.206,1567.177,6.01,2,1.19,307.5,1.919,106.724,7.278,0.997
2930.313,18.928,32.858,2.962,0.206,1574.846,5.667,0.013,1.149,311.021,1.768,112.827,7.119,0.997
2930.418,18.913,32.869,2.986,0.205,1579.029,5.475,0.005,1.129,311.887,1.641,114.923,6.895,0.997
2930.524,18.908,32.886,2.999,0.205,1582.514,5.287,0,1.109,314.155,1.542,113.862,7.047,0.997
2930.629,18.91,32.903,2.981,0.205,1583.211,5.113,0.007,1.09,316.821,1.469,111.091,7.541,0.997
2930.734,18.912,32.936,2.969,0.205,1576.937,4.796,0.011,1.052,318.928,1.419,109.401,7.88,0.997
2930.839,18.91,32.936,2.973,0.209,1572.754,4.649,0.01,1.032,320.387,1.39,109.906,7.718,0.997
2930.944,18.903,32.936,2.986,0.213,1568.572,4.511,0.005,1.012,319.228,1.377,111.917,7.398,0.997
2931.049,18.902,32.936,2.991,0.217,1565.783,4.387,0.003,0.994,314.703,1.374,112.722,7.162,0.997
2931.153,18.909,32.928,2.98,0.221,1563.692,4.185,0.007,0.964,308.028,1.38,111.02,7.035,0.997
2931.258,18.928,32.911,2.959,0.225,1565.086,4.105,0.014,0.955,302.063,1.388,107.775,6.922,0.997
2931.363,18.999,32.883,2.944,0.229,1566.48,4.034,0.019,0.951,298.463,1.396,105.504,6.807,0.997
2931.468,19.048,32.847,2.942,0.233,1567.177,3.974,0.019,0.952,297.289,1.401,105.369,6.696,0.997
2931.573,19.1,32.783,2.953,0.237,1567.177,3.885,0.016,0.964,298.43,1.403,106.822,6.644,0.997
2931.678,19.153,32.758,2.962,0.23,1567.177,3.845,0.013,0.972,300.579,1.4,108.216,6.65,0.997
2931.783,19.258,32.742,2.964,0.223,1567.177,3.805,0.013,0.978,302.411,1.395,108.51,6.65,0.997
2931.888,19.309,32.73,2.957,0.216,1567.874,3.759,0.015,0.982,304.663,1.39,107.449,6.618,0.997
2931.993,19.359,32.722,2.945,0.21,1571.36,3.662,0.018,0.978,308.855,1.388,105.713,6.57,0.997
2932.098,19.409,32.728,2.945,0.203,1572.057,3.609,0.019,0.97,316.462,1.389,105.324,6.54,0.997
2932.203,19.503,32.742,2.958,0.196,1572.754,3.552,0.015,0.96,324.934,1.397,107.516,6.542,0.997
2932.309,19.549,32.75,2.977,0.189,1572.057,3.496,0.008,0.949,327.291,1.413,110.509,6.559,0.997
2932.414,19.594,32.753,2.975,0.182,1569.966,3.383,0.009,0.932,318.991,1.434,110.306,6.565,0.997
2932.519,19.64,32.755,2.943,0.19,1569.966,3.334,0.018,0.929,307.093,1.458,106.059,6.552,0.997
2932.624,19.738,32.755,2.907,0.198,1570.663,3.295,0.532,0.929,293.887,1.482,100.729,6.545,0.997
2932.729,19.791,32.753,2.893,0.206,1571.36,3.262,1.179,0.932,280.912,1.501,98.664,6.572,0.997
2932.834,19.846,32.736,2.897,0.213,1569.966,3.218,0.702,0.942,277.104,1.513,99.875,6.623,0.997
2932.939,19.904,32.722,2.907,0.221,1569.966,3.201,0.087,0.946,285.429,1.517,102.87,6.67,0.997
2933.044,20.026,32.714,2.921,0.229,1569.269,3.183,0.017,0.948,295.086,1.518,106.368,6.706,0.997
2933.15,20.089,32.711,2.951,0.236,1567.177,3.166,0.009,0.948,301.839,1.52,110.002,6.744,0.997
2933.255,20.15,32.711,2.984,0.244,1560.903,3.138,0.003,0.941,307.976,1.528,112.645,6.783,0.997
2933.36,20.207,32.708,2.99,0.245,1560.206,3.13,0.002,0.938,310.725,1.546,113.108,6.815,0.997
2933.465,20.297,32.708,2.98,0.246,1560.206,3.128,0.004,0.936,308.255,1.576,112.343,6.842,0.997
2933.57,20.328,32.714,2.979,0.247,1560.206,3.137,0.004,0.938,304.092,1.616,112.245,6.869,0.997
2933.675,20.349,32.722,2.986,0.248,1560.903,3.199,0.003,0.954,300.665,1.665,112.81,6.903,0.997
2933.781,20.363,32.722,2.983,0.249,1562.994,3.254,0.003,0.966,296.095,1.717,112.597,6.941,0.997
2933.886,20.365,32.722,2.956,0.25,1564.389,3.322,0.008,0.981,288.737,1.766,110.389,7.001,0.997
2933.991,20.351,32.722,2.918,0.25,1565.783,3.397,0.017,0.996,280.297,1.804,106.517,7.196,0.997
2934.096,20.324,32.719,2.907,0.251,1568.571,3.545,0.228,1.02,272.524,1.823,102.083,7.495,0.997
2934.201,20.282,32.728,2.894,0.255,1569.269,3.61,1.155,1.026,268.361,1.821,99.035,7.574,0.997
2934.306,20.152,32.733,2.89,0.258,1569.269,3.663,1.659,1.029,269.458,1.798,97.994,7.51,0.997
2934.412,20.074,32.739,2.898,0.261,1568.571,3.701,1.248,1.028,275.552,1.756,98.961,7.535,0.997
2934.517,19.994,32.767,2.913,0.264,1569.269,3.72,0.399,1.021,284.717,1.704,101.473,7.387,0.997
2934.622,19.921,32.775,2.934,0.267,1569.966,3.706,0.02,1.017,294.788,1.649,105.039,7.206,0.997
2934.727,19.812,32.78,2.953,0.27,1569.966,3.682,0.013,1.014,302.983,1.596,108.315,7.2,0.997
2934.832,19.781,32.789,2.959,0.273,1569.966,3.649,0.009,1.012,308.737,1.55,110.311,7.172,0.997
2934.937,19.767,32.783,2.97,0.276,1570.663,3.583,0.006,1.01,312.941,1.512,111.513,7.106,0.997
2935.042,19.767,32.778,2.988,0.276,1571.36,3.555,0.002,1.009,314.877,1.483,113.02,7.112,0.997
2935.147,19.8,32.769,2.997,0.275,1573.451,3.532,0.001,1.006,313.162,1.457,113.695,7.196,0.997
2935.253,19.825,32.755,2.973,0.274,1576.24,3.516,0.005,1.001,307.04,1.431,111.769,7.295,0.997
2935.358,19.854,32.725,2.956,0.273,1581.12,3.493,0.015,0.982,300.981,1.404,107.292,7.36,0.997
2935.463,19.886,32.708,2.934,0.272,1584.606,3.476,0.096,0.97,299.338,1.372,103.309,7.418,0.997
2935.568,19.961,32.692,2.932,0.271,1587.394,3.454,0.183,0.958,301.144,1.336,102.709,7.509,0.997
2935.673,20.005,32.686,2.952,0.27,1588.091,3.428,0.017,0.946,306.194,1.3,106.529,7.611,0.997
2935.778,20.049,32.678,2.991,0.269,1581.817,3.368,0.003,0.93,314.783,1.266,112.608,7.691,0.997
2935.883,20.091,32.683,3,0.27,1579.726,3.336,0,0.926,322.043,1.237,118.166,7.734,0.997
2935.989,20.151,32.694,3,0.271,1578.331,3.305,0,0.925,324.184,1.217,120.764,7.751,0.997
2936.094,20.167,32.717,3,0.272,1576.937,3.277,0,0.925,323.679,1.204,120.879,7.702,0.997
2936.199,20.176,32.769,3,0.272,1574.846,3.228,0,0.925,321.738,1.199,119.542,7.5,0.997
2936.304,20.182,32.789,3,0.273,1575.543,3.202,0,0.922,319.171,1.198,117.487,7.259,0.997
2936.409,20.196,32.797,3,0.274,1576.937,3.169,0,0.918,318.063,1.201,115.167,7.189,0.997
2936.515,20.202,32.797,3,0.275,1576.937,3.131,0,0.911,318.945,1.205,114.184,7.229,0.997
2936.62,20.204,32.792,3,0.275,1573.451,3.044,0,0.895,319.733,1.209,115.087,7.264,0.997
2936.725,20.2,32.786,3,0.271,1571.36,3.002,0,0.889,319.912,1.211,116.346,7.255,0.997
2936.83,20.174,32.778,3,0.266,1569.966,2.964,0,0.884,320.054,1.212,115.337,7.241,0.997
2936.935,20.151,32.761,2.991,0.262,1568.571,2.932,0.003,0.882,319.47,1.212,112.818,7.256,0.997
2937.04,20.124,32.73,2.983,0.257,1566.48,2.881,0.006,0.888,318.011,1.211,111.543,7.294,0.997
2937.145,20.09,32.717,2.995,0.252,1567.177,2.863,0.002,0.893,318.042,1.207,113.209,7.335,0.997
2937.25,20.013,32.711,3,0.248,1567.177,2.846,0,0.898,320.626,1.203,116.102,7.36,0.997
2937.355,19.975,32.708,3,0.243,1567.177,2.827,0,0.903,323.956,1.2,117.207,7.362,0.997
2937.46,19.938,32.714,3,0.239,1570.663,2.787,0,0.904,326.119,1.197,115.392,7.373,0.997
2937.566,19.903,32.714,2.987,0.24,1573.451,2.762,0.004,0.901,326.886,1.195,112.134,7.462,0.997
2937.671,19.83,32.722,2.971,0.241,1576.937,2.737,0.01,0.895,326.191,1.195,109.638,7.567,0.997
2937.776,19.79,32.733,2.968,0.243,1580.423,2.712,0.011,0.889,324.285,1.198,109.128,7.609,0.997
2937.881,19.752,32.764,2.977,0.244,1587.394,2.672,0.008,0.879,322.341,1.202,110.61,7.621,0.997
2937.986,19.72,32.772,2.994,0.245,1589.486,2.656,0.002,0.877,321.227,1.208,113.096,7.637,0.997
2938.092,19.694,32.778,3,0.247,1591.577,2.644,0,0.879,320.527,1.215,114.863,7.67,0.997
2938.197,19.7,32.775,3,0.248,1591.577,2.637,0,0.884,319.634,1.222,114.688,7.702,0.997
2938.302,19.714,32.778,2.995,0.25,1584.606,2.626,0.002,0.899,318.744,1.23,113.252,7.683,0.997
2938.407,19.732,32.78,2.986,0.252,1581.12,2.621,0.005,0.906,317.802,1.238,111.958,7.606,0.997
2938.512,19.765,32.78,2.983,0.254,1578.331,2.61,0.006,0.911,316.725,1.245,111.523,7.533,0.997
2938.617,19.777,32.775,2.986,0.257,1574.846,2.596,0.005,0.914,316.386,1.251,111.976,7.471,0.997
2938.722,19.786,32.758,2.993,0.259,1567.874,2.555,0.003,0.912,317.068,1.256,112.926,7.4,0.997
2938.827,19.789,32.747,2.999,0.262,1567.874,2.53,0,0.909,317.65,1.258,113.814,7.338,0.997
2938.932,19.77,32.736,2.999,0.264,1567.874,2.505,0,0.905,317.852,1.258,113.86,7.316,0.997
2939.037,19.747,32.725,2.997,0.267,1567.874,2.486,0.001,0.903,317.777,1.256,113.541,7.315,0.997
2939.143,19.715,32.708,2.999,0.269,1567.874,2.47,0,0.903,317.004,1.252,113.813,7.304,0.997
2939.248,19.674,32.705,3,0.27,1569.269,2.482,0,0.906,315.548,1.248,113.968,7.336,0.997
2939.353,19.57,32.705,2.997,0.271,1571.36,2.502,0.001,0.91,313.801,1.245,113.48,7.501,0.997
2939.458,19.509,32.708,2.995,0.272,1572.754,2.527,0.002,0.913,311.99,1.245,113.216,7.72,0.997
2939.563,19.446,32.728,2.995,0.272,1576.937,2.58,0.002,0.916,311.064,1.251,113.285,7.836,0.997
2939.668,19.385,32.73,2.992,0.273,1579.029,2.604,0.003,0.914,311.977,1.265,112.806,7.88,0.997
2939.773,19.287,32.73,2.977,0.274,1580.423,2.624,0.008,0.911,314.867,1.29,110.619,7.947,0.997
2939.879,19.258,32.728,2.953,0.275,1581.12,2.639,0.016,0.907,319.079,1.326,106.773,8.078,0.997
2939.984,19.245,32.722,2.925,0.275,1579.029,2.672,0.519,0.902,322.873,1.376,101.364,8.306,0.997
2940.089,19.246,32.725,2.9,0.28,1578.331,2.695,3.351,0.903,322.934,1.436,95.451,8.474,0.997
2940.194,19.276,32.719,2.872,0.285,1577.634,2.723,4.59,0.909,316.611,1.502,91.79,8.486,0.997
2940.299,19.298,32.714,2.865,0.29,1577.634,2.76,2.957,0.918,304.944,1.566,93.43,8.429,0.997
2940.405,19.321,32.705,2.846,0.294,1577.634,2.835,0.032,0.945,290.57,1.621,98.657,8.365,0.997
2940.51,19.347,32.697,2.897,0.299,1577.634,2.865,0.021,0.96,276.493,1.658,104.17,8.369,0.997
2940.615,19.405,32.686,2.921,0.304,1578.331,2.887,0.016,0.974,267.314,1.673,106.737,8.402,0.997
2940.72,19.437,32.672,2.913,0.309,1577.634,2.897,0.018,0.985,266.301,1.672,105.979,8.398,0.997
2940.825,19.468,32.65,2.883,0.314,1576.24,2.887,0.024,0.995,273.119,1.658,103.086,8.387,0.997
2940.93,19.495,32.65,2.852,0.31,1575.543,2.871,0.029,0.994,283.343,1.64,100.024,8.424,0.997
2941.036,19.524,32.653,2.862,0.306,1574.846,2.851,0.709,0.991,292.06,1.624,97.975,8.415,0.997
2941.141,19.523,32.661,2.888,0.302,1575.543,2.836,1.76,0.987,296.463,1.615,97.383,8.438,0.997
2941.246,19.513,32.697,2.897,0.298,1576.937,2.826,1.79,0.982,296.128,1.615,97.838,8.338,0.997
2941.351,19.499,32.714,2.898,0.294,1578.331,2.842,1.552,0.983,292.682,1.624,98.483,8.137,0.997
2941.457,19.473,32.73,2.896,0.29,1578.331,2.867,1.264,0.988,289.869,1.64,99.031,8.022,0.997
2941.562,19.469,32.736,2.899,0.286,1578.331,2.903,0.824,0.994,287.978,1.661,99.942,7.975,0.997
2941.667,19.474,32.733,2.905,0.282,1579.029,3.008,0.192,1.008,287.153,1.682,102.211,8.011,0.997
2941.772,19.485,32.73,2.915,0.282,1579.029,3.071,0.018,1.013,288.434,1.701,105.838,7.887,0.997
2941.877,19.515,32.73,2.929,0.282,1579.726,3.14,0.013,1.016,289.766,1.715,108.178,7.37,0.997
2941.982,19.53,32.722,2.924,0.281,1580.423,3.21,0.017,1.014,289.552,1.723,106.407,6.895,0.997
2942.088,19.544,32.722,2.908,0.281,1583.909,3.344,0.479,1.005,289.216,1.724,100.99,6.787,0.997
2942.193,19.557,32.722,2.891,0.281,1584.606,3.402,2.351,0.998,288.991,1.718,96.46,6.814,0.997
2942.298,19.588,32.722,2.89,0.28,1583.909,3.454,2.847,0.992,289.221,1.705,95.742,6.824,0.997
2942.403,19.608,32.722,2.9,0.28,1583.211,3.499,1.542,0.988,290.719,1.686,98.349,6.856,0.997
2942.508,19.633,32.722,2.917,0.28,1582.514,3.561,0.22,0.987,293.313,1.663,102.305,6.901,0.997
2942.613,19.66,32.722,2.936,0.28,1582.514,3.578,0.017,0.989,296.736,1.64,106.263,6.916,0.997
2942.719,19.713,32.722,2.938,0.281,1581.817,3.588,0.013,0.992,299.991,1.618,108.487,6.886,0.997
2942.824,19.734,32.722,2.946,0.282,1581.817,3.593,0.013,0.995,301.854,1.598,108.164,6.873,0.997
2942.929,19.751,32.722,2.941,0.283,1586.697,3.596,0.018,0.994,302.437,1.582,106.085,6.872,0.997
2943.034,19.766,32.722,2.93,0.284,1588.789,3.596,0.031,0.99,301.607,1.57,103.959,6.893,0.997
2943.139,19.798,32.722,2.919,0.285,1590.183,3.593,0.232,0.982,299.089,1.56,102.343,6.88,0.997
2943.244,19.818,32.722,2.91,0.285,1591.577,3.588,0.485,0.973,296.079,1.553,101.141,6.901,0.997
2943.349,19.843,32.697,2.906,0.286,1592.274,3.571,0.607,0.955,294.181,1.548,100.635,6.944,0.997
2943.455,19.869,32.68,2.912,0.286,1591.577,3.558,0.261,0.949,293.751,1.544,102.038,6.964,0.997
2943.56,19.925,32.664,2.932,0.285,1590.183,3.543,0.019,0.945,294.632,1.541,105.475,6.945,0.997
2943.665,19.951,32.655,2.941,0.285,1589.486,3.525,0.011,0.945,296.714,1.539,109.141,6.916,0.997
2943.77,19.973,32.653,2.968,0.284,1587.394,3.489,0.006,0.952,299.087,1.54,111.368,6.926,0.997
2943.875,19.989,32.664,2.975,0.284,1587.394,3.473,0.005,0.957,300.844,1.543,111.903,6.975,0.997
2943.981,20.007,32.68,2.971,0.283,1588.091,3.46,0.006,0.961,302.052,1.549,111.625,7.022,0.997
2944.086,20.013,32.7,2.977,0.283,1588.091,3.453,0.007,0.964,302.583,1.557,111.164,7.054,0.997
2944.191,20.019,32.739,2.974,0.282,1586.697,3.445,0.009,0.963,301.499,1.564,110.338,7.148,0.997
2944.296,20.024,32.753,2.961,0.269,1587.394,3.444,0.012,0.96,298.448,1.57,108.659,7.328,0.997
2944.402,20.015,32.767,2.934,0.256,1588.789,3.442,0.02,0.957,294.008,1.573,105.106,7.448,0.997
2944.507,19.994,32.778,2.906,0.243,1590.183,3.437,0.608,0.954,290.19,1.572,100.843,7.462,0.997
2944.612,19.964,32.78,2.896,0.23,1594.366,3.417,1.379,0.954,288.58,1.565,98.847,7.431,0.997
2944.717,19.932,32.772,2.904,0.217,1595.76,3.399,0.676,0.958,289.052,1.556,100.622,7.394,0.997
2944.822,19.896,32.755,2.919,0.203,1597.154,3.379,0.077,0.963,291.432,1.547,103.362,7.37,0.997
2944.927,19.905,32.728,2.93,0.19,1596.457,3.357,0.02,0.969,294.965,1.539,105.097,7.333,0.997
2945.032,19.933,32.678,2.936,0.177,1591.577,3.309,0.018,0.977,298.22,1.535,105.722,7.269,0.997
2945.137,19.977,32.658,2.934,0.175,1587.394,3.286,0.018,0.976,300.823,1.536,105.745,7.232,0.997
2945.242,20.089,32.653,2.931,0.172,1584.606,3.264,0.02,0.972,303.386,1.543,105.032,7.231,0.997
2945.348,20.145,32.65,2.926,0.17,1583.909,3.247,0.025,0.965,305.214,1.556,104.06,7.209,0.997
2945.453,20.198,32.65,2.929,0.168,1583.909,3.221,0.024,0.943,305.136,1.571,104.084,7.175,0.997
2945.558,20.246,32.664,2.934,0.165,1584.606,3.217,0.021,0.931,302.577,1.588,104.646,7.17,0.997
2945.663,20.323,32.692,2.933,0.163,1586.697,3.222,0.021,0.922,297.649,1.606,104.336,7.19,0.997
2945.769,20.353,32.719,2.927,0.161,1589.486,3.237,0.055,0.916,292.44,1.622,103.644,7.184,0.997
2945.874,20.377,32.755,2.925,0.158,1593.669,3.302,0.045,0.917,289.328,1.64,103.723,7.134,0.997
2945.979,20.394,32.758,2.926,0.167,1595.063,3.356,0.021,0.925,289.568,1.66,104.531,7.11,0.997
2946.084,20.405,32.767,2.93,0.175,1597.154,3.424,0.02,0.935,291.679,1.685,105.118,7.135,0.997
2946.189,20.399,32.778,2.93,0.183,1597.851,3.504,0.019,0.949,293.527,1.719,105.274,7.136,0.997
2946.295,20.385,32.783,2.891,0.192,1595.76,3.703,2.148,0.978,294.023,1.769,105.375,7.052,0.997
2946.4,20.366,32.772,2.879,0.2,1593.669,3.826,3.996,0.993,293.11,1.838,103.648,7.098,0.997
2946.505,20.322,32.758,2.837,0.208,1590.88,3.963,7.782,1.008,287.684,1.929,97.83,7.583,0.997
2946.61,20.301,32.747,2.777,0.217,1588.091,4.111,10.776,1.023,275.634,2.038,88.351,8.361,0.997
2946.715,20.283,32.728,2.731,0.225,1584.606,4.423,13.009,1.056,261.074,2.154,78.554,9.001,0.997
2946.82,20.266,32.705,2.707,0.23,1583.211,4.566,13.803,1.074,248.75,2.257,73.127,9.361,0.997
2946.925,20.235,32.686,2.7,0.234,1583.211,4.686,13.435,1.092,242.509,2.323,73.323,9.509,0.997
2947.03,20.222,32.675,2.714,0.239,1585.303,4.779,12.137,1.11,246.52,2.338,79.071,9.519,0.997
2947.135,20.211,32.653,2.752,0.244,1591.577,4.947,10.27,1.138,259.688,2.29,87.443,9.45,0.997
2947.241,20.205,32.639,2.808,0.248,1594.366,5.008,8.067,1.145,276.006,2.206,95.55,9.229,0.997
2947.346,20.218,32.622,2.854,0.253,1595.76,5.025,6.526,1.147,289.513,2.104,100.586,8.885,0.997
2947.451,20.237,32.611,2.878,0.258,1597.851,5.002,4.768,1.143,296.326,2.003,103.013,8.467,0.997
2947.556,20.262,32.617,2.888,0.262,1599.943,4.857,3.201,1.119,297.924,1.918,104.443,8.449,0.997
2947.662,20.291,32.625,2.903,0.264,1600.64,4.75,1.246,1.103,297.602,1.851,106.406,7.711,0.997
2947.767,20.345,32.636,2.919,0.266,1598.549,4.631,0.171,1.086,296.221,1.802,108.207,7.571,0.997
2947.872,20.364,32.647,2.925,0.268,1595.063,4.507,0.021,1.072,293.951,1.769,108.1,7.546,0.997
2947.978,20.377,32.678,2.907,0.27,1590.88,4.27,0.281,1.054,291.319,1.747,105.639,7.556,0.997
2948.083,20.386,32.697,2.892,0.271,1588.789,4.171,1.372,1.052,287.962,1.732,102.181,7.557,0.997
2948.188,20.4,32.708,2.885,0.273,1585.303,4.182,2.518,1.052,284.155,1.718,99.904,7.531,0.997
2948.293,20.411,32.711,2.889,0.275,1581.12,4.204,2.351,1.054,281.62,1.702,100.398,7.48,0.997
2948.398,20.426,32.692,2.903,0.277,1577.634,4.263,1.012,1.056,281.329,1.678,103.404,7.412,0.997
2948.504,20.444,32.678,2.921,0.261,1576.937,4.29,0.098,1.053,284.215,1.648,107.08,7.344,0.997
2948.609,20.479,32.669,2.932,0.246,1576.24,4.308,0.019,1.045,290.948,1.607,109.373,7.301,0.997
2948.714,20.489,32.661,2.935,0.23,1574.846,4.314,0.018,1.033,300.092,1.562,109.761,7.282,0.997
2948.819,20.493,32.642,2.933,0.215,1574.149,4.277,0.019,1.003,308.171,1.513,109.314,7.267,0.997
2948.925,20.491,32.633,2.941,0.199,1574.846,4.241,0.019,0.987,313.867,1.465,109.374,7.269,0.997
2949.03,20.48,32.628,2.95,0.184,1576.937,4.199,0.017,0.974,316.961,1.421,110.307,7.276,0.997
2949.135,20.477,32.63,2.956,0.169,1578.331,4.154,0.015,0.964,317.722,1.388,111.396,7.234,0.997
2949.24,20.475,32.658,2.958,0.153,1579.029,4.088,0.014,0.957,316.833,1.366,111.717,7.173,0.997
2949.345,20.476,32.669,2.954,0.168,1580.423,4.074,0.016,0.96,314.343,1.357,111.089,7.168,0.997
2949.451,20.48,32.683,2.95,0.183,1583.211,4.077,0.017,0.965,311.451,1.363,110.254,7.228,0.997
2949.556,20.482,32.697,2.945,0.197,1586.697,4.099,0.019,0.972,307.982,1.382,109.469,7.249,0.997
2949.661,20.486,32.736,2.939,0.212,1593.669,4.211,0.021,0.984,299.392,1.412,108.4,7.174,0.997
2949.766,20.492,32.75,2.926,0.227,1597.851,4.29,0.326,0.988,285.57,1.449,105.921,7.182,0.997
2949.872,20.515,32.758,2.906,0.242,1601.337,4.371,2.143,0.992,272.586,1.486,101.376,7.183,0.997
2949.977,20.533,32.755,2.883,0.257,1604.823,4.44,5.531,0.994,266.276,1.513,95.675,7.987,0.997
2950.082,20.554,32.733,2.873,0.271,1602.731,4.498,7.413,1.002,266.148,1.521,92.003,8.106,0.997
2950.187,20.577,32.711,2.878,0.273,1598.549,4.475,7.197,1.007,273.494,1.507,92.83,7.974,0.997
2950.292,20.612,32.692,2.895,0.275,1593.669,4.418,4.873,1.013,287.689,1.471,97.235,7.895,0.997
2950.397,20.623,32.675,2.911,0.276,1590.183,4.327,1.834,1.02,302.111,1.421,102.175,7.782,0.997
2950.502,20.629,32.667,2.929,0.278,1586,4.066,0.232,1.028,311.785,1.367,106.418,7.58,0.997
2950.608,20.631,32.667,2.951,0.28,1584.606,3.912,0.017,1.028,318.068,1.315,110.529,7.413,0.997
2950.713,20.626,32.675,2.977,0.281,1585.303,3.755,0.008,1.023,323.036,1.272,114.808,7.372,0.997
2950.818,20.619,32.689,2.998,0.283,1586,3.604,0.001,1.013,325.816,1.24,117.956,7.404,0.997
2950.923,20.608,32.736,3,0.284,1588.091,3.332,0,0.981,326.261,1.217,119.12,7.44,0.997
2951.029,20.591,32.755,3,0.284,1588.789,3.21,0,0.961,325.264,1.201,118.948,7.463,0.997
2951.134,20.534,32.755,3,0.284,1588.789,3.098,0,0.941,322.954,1.191,119.132,7.472,0.997
2951.239,20.49,32.755,3,0.284,1588.789,3.001,0,0.923,321.003,1.184,120.473,7.467,0.997
2951.344,20.436,32.755,3,0.284,1588.789,2.854,0,0.899,321.108,1.18,121.566,7.461,0.997
2951.449,20.376,32.755,3,0.284,1588.789,2.809,0,0.894,322.566,1.179,120.513,7.47,0.997
2951.554,20.264,32.755,3,0.284,1588.091,2.779,0,0.893,323.76,1.182,118.508,7.486,0.997
2951.659,20.225,32.755,2.995,0.284,1586.697,2.76,0.002,0.895,323.99,1.189,117.531,7.489,0.997
2951.765,20.201,32.755,2.993,0.284,1583.211,2.752,0.002,0.9,322.298,1.202,117.225,7.474,0.997
2951.87,20.197,32.755,2.98,0.283,1581.817,2.758,0.007,0.901,319.352,1.217,115.264,7.466,0.997
2951.975,20.249,32.755,2.959,0.282,1581.12,2.765,0.014,0.9,315.75,1.238,111.949,7.482,0.997
2952.08,20.303,32.755,2.951,0.281,1579.726,2.772,0.017,0.896,310.997,1.26,110.609,7.5,0.997
2952.185,20.372,32.755,2.956,0.28,1579.029,2.772,0.015,0.886,306.591,1.281,111.52,7.501,0.997
2952.29,20.45,32.755,2.958,0.279,1580.423,2.765,0.013,0.882,304.422,1.3,112.212,7.494,0.997
2952.395,20.613,32.755,2.954,0.278,1581.12,2.755,0.015,0.88,302.729,1.314,111.557,7.466,0.997
2952.5,20.692,32.755,2.949,0.277,1582.514,2.744,0.017,0.882,301.272,1.322,110.244,7.431,0.997
2952.606,20.765,32.755,2.944,0.276,1586,2.725,0.019,0.896,300.764,1.323,109.31,7.404,0.997
2952.711,20.831,32.755,2.94,0.286,1588.789,2.72,0.02,0.906,299.582,1.316,108.691,7.375,0.997
2952.816,20.935,32.755,2.932,0.295,1590.88,2.72,0.04,0.915,298.228,1.301,107.783,7.332,0.997
2952.921,20.969,32.578,2.919,0.305,1590.88,2.725,0.328,0.923,300.027,1.279,105.813,7.285,0.997
2953.026,20.991,32.589,2.909,0.315,1590.183,2.744,0.985,0.928,304.951,1.252,103.68,7.275,0.997
2953.131,21,32.603,2.912,0.324,1589.486,2.755,0.993,0.924,311.889,1.224,103.728,7.326,0.997
2953.236,20.985,32.617,2.928,0.334,1588.091,2.765,0.239,0.916,319.588,1.195,106.332,7.33,0.997
2953.342,20.969,32.639,2.943,0.343,1585.303,2.774,0.02,0.906,325.287,1.171,109.042,7.193,0.997
2953.447,20.952,32.692,2.953,0.353,1579.726,2.79,0.016,0.887,326.599,1.15,110.774,7.008,0.997
2953.552,20.937,32.711,2.964,0.358,1577.634,2.798,0.012,0.881,326.069,1.135,112.681,6.862,0.997
2953.658,20.907,32.719,2.977,0.363,1575.543,2.805,0.008,0.878,325.574,1.124,114.662,6.75,0.997
2953.763,20.889,32.719,2.981,0.369,1573.451,2.815,0.007,0.878,325.486,1.114,115.373,6.699,0.997
2953.868,20.868,32.725,2.979,0.374,1572.057,2.841,0.007,0.885,327.074,1.108,115.091,6.722,0.997
2953.973,20.842,32.728,2.977,0.379,1573.451,2.853,0.008,0.89,330.319,1.103,114.655,6.772,0.997
2954.078,20.777,32.725,2.973,0.384,1574.149,2.864,0.009,0.894,332.669,1.099,114.159,6.791,0.997
2954.184,20.74,32.717,2.972,0.389,1574.846,2.873,0.01,0.896,333.154,1.097,113.929,6.758,0.997
