DGA,QT,RT1,POR,RA45,PE,M4R2,QCAL
2.916,0.206,8.239,0.022,1.318,8.279,3.968,0.995
2.872,0.211,8.587,0.028,1.338,8.336,3.968,0.995
2.841,0.217,8.762,0.033,1.347,8.407,3.867,0.995
2.838,0.222,8.932,0.033,1.355,8.497,3.855,0.995
2.862,0.227,9.081,0.028,1.361,8.601,3.422,0.995
2.901,0.232,9.262,0.02,1.363,8.696,3.154,0.995
2.94,0.224,9.278,0.012,1.358,8.79,2.903,0.995
2.974,0.216,9.248,0.005,1.348,8.888,2.693,0.995
2.998,0.209,9.165,0,1.334,8.949,2.525,0.995
3,0.201,8.872,0,1.295,8.949,2.399,0.995
2.993,0.193,8.687,0.001,1.272,8.939,2.31,0.995
2.981,0.185,8.491,0.004,1.248,8.948,2.249,0.995
2.977,0.177,8.288,0.005,1.224,8.932,2.211,0.995
2.98,0.169,7.898,0.004,1.181,8.876,2.194,0.995
2.981,0.181,7.716,0.004,1.163,8.793,2.192,0.995
2.98,0.192,7.544,0.004,1.147,8.72,2.204,0.995
2.991,0.203,7.383,0.002,1.133,8.676,2.229,0.995
3,0.214,7.097,0,1.112,8.658,2.268,0.995
3,0.225,6.969,0,1.105,8.654,2.32,0.995
3,0.237,6.851,0,1.101,8.64,2.382,0.995
2.996,0.248,6.744,0.005,1.1,8.584,2.447,0.995
2.977,0.259,6.568,0.01,1.108,8.502,2.505,0.995
2.959,0.264,6.501,0.014,1.118,8.428,2.537,0.995
2.942,0.268,6.445,0.018,1.131,8.395,2.525,0.995
2.931,0.273,6.397,0.019,1.145,8.375,2.468,0.995
2.923,0.278,6.318,0.019,1.172,8.347,2.373,0.995
2.919,0.282,6.278,0.017,1.183,8.394,2.257,0.995
2.929,0.287,6.233,0.015,1.19,8.556,2.14,0.995
2.94,0.291,6.185,0.012,1.193,8.493,2.036,0.995
2.953,0.296,6.068,0.01,1.189,8.109,1.952,0.995
2.966,0.297,6,0.007,1.182,7.963,1.889,0.995
2.981,0.298,5.926,0.004,1.175,7.966,1.847,0.995
2.999,0.298,5.854,0.001,1.166,7.866,1.82,0.995
3,0.299,5.719,0,1.15,7.762,1.802,0.995
3,0.3,5.663,0,1.142,7.805,1.787,0.995
3,0.301,5.62,0,1.136,7.972,1.771,0.995
3,0.301,5.588,0,1.129,8.175,1.751,0.995
3,0.302,5.549,0,1.116,8.423,1.725,0.995
2.973,0.301,5.534,0.005,1.109,8.749,1.695,0.995
2.964,0.301,5.516,0.007,1.102,9.032,1.662,0.995
2.984,0.3,5.491,0.003,1.095,9.172,1.628,0.995
2.988,0.299,5.402,0.002,1.082,9.217,1.595,0.995
2.972,0.298,5.333,0.008,1.075,9.189,1.565,0.995
2.955,0.297,5.25,0.013,1.068,9.13,1.54,0.995
2.957,0.296,5.157,0.01,1.06,8.985,1.52,0.995
3,0.296,4.948,0,1.042,8.779,1.508,0.995
3,0.292,4.84,0,1.032,8.656,1.503,0.995
3,0.288,4.729,0,1.022,8.584,1.505,0.995
3,0.285,4.617,0,1.012,8.538,1.514,0.995
3,0.281,4.403,0,0.998,8.539,1.527,0.995
2.991,0.278,4.305,0.003,0.994,8.571,1.541,0.995
2.973,0.274,4.214,0.009,0.991,8.581,1.552,0.995
2.977,0.27,4.137,0.008,0.99,8.544,1.56,0.995
2.986,0.267,4.012,0.005,0.991,8.467,1.561,0.995
2.982,0.272,3.966,0.006,0.992,8.386,1.557,0.995
2.969,0.277,3.931,0.01,0.992,8.346,1.549,0.995
2.96,0.283,3.902,0.012,0.991,8.369,1.538,0.995
2.957,0.288,3.856,0.012,0.988,8.396,1.527,0.995
2.959,0.293,3.834,0.011,0.988,8.379,1.518,0.995
2.972,0.299,3.808,0.006,0.988,8.333,1.512,0.995
3,0.304,3.782,0,0.989,8.314,1.509,0.995
3,0.309,3.738,0,0.994,8.303,1.509,0.995
3,0.327,3.72,0,0.998,8.286,1.512,0.995
2.991,0.344,3.707,0.002,1.001,8.304,1.516,0.995
2.978,0.362,3.695,0.004,1.004,8.338,1.519,0.995
2.977,0.379,3.673,0.006,1.007,8.324,1.521,0.995
2.973,0.397,3.662,0.008,1.007,8.283,1.522,0.995
2.966,0.414,3.652,0.01,1.006,8.298,1.521,0.995
2.957,0.432,3.641,0.008,1.005,8.386,1.519,0.995
2.973,0.449,3.619,0.005,1.002,8.469,1.519,0.995
2.974,0.464,3.61,0.005,1,8.533,1.521,0.995
2.971,0.479,3.602,0.008,0.998,8.646,1.526,0.995
2.966,0.494,3.596,0.011,0.995,8.756,1.534,0.995
2.967,0.51,3.596,0.011,0.986,8.753,1.546,0.995
2.983,0.525,3.593,0.006,0.979,8.687,1.565,0.995
3,0.54,3.588,0,0.972,8.693,1.591,0.995
3,0.555,3.578,0,0.964,8.79,1.631,0.995
3,0.57,3.546,0,0.952,8.658,1.687,0.995
2.995,0.574,3.531,0.002,0.95,8.604,1.762,0.995
2.949,0.579,3.524,0.017,0.95,8.624,1.857,0.995
2.894,0.583,3.527,3.461,0.953,8.548,1.967,0.995
2.829,0.587,3.564,8.526,0.965,8.646,2.085,0.995
2.776,0.591,3.594,11.063,0.973,8.937,2.199,0.995
2.749,0.596,3.63,12.06,0.981,9.104,2.297,0.995
2.734,0.6,3.669,12.606,0.989,9.216,2.366,0.995
2.723,0.604,3.755,13.247,1.003,9.356,2.404,0.995
2.716,0.603,3.798,14.026,1.01,9.508,2.411,0.995
2.715,0.601,3.838,14.431,1.016,9.843,2.394,0.995
2.716,0.6,3.881,14.584,1.022,10.212,2.364,0.995
2.715,0.598,3.996,14.818,1.037,10.219,2.327,0.995
2.711,0.597,4.074,15.382,1.044,9.968,2.292,0.995
2.706,0.596,4.166,16.16,1.052,9.732,2.261,0.995
2.706,0.594,4.274,16.687,1.059,9.593,2.233,0.995
2.711,0.593,4.568,16.445,1.073,9.418,2.204,0.995
2.723,0.574,4.753,15.402,1.079,9.153,2.169,0.995
2.74,0.555,4.958,13.814,1.085,9.015,2.123,0.995
2.764,0.536,5.186,11.838,1.091,9.018,2.064,0.995
2.803,0.518,5.66,9.366,1.103,8.983,1.997,0.995
2.859,0.499,5.888,6.164,1.109,8.864,1.927,0.995
2.909,0.48,6.097,0.398,1.114,8.749,1.859,0.995
2.95,0.461,6.281,0.013,1.117,8.665,1.797,0.995
2.974,0.442,6.55,0.006,1.117,8.577,1.745,0.995
2.99,0.431,6.632,0.003,1.113,8.47,1.7,0.995
3,0.419,6.68,0,1.107,8.364,1.665,0.995
3,0.407,6.686,0,1.098,8.29,1.637,0.995
3,0.395,6.579,0,1.078,8.228,1.615,0.995
3,0.382,6.477,0,1.068,8.151,1.6,0.995
3,0.37,6.349,0,1.059,8.115,1.589,0.995
3,0.359,6.195,0,1.052,8.15,1.583,0.995
2.995,0.347,5.843,0.002,1.041,8.217,1.58,0.995
2.993,0.347,5.663,0.002,1.037,8.245,1.582,0.995
2.988,0.347,5.486,0.002,1.034,8.23,1.587,0.995
2.977,0.347,5.314,0.007,1.03,8.265,1.597,0.995
2.959,0.347,4.996,0.013,1.024,8.432,1.611,0.995
2.947,0.347,4.852,0.017,1.022,8.606,1.626,0.995
2.94,0.347,4.719,0.02,1.02,8.613,1.64,0.995
2.935,0.347,4.599,0.021,1.02,8.575,1.652,0.995
2.929,0.347,4.399,0.053,1.022,8.607,1.658,0.995
2.925,0.341,4.324,0.099,1.023,8.64,1.659,0.995
2.93,0.335,4.262,0.022,1.025,8.647,1.655,0.995
2.943,0.329,4.216,0.016,1.026,8.714,1.647,0.995
2.943,0.323,4.152,0.012,1.024,8.803,1.638,0.995
2.942,0.318,4.128,0.011,1.021,8.848,1.632,0.995
2.943,0.312,4.107,0.013,1.018,8.873,1.629,0.995
2.949,0.306,4.092,0.012,1.014,8.886,1.631,0.995
2.954,0.3,4.069,0.01,1.006,8.881,1.638,0.995
2.955,0.292,4.062,0.01,1.004,8.865,1.648,0.995
2.947,0.283,4.056,0.014,1.003,8.863,1.66,0.995
2.93,0.274,4.052,0.019,1.002,8.881,1.673,0.995
2.907,0.265,4.042,0.226,1.001,8.881,1.684,0.995
2.897,0.256,4.034,0.848,1,8.846,1.694,0.995
2.897,0.247,4.024,0.908,0.999,8.777,1.701,0.995
2.91,0.238,4.009,0.302,0.998,8.705,1.706,0.995
2.926,0.229,3.97,0.021,0.996,8.648,1.71,0.995
2.935,0.235,3.951,0.019,0.997,8.59,1.714,0.995
2.938,0.241,3.936,0.018,0.999,8.494,1.718,0.995
2.947,0.248,3.928,0.015,1.002,8.38,1.724,0.995
2.947,0.254,3.926,0.011,1.012,8.328,1.731,0.995
2.953,0.26,3.933,0.01,1.018,8.313,1.739,0.995
2.942,0.266,3.942,0.012,1.024,8.284,1.747,0.995
2.935,0.272,3.954,0.013,1.029,8.238,1.754,0.995
2.944,0.278,3.987,0.011,1.036,8.205,1.758,0.995
2.947,0.282,4.003,0.011,1.038,8.194,1.758,0.995
2.937,0.287,4.016,0.013,1.04,8.183,1.752,0.995
2.938,0.291,4.03,0.012,1.042,8.161,1.74,0.995
2.962,0.295,4.062,0.008,1.046,8.136,1.723,0.995
2.99,0.3,4.084,0.002,1.048,8.126,1.701,0.995
2.999,0.304,4.11,0,1.049,8.137,1.674,0.995
2.989,0.309,4.137,0.002,1.049,8.162,1.646,0.995
2.963,0.313,4.181,0.007,1.044,8.186,1.617,0.995
2.954,0.315,4.198,0.013,1.039,8.194,1.588,0.995
2.948,0.317,4.206,0.016,1.034,8.17,1.561,0.995
2.949,0.32,4.2,0.015,1.027,8.135,1.539,0.995
2.954,0.322,4.157,0.013,1.015,8.129,1.52,0.995
2.956,0.324,4.123,0.013,1.01,8.157,1.505,0.995
2.954,0.327,4.083,0.014,1.006,8.176,1.495,0.995
2.951,0.329,4.042,0.015,1.002,8.169,1.488,0.995
2.949,0.331,3.969,0.015,0.996,8.173,1.485,0.995
2.944,0.333,3.939,0.014,0.993,8.191,1.484,0.995
2.948,0.336,3.91,0.011,0.989,8.216,1.484,0.995
2.968,0.338,3.881,0.007,0.984,8.25,1.484,0.995
2.991,0.34,3.814,0.002,0.977,8.28,1.484,0.995
3,0.342,3.776,0,0.974,8.281,1.483,0.995
3,0.344,3.733,0,0.971,8.263,1.481,0.995
3,0.347,3.689,0,0.97,8.266,1.478,0.995
3,0.349,3.61,0,0.974,8.289,1.473,0.995
3,0.349,3.577,0,0.978,8.295,1.468,0.995
2.994,0.349,3.564,0.002,0.982,8.301,1.461,0.995
2.999,0.349,3.551,0,0.984,8.353,1.454,0.995
2.984,0.349,3.524,0.006,0.984,8.4,1.448,0.995
2.963,0.349,3.518,0.012,0.982,8.422,1.444,0.995
2.954,0.349,3.516,0.013,0.98,8.503,1.442,0.995
2.951,0.349,3.516,0.011,0.979,8.589,1.446,0.995
2.954,0.349,3.518,0.01,0.98,8.551,1.456,0.995
2.944,0.336,3.529,0.013,0.982,8.281,1.472,0.995
2.943,0.324,3.55,0.016,0.984,7.906,1.498,0.995
2.942,0.311,3.585,0.017,0.986,7.652,1.532,0.995
2.947,0.298,3.703,0.016,0.989,7.511,1.576,0.995
2.937,0.286,3.792,0.019,0.991,8.029,1.63,0.995
2.908,0.273,3.898,0.611,0.993,9.276,1.694,0.995
2.863,0.26,4.019,5.444,0.995,10.679,1.767,0.995
2.807,0.248,4.295,8.161,1.002,11.268,1.844,0.995
2.764,0.259,4.439,9.697,1.008,10.619,1.917,0.995
2.75,0.27,4.578,9.601,1.016,9.38,1.976,0.995
2.767,0.281,4.707,8.143,1.025,8.333,2.009,0.995
2.807,0.292,4.902,6.046,1.045,7.741,2.01,0.995
2.852,0.303,4.951,4.005,1.054,7.586,1.974,0.995
2.89,0.315,4.966,1.405,1.061,7.759,1.911,0.995
2.924,0.326,4.945,0.081,1.066,7.992,1.834,0.995
2.956,0.337,4.795,0.013,1.067,8.252,1.753,0.995
2.986,0.337,4.68,0.003,1.064,8.446,1.679,0.995
3,0.337,4.549,0,1.06,8.427,1.615,0.995
2.987,0.337,4.416,0.003,1.054,8.31,1.563,0.995
2.959,0.337,4.167,0.008,1.042,8.293,1.523,0.995
2.939,0.337,4.068,0.013,1.036,8.369,1.494,0.995
2.94,0.337,3.987,0.016,1.031,8.452,1.475,0.995
2.94,0.337,3.928,0.017,1.025,8.426,1.463,0.995
2.946,0.337,3.871,0.016,1.014,8.421,1.458,0.995
2.955,0.33,3.867,0.013,1.009,8.386,1.456,0.995
2.949,0.323,3.871,0.012,1.003,8.289,1.455,0.995
2.942,0.316,3.884,0.016,0.999,8.201,1.456,0.995
2.927,0.309,3.93,0.021,0.992,8.264,1.457,0.995
2.926,0.302,3.962,0.028,0.989,8.465,1.458,0.995
2.947,0.295,3.999,0.016,0.988,8.635,1.46,0.995
2.977,0.288,4.051,0.005,0.986,8.757,1.465,0.995
3,0.281,4.191,0,0.984,8.915,1.475,0.995
3,0.272,4.272,0,0.983,9.061,1.492,0.995
3,0.262,4.352,0,0.982,9.136,1.517,0.995
2.966,0.252,4.416,0.007,0.981,9.212,1.549,0.995
2.927,0.242,4.472,0.014,0.982,9.244,1.586,0.995
2.906,0.232,4.461,0.02,0.984,8.898,1.625,0.995
2.91,0.223,4.426,0.048,0.988,8.329,1.661,0.995
2.907,0.213,4.371,0.263,0.992,8.063,1.69,0.995
2.905,0.203,4.225,0.545,1.004,8.002,1.711,0.995
2.906,0.207,4.157,0.669,1.009,7.892,1.721,0.995
2.91,0.211,4.102,0.534,1.013,7.753,1.722,0.995
2.915,0.215,4.061,0.345,1.016,7.673,1.715,0.995
2.915,0.22,4.01,0.356,1.018,7.672,1.702,0.995
2.911,0.224,3.989,0.529,1.017,7.71,1.685,0.995
2.911,0.228,3.967,0.455,1.015,7.707,1.665,0.995
2.918,0.232,3.941,0.139,1.013,7.656,1.643,0.995
2.936,0.236,3.886,0.019,1.006,7.631,1.618,0.995
2.954,0.24,3.864,0.015,1.001,7.666,1.591,0.995
2.96,0.244,3.849,0.014,0.994,7.721,1.562,0.995
2.962,0.248,3.841,0.013,0.987,7.836,1.531,0.995
2.969,0.252,3.841,0.01,0.968,8.032,1.501,0.995
2.979,0.255,3.846,0.004,0.958,8.169,1.478,0.995
3,0.259,3.856,0,0.947,8.206,1.463,0.995
2.997,0.263,3.865,0.001,0.938,8.144,1.46,0.995
2.972,0.267,3.877,0.006,0.923,8.075,1.471,0.995
2.938,0.266,3.882,0.019,0.917,8.06,1.497,0.995
2.928,0.266,3.89,0.022,0.914,8.073,1.538,0.995
2.921,0.265,3.902,0.076,0.911,8.097,1.592,0.995
2.915,0.264,3.936,0.202,0.909,8.128,1.66,0.995
2.914,0.263,3.954,0.283,0.909,8.149,1.741,0.995
2.923,0.262,3.969,0.102,0.909,8.143,1.838,0.995
2.931,0.262,3.981,0.021,0.911,8.114,1.952,0.995
2.92,0.261,4.005,0.11,0.92,8.083,2.088,0.995
2.888,0.264,4.026,1.642,0.928,8.074,2.253,0.995
2.852,0.267,4.06,4.514,0.94,8.085,2.45,0.995
2.82,0.27,4.108,5.41,0.956,8.114,2.681,0.995
2.799,0.272,4.266,5.604,0.999,8.144,2.949,0.995
2.781,0.275,4.387,5.364,1.025,8.134,3.242,0.995
2.764,0.278,4.534,5.793,1.054,8.123,3.538,0.995
2.731,0.281,4.702,6.962,1.084,8.169,3.794,0.995
2.708,0.284,5.087,8.421,1.145,8.236,3.973,0.995
2.702,0.314,5.281,8.95,1.175,8.255,4.028,0.996
2.736,0.343,5.47,7.63,1.202,8.243,3.976,0.996
2.757,0.373,5.647,7.002,1.225,8.268,3.848,0.996
2.783,0.403,5.939,6.259,1.261,8.336,3.679,0.996
2.81,0.433,6.045,5.586,1.271,8.354,3.504,0.996
2.833,0.463,6.13,5.008,1.276,8.335,3.344,0.996
2.846,0.492,6.195,4.565,1.276,8.342,3.215,0.996
2.849,0.522,6.287,4.14,1.264,8.366,3.118,0.996
2.853,0.534,6.328,3.699,1.254,8.396,3.053,0.996
2.857,0.546,6.37,3.059,1.243,8.436,3.018,0.996
2.853,0.557,6.424,2.28,1.231,8.481,3.006,0.996
2.847,0.569,6.583,1.857,1.213,8.505,3.01,0.996
2.839,0.581,6.691,1.924,1.206,8.517,3.017,0.996
2.831,0.593,6.816,2.461,1.201,8.538,3.016,0.996
2.823,0.605,6.959,3.259,1.198,8.572,2.999,0.996
2.818,0.616,7.265,3.857,1.193,8.613,2.961,0.996
2.828,0.624,7.417,4.479,1.192,8.659,2.907,0.996
2.829,0.631,7.558,4.585,1.189,8.711,2.843,0.996
2.825,0.638,7.679,4.608,1.187,8.771,2.778,0.996
2.83,0.646,7.839,4.608,1.181,8.825,2.72,0.996
2.839,0.653,7.875,3.906,1.178,8.846,2.674,0.996
2.849,0.66,7.877,2.417,1.174,8.827,2.639,0.996
2.863,0.667,7.852,1.205,1.17,8.839,2.617,0.996
2.873,0.675,7.734,1.04,1.16,8.903,2.605,0.996
2.875,0.688,7.661,1.911,1.154,8.963,2.601,0.996
2.864,0.702,7.59,3.458,1.148,8.98,2.605,0.996
2.857,0.715,7.531,4.213,1.142,8.97,2.621,0.996
2.857,0.729,7.471,4.004,1.134,8.944,2.649,0.996
2.86,0.742,7.485,3.111,1.134,8.918,2.694,0.996
2.848,0.756,7.533,2.732,1.137,8.936,2.76,0.996
2.843,0.769,7.616,3.721,1.143,9.079,2.844,0.996
2.825,0.783,7.871,5.46,1.164,9.242,2.937,0.996
2.798,0.804,8.038,7.059,1.177,9.298,3.021,0.996
2.768,0.826,8.216,8.196,1.191,9.348,3.077,0.996
2.757,0.847,8.386,8.383,1.204,9.455,3.08,0.996
2.764,0.869,8.644,7.475,1.227,9.534,3.02,0.996
2.793,0.891,8.698,5.452,1.234,9.524,2.901,0.996
2.824,0.912,8.692,4.09,1.239,9.443,2.738,0.996
2.826,0.933,8.636,3.488,1.242,9.272,2.552,0.996
2.851,0.955,8.395,4.241,1.237,9.058,2.362,0.996
2.868,0.983,8.228,3.513,1.229,8.873,2.182,0.996
2.891,1.012,8.044,1.437,1.218,8.715,2.02,0.996
2.926,1.04,7.859,0.021,1.203,8.562,1.883,0.997
2.975,1.068,7.491,0.005,1.163,8.407,1.775,0.997
3,1.096,7.299,0,1.139,8.258,1.694,0.997
3,1.125,7.102,0,1.114,8.139,1.641,0.997
3,1.153,6.897,0,1.089,8.07,1.613,0.997
3,1.181,6.464,0,1.044,8.054,1.608,0.997
3,1.259,6.255,0,1.026,8.057,1.622,0.996
2.981,1.337,6.057,0.006,1.01,8.051,1.653,0.996
2.944,1.414,5.878,0.014,0.999,8.033,1.7,0.994
2.919,1.492,5.605,0.046,0.985,8.052,1.763,0.994
2.894,1.57,5.522,0.906,0.982,8.112,1.841,0.994
2.881,1.648,5.464,1.76,0.981,8.188,1.937,0.994
2.879,1.725,5.429,1.724,0.983,8.278,2.055,0.994
2.86,1.803,5.437,1.289,0.995,8.365,2.195,0.994
2.843,1.92,5.471,1.529,1.004,8.416,2.359,0.994
2.833,2.038,5.519,3.468,1.016,8.441,2.544,0.994
2.801,2.155,5.585,5.332,1.031,8.47,2.731,0.994
2.768,2.273,5.747,6.588,1.062,8.487,2.893,0.994
2.752,2.39,5.829,7.984,1.077,8.477,2.988,0.994
2.751,2.507,5.908,9.284,1.091,8.445,2.989,0.994
2.754,2.625,5.966,10.284,1.101,8.419,2.886,0.994
2.748,2.742,5.979,11.726,1.109,8.411,2.705,0.994
2.732,2.822,5.926,14.282,1.107,8.397,2.494,0.994
2.709,2.901,5.836,17.173,1.101,8.369,2.288,0.994
2.692,2.98,5.717,19.093,1.092,8.334,2.116,0.994
2.684,3.06,5.452,19.567,1.066,8.294,1.982,0.994
2.682,3.139,5.342,18.994,1.051,8.256,1.888,0.994
2.68,3.218,5.258,18.553,1.035,8.227,1.825,0.994
2.674,3.298,5.206,18.925,1.021,8.211,1.783,0.994
2.667,3.377,5.2,19.854,0.994,8.212,1.757,0.994
2.666,3.377,5.228,20.595,0.983,8.225,1.741,0.994
2.665,3.377,5.273,20.957,0.974,8.239,1.734,0.994
2.664,3.377,5.33,21.142,0.966,8.249,1.739,0.994
2.664,3.377,5.471,21.122,0.956,8.244,1.754,0.994
2.669,3.377,5.566,20.774,0.952,8.213,1.781,0.994
2.67,3.377,5.684,20.229,0.95,8.143,1.817,0.994
2.669,3.377,5.827,19.601,0.948,8.092,1.859,0.994
2.668,3.377,6.176,19.036,0.945,8.193,1.904,0.994
2.661,3.288,6.366,18.707,0.944,8.263,1.951,0.994
2.666,3.199,6.555,19.032,0.943,8.207,2.003,0.994
2.676,3.111,6.731,18.82,0.944,8.2,2.066,0.994
2.685,3.022,7.047,18.597,0.947,8.219,2.146,0.994
2.709,2.933,7.182,17.472,0.952,8.2,2.246,0.994
2.733,2.844,7.303,15.341,0.958,8.223,2.373,0.994
2.756,2.756,7.418,12.741,0.967,8.238,2.522,0.994
2.78,2.667,7.651,10.375,0.991,8.181,2.689,0.994
2.805,2.541,7.77,8.312,1.005,8.181,2.861,0.994
2.836,2.414,7.886,6.353,1.022,8.292,3.025,0.994
2.864,2.288,7.999,3.29,1.039,8.444,3.168,0.994
2.87,2.162,8.194,2.279,1.078,8.566,3.28,0.994
2.868,2.035,8.274,3.217,1.098,8.633,3.354,0.994
2.86,1.909,8.343,4.271,1.119,8.683,3.384,0.994
2.858,1.783,8.401,4.634,1.139,8.77,3.371,0.994
2.856,1.656,8.502,4.901,1.175,8.872,3.32,0.994
2.852,1.516,8.551,5.346,1.19,8.933,3.235,0.994
2.853,1.375,8.601,5.113,1.202,8.924,3.127,0.994
2.864,1.234,8.647,2.108,1.21,8.897,3.008,0.994
2.876,1.093,8.697,0.023,1.217,8.905,2.887,0.994
2.942,0.952,8.688,0.011,1.216,8.947,2.774,0.994
2.963,0.812,8.652,0.007,1.211,8.997,2.675,0.994
2.954,0.671,8.586,0.009,1.205,9.041,2.593,0.994
2.937,0.53,8.379,0.012,1.188,9.074,2.532,0.994
2.918,0.503,8.248,0.016,1.177,9.099,2.489,0.994
2.9,0.477,8.11,0.019,1.167,9.122,2.465,0.994
2.895,0.45,7.97,0.02,1.156,9.156,2.457,0.994
2.915,0.424,7.695,0.016,1.133,9.198,2.463,0.994
2.947,0.397,7.56,0.01,1.121,9.244,2.477,0.994
2.961,0.371,7.427,0.008,1.109,9.314,2.497,0.994
2.952,0.344,7.293,0.009,1.098,9.411,2.518,0.994
2.935,0.318,7.03,0.013,1.078,9.507,2.537,0.994
2.935,0.312,6.904,0.013,1.069,9.59,2.553,0.994
2.955,0.306,6.786,0.009,1.061,9.657,2.567,0.994
2.974,0.3,6.673,0.005,1.055,9.714,2.583,0.994
2.963,0.294,6.49,0.007,1.048,9.776,2.606,0.994
2.922,0.288,6.425,0.014,1.048,9.859,2.641,0.994
2.88,0.282,6.38,0.022,1.051,9.927,2.693,0.994
2.851,0.276,6.363,0.028,1.056,9.929,2.763,0.994
2.846,0.27,6.409,0.461,1.075,9.851,2.851,0.994
2.839,0.268,6.468,1.266,1.089,9.801,2.951,0.994
2.824,0.265,6.554,1.653,1.104,9.846,3.053,0.994
2.813,0.263,6.661,1.837,1.121,9.878,3.143,0.994
2.817,0.261,6.894,2.122,1.153,9.818,3.207,0.994
2.832,0.258,6.999,1.98,1.166,9.748,3.233,0.994
2.844,0.256,7.086,0.727,1.177,9.713,3.216,0.994
2.861,0.254,7.15,0.028,1.184,9.494,3.165,0.994
2.884,0.251,7.208,0.023,1.19,9.155,3.092,0.994
2.875,0.248,7.209,0.025,1.189,9.467,3.013,0.994
2.858,0.245,7.195,0.028,1.187,10.041,2.939,0.994
2.85,0.242,7.174,0.029,1.185,10.215,2.879,0.994
2.857,0.239,7.153,0.027,1.18,10.235,2.837,0.994
2.864,0.236,7.159,0.026,1.178,10.354,2.809,0.994
2.863,0.233,7.18,0.027,1.176,10.538,2.791,0.994
2.858,0.23,7.213,0.027,1.175,10.646,2.775,0.994
2.863,0.227,7.284,0.026,1.171,10.679,2.754,0.994
2.884,0.226,7.309,0.021,1.169,10.609,2.719,0.994
2.912,0.225,7.326,0.016,1.165,10.513,2.667,0.994
2.935,0.225,7.33,0.012,1.161,10.491,2.596,0.994
2.952,0.224,7.287,0.009,1.152,10.492,2.512,0.994
2.968,0.224,7.238,0.006,1.147,10.476,2.421,0.994
2.972,0.223,7.174,0.005,1.141,10.44,2.331,0.994
2.958,0.222,7.108,0.008,1.134,10.386,2.245,0.994
2.943,0.222,6.966,0.011,1.117,10.336,2.164,0.994
2.949,0.226,6.886,0.01,1.106,10.308,2.089,0.994
2.98,0.23,6.796,0.004,1.093,10.254,2.019,0.994
3,0.234,6.694,0,1.08,10.158,1.951,0.994
2.96,0.238,6.445,0.008,1.052,10.046,1.887,0.994
2.973,0.241,6.298,0.006,1.039,9.962,1.827,0.994
2.976,0.245,6.14,0.007,1.026,9.935,1.774,0.994
2.972,0.249,5.973,0.01,1.014,9.939,1.73,0.994
2.969,0.253,5.646,0.011,0.993,9.865,1.696,0.994
2.968,0.259,5.5,0.011,0.985,9.635,1.672,0.994
2.964,0.264,5.367,0.012,0.978,9.446,1.656,0.994
2.954,0.269,5.248,0.013,0.972,9.358,1.645,0.994
2.942,0.274,5.05,0.015,0.966,9.273,1.639,0.994
2.933,0.28,4.963,0.017,0.966,9.209,1.635,0.994
2.931,0.285,4.884,0.018,0.968,9.223,1.633,0.994
2.928,0.29,4.808,0.016,0.973,9.285,1.635,0.994
2.938,0.295,4.68,0.012,0.985,9.292,1.641,0.994
2.962,0.287,4.625,0.007,0.992,9.24,1.651,0.994
2.972,0.278,4.58,0.005,0.997,9.214,1.665,0.994
2.955,0.27,4.547,0.009,1,9.243,1.682,0.994
2.943,0.261,4.52,0.016,0.998,9.303,1.697,0.994
2.921,0.252,4.524,0.124,0.993,9.354,1.71,0.994
2.911,0.244,4.536,0.514,0.987,9.391,1.719,0.994
2.916,0.235,4.548,0.186,0.982,9.41,1.722,0.994
2.924,0.227,4.544,0.017,0.977,9.371,1.722,0.994
2.953,0.226,4.517,0.009,0.979,9.261,1.718,0.994
2.977,0.225,4.472,0.005,0.983,9.252,1.716,0.994
2.968,0.225,4.411,0.006,0.989,9.564,1.715,0.994
2.941,0.224,4.262,0.011,1.01,9.661,1.718,0.994
2.929,0.224,4.187,0.016,1.022,9.57,1.724,0.994
2.925,0.223,4.118,0.018,0.94,9.583,1.732,0.994
2.915,0.222,4.063,0.018,0.937,9.622,1.737,0.994
2.92,0.222,3.988,0.015,0.94,9.601,1.735,0.994
2.947,0.22,3.961,0.01,0.937,9.512,1.726,0.994
2.972,0.218,3.936,0.006,0.936,9.356,1.71,0.994
2.983,0.215,3.911,0.003,0.935,9.239,1.689,0.994
2.977,0.213,3.871,0.005,0.939,9.257,1.668,0.994
2.961,0.211,3.863,0.008,0.94,9.312,1.648,0.994
2.952,0.209,3.863,0.011,0.944,9.315,1.631,0.994
2.947,0.207,3.876,0.013,0.951,9.287,1.617,0.994
2.946,0.205,3.928,0.014,0.965,9.253,1.604,0.994
2.947,0.205,3.961,0.013,0.97,9.219,1.59,0.994
2.949,0.205,3.993,0.012,0.971,9.19,1.573,0.994
2.957,0.205,4.021,0.011,0.968,9.177,1.552,0.994
2.96,0.206,4.046,0.012,0.951,9.188,1.526,0.994
2.963,0.206,4.044,0.012,0.939,9.227,1.497,0.994
2.967,0.206,4.031,0.01,0.926,9.279,1.47,0.994
2.964,0.206,4.011,0.007,0.913,9.322,1.446,0.994
2.978,0.206,3.952,0.004,0.896,9.333,1.42,0.994
3,0.205,3.919,0,0.892,9.319,1.395,0.994
3,0.203,3.885,0,0.891,9.298,1.376,0.994
2.981,0.202,3.854,0.004,0.892,9.28,1.366,0.994
2.968,0.2,3.795,0.006,0.895,9.262,1.366,0.994
