DGA,POR,Y
2.777,10.041,4
2.793,8.614,4
2.802,7.907,4
2.797,8.172,4
2.785,8.721,4
2.782,8.643,4
2.796,7.558,4
2.825,5.683,4
2.867,2.078,4
2.904,0.023,1
2.947,0.015,1
2.949,0.014,1
2.973,0.008,1
2.963,0.009,1
2.962,0.009,1
2.969,0.009,1
2.973,0.008,1
2.968,0.009,1
2.959,0.011,1
2.952,0.012,1
2.945,0.013,1
2.934,0.015,1
2.92,0.018,1
2.915,0.018,1
2.926,0.015,1
2.941,0.012,1
2.945,0.011,1
2.936,0.013,1
2.927,0.015,1
2.927,0.015,1
2.935,0.013,1
2.952,0.012,1
2.961,0.011,1
2.965,0.009,1
2.965,0.007,1
2.967,0.007,1
2.966,0.007,1
2.971,0.006,1
2.978,0.005,1
2.98,0.004,1
2.98,0.005,1
2.981,0.007,1
2.979,0.009,1
2.976,0.009,1
2.974,0.008,1
2.977,0.005,1
2.987,0.003,1
2.988,0.003,1
2.968,0.007,1
2.94,0.014,1
2.914,0.021,1
2.903,0.024,1
2.902,0.024,1
2.908,0.021,1
2.917,0.018,1
2.922,0.017,1
2.921,0.018,1
2.914,0.018,1
2.914,0.018,1
2.92,0.016,1
2.921,0.016,1
2.914,0.017,1
2.906,0.019,1
2.905,0.019,1
2.913,0.018,1
2.923,0.016,1
2.929,0.015,1
2.937,0.014,1
2.952,0.011,1
2.97,0.008,1
2.983,0.005,1
2.993,0.005,1
2.992,0.005,1
2.98,0.007,1
2.961,0.009,1
2.952,0.01,1
2.953,0.01,1
2.958,0.009,1
2.963,0.008,1
2.97,0.007,1
2.973,0.007,1
2.967,0.01,1
2.96,0.014,1
2.954,0.016,1
2.955,0.015,1
2.96,0.012,1
2.96,0.01,1
2.953,0.012,1
2.95,0.014,1
2.95,0.015,1
2.942,0.015,1
2.923,0.016,1
2.918,0.016,1
2.911,0.017,1
2.894,0.021,1
2.87,0.026,1
2.852,0.03,1
2.848,0.031,2
2.853,0.03,2
2.862,0.028,2
2.87,0.026,2
2.877,0.024,2
2.881,0.023,2
2.88,0.024,2
2.877,0.025,2
2.874,0.026,2
2.875,0.026,2
2.881,0.025,2
2.89,0.023,2
2.902,0.021,2
2.917,0.019,2
2.939,0.015,2
2.956,0.013,2
2.964,0.012,2
2.948,0.016,2
2.916,0.022,2
2.872,0.028,2
2.841,0.033,2
2.838,0.033,2
2.862,0.028,2
2.901,0.02,2
2.94,0.012,1
2.974,0.005,1
2.998,0,1
3,0,1
2.993,0.001,1
2.981,0.004,1
2.977,0.005,1
2.98,0.004,1
2.981,0.004,1
2.98,0.004,1
2.991,0.002,1
3,0,1
3,0,1
3,0,1
2.996,0.005,1
2.977,0.01,1
2.959,0.014,1
2.942,0.018,1
2.931,0.019,1
2.923,0.019,1
2.919,0.017,1
2.929,0.015,1
2.94,0.012,1
2.953,0.01,1
2.966,0.007,1
2.981,0.004,1
2.999,0.001,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
2.973,0.005,1
2.964,0.007,1
2.984,0.003,1
2.988,0.002,1
2.972,0.008,1
2.955,0.013,1
2.957,0.01,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
2.991,0.003,1
2.973,0.009,1
2.977,0.008,1
2.986,0.005,1
2.982,0.006,1
2.969,0.01,1
2.96,0.012,1
2.957,0.012,1
2.959,0.011,1
2.972,0.006,1
3,0,1
3,0,1
3,0,1
2.991,0.002,1
2.978,0.004,1
2.977,0.006,1
2.973,0.008,1
2.966,0.01,1
2.957,0.008,1
2.973,0.005,1
2.974,0.005,1
2.971,0.008,1
2.966,0.011,1
2.967,0.011,1
2.983,0.006,1
3,0,1
3,0,1
3,0,1
2.995,0.002,1
2.949,0.017,1
2.894,3.461,1
2.829,8.526,1
2.776,11.063,4
2.749,12.06,4
2.734,12.606,4
2.723,13.247,4
2.716,14.026,4
2.715,14.431,4
2.716,14.584,4
2.715,14.818,4
2.711,15.382,4
2.706,16.16,4
2.706,16.687,4
2.711,16.445,4
2.723,15.402,4
2.74,13.814,4
2.764,11.838,4
2.803,9.366,4
2.859,6.164,1
2.909,0.398,1
2.95,0.013,1
2.974,0.006,1
2.99,0.003,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
2.995,0.002,1
2.993,0.002,1
2.988,0.002,1
2.977,0.007,1
2.959,0.013,1
2.947,0.017,1
2.94,0.02,1
2.935,0.021,1
2.929,0.053,1
2.925,0.099,1
2.93,0.022,1
2.943,0.016,1
2.943,0.012,1
2.942,0.011,1
2.943,0.013,1
2.949,0.012,1
2.954,0.01,1
2.955,0.01,1
2.947,0.014,1
2.93,0.019,1
2.907,0.226,1
2.897,0.848,1
2.897,0.908,1
2.91,0.302,1
2.926,0.021,1
2.935,0.019,1
2.938,0.018,1
2.947,0.015,1
2.947,0.011,1
2.953,0.01,1
2.942,0.012,1
2.935,0.013,1
2.944,0.011,1
2.947,0.011,1
2.937,0.013,1
2.938,0.012,1
2.962,0.008,1
2.99,0.002,1
2.999,0,1
2.989,0.002,1
2.963,0.007,1
2.954,0.013,1
2.948,0.016,1
2.949,0.015,1
2.954,0.013,1
2.956,0.013,1
2.954,0.014,1
2.951,0.015,1
2.949,0.015,1
2.944,0.014,1
2.948,0.011,1
2.968,0.007,1
2.991,0.002,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
2.994,0.002,1
2.999,0,1
2.984,0.006,1
2.963,0.012,1
2.954,0.013,1
2.951,0.011,1
2.954,0.01,1
2.944,0.013,1
2.943,0.016,1
2.942,0.017,1
2.947,0.016,1
2.937,0.019,4
2.908,0.611,4
2.863,5.444,4
2.807,8.161,4
2.764,9.697,4
2.75,9.601,4
2.767,8.143,4
2.807,6.046,4
2.852,4.005,1
2.89,1.405,1
2.924,0.081,1
2.956,0.013,1
2.986,0.003,1
3,0,1
2.987,0.003,1
2.959,0.008,1
2.939,0.013,1
2.94,0.016,1
2.94,0.017,1
2.946,0.016,1
2.955,0.013,1
2.949,0.012,1
2.942,0.016,1
2.927,0.021,1
2.926,0.028,1
2.947,0.016,1
2.977,0.005,1
3,0,1
3,0,1
3,0,1
2.966,0.007,1
2.927,0.014,1
2.906,0.02,1
2.91,0.048,1
2.907,0.263,1
2.905,0.545,1
2.906,0.669,1
2.91,0.534,1
2.915,0.345,1
2.915,0.356,1
2.911,0.529,1
2.911,0.455,1
2.918,0.139,1
2.936,0.019,1
2.954,0.015,1
2.96,0.014,1
2.962,0.013,1
2.969,0.01,1
2.979,0.004,1
3,0,1
2.997,0.001,1
2.972,0.006,1
2.938,0.019,1
2.928,0.022,1
2.921,0.076,1
2.915,0.202,1
2.914,0.283,1
2.923,0.102,1
2.931,0.021,1
2.92,0.11,1
2.888,1.642,4
2.852,4.514,4
2.82,5.41,4
2.799,5.604,4
2.781,5.364,4
2.764,5.793,4
2.731,6.962,4
2.708,8.421,4
2.702,8.95,4
2.736,7.63,4
2.757,7.002,4
2.783,6.259,4
2.81,5.586,4
2.833,5.008,4
2.846,4.565,4
2.849,4.14,4
2.853,3.699,1
2.857,3.059,1
2.853,2.28,1
2.847,1.857,1
2.839,1.924,1
2.831,2.461,1
2.823,3.259,1
2.818,3.857,1
2.828,4.479,1
2.829,4.585,1
2.825,4.608,1
2.83,4.608,1
2.839,3.906,1
2.849,2.417,1
2.863,1.205,1
2.873,1.04,1
2.875,1.911,1
2.864,3.458,1
2.857,4.213,1
2.857,4.004,1
2.86,3.111,4
2.848,2.732,4
2.843,3.721,4
2.825,5.46,4
2.798,7.059,4
2.768,8.196,4
2.757,8.383,4
2.764,7.475,4
2.793,5.452,4
2.824,4.09,4
2.826,3.488,4
2.851,4.241,4
2.868,3.513,1
2.891,1.437,1
2.926,0.021,1
2.975,0.005,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
2.981,0.006,1
2.944,0.014,1
2.919,0.046,1
2.894,0.906,1
2.881,1.76,1
2.879,1.724,1
2.86,1.289,1
2.843,1.529,4
2.833,3.468,4
2.801,5.332,4
2.768,6.588,4
2.752,7.984,4
2.751,9.284,4
2.754,10.284,4
2.748,11.726,4
2.732,14.282,4
2.709,17.173,4
2.692,19.093,4
2.684,19.567,4
2.682,18.994,4
2.68,18.553,4
2.674,18.925,4
2.667,19.854,4
2.666,20.595,4
2.665,20.957,4
2.664,21.142,4
2.664,21.122,4
2.669,20.774,4
2.67,20.229,4
2.669,19.601,4
2.668,19.036,4
2.661,18.707,4
2.666,19.032,4
2.676,18.82,4
2.685,18.597,4
2.709,17.472,4
2.733,15.341,4
2.756,12.741,4
2.78,10.375,4
2.805,8.312,1
2.836,6.353,1
2.864,3.29,1
2.87,2.279,1
2.868,3.217,1
2.86,4.271,1
2.858,4.634,1
2.856,4.901,1
2.852,5.346,1
2.853,5.113,1
2.864,2.108,1
2.876,0.023,1
2.942,0.011,1
2.963,0.007,1
2.954,0.009,1
2.937,0.012,1
2.918,0.016,1
2.9,0.019,1
2.895,0.02,1
2.915,0.016,1
2.947,0.01,1
2.961,0.008,1
2.952,0.009,1
2.935,0.013,1
2.935,0.013,1
2.955,0.009,1
2.974,0.005,1
2.963,0.007,1
2.922,0.014,1
2.88,0.022,1
2.851,0.028,1
2.846,0.461,1
2.839,1.266,1
2.824,1.653,1
2.813,1.837,1
2.817,2.122,1
2.832,1.98,1
2.844,0.727,1
2.861,0.028,1
2.884,0.023,1
2.875,0.025,1
2.858,0.028,1
2.85,0.029,1
2.857,0.027,1
2.864,0.026,1
2.863,0.027,1
2.858,0.027,1
2.863,0.026,1
2.884,0.021,1
2.912,0.016,1
2.935,0.012,1
2.952,0.009,1
2.968,0.006,1
2.972,0.005,1
2.958,0.008,1
2.943,0.011,1
2.949,0.01,1
2.98,0.004,1
3,0,1
2.96,0.008,1
2.973,0.006,1
2.976,0.007,1
2.972,0.01,1
2.969,0.011,1
2.968,0.011,1
2.964,0.012,1
2.954,0.013,1
2.942,0.015,1
2.933,0.017,1
2.931,0.018,1
2.928,0.016,1
2.938,0.012,1
2.962,0.007,1
2.972,0.005,1
2.955,0.009,1
2.943,0.016,1
2.921,0.124,1
2.911,0.514,1
2.916,0.186,1
2.924,0.017,1
2.953,0.009,1
2.977,0.005,1
2.968,0.006,1
2.941,0.011,1
2.929,0.016,1
2.925,0.018,1
2.915,0.018,1
2.92,0.015,1
2.947,0.01,1
2.972,0.006,1
2.983,0.003,1
2.977,0.005,1
2.961,0.008,1
2.952,0.011,1
2.947,0.013,1
2.946,0.014,1
2.947,0.013,1
2.949,0.012,1
2.957,0.011,1
2.96,0.012,1
2.963,0.012,1
2.967,0.01,1
2.964,0.007,1
2.978,0.004,1
3,0,1
3,0,1
2.981,0.004,1
2.968,0.006,1
2.959,0.013,1
2.942,0.02,1
2.932,0.065,1
2.928,0.08,1
2.928,0.055,1
2.929,0.039,1
2.928,0.034,1
2.916,0.157,1
2.893,0.969,2
2.868,2.75,2
2.851,4.762,2
2.834,5.833,2
2.815,6.22,2
2.807,5.641,2
2.809,4.547,2
2.793,3.147,2
2.788,3.598,2
2.766,5.417,2
2.732,7.427,2
2.709,8.716,2
2.709,9.157,2
2.722,8.665,2
2.745,7.888,2
2.772,7.1,2
2.805,6.281,1
2.848,5.02,1
2.893,1.39,1
2.931,0.021,1
2.953,0.015,1
2.957,0.014,1
2.959,0.012,1
2.959,0.011,1
2.949,0.011,1
2.941,0.014,1
2.932,0.019,1
2.925,0.038,1
2.925,0.055,1
2.928,0.031,1
2.933,0.021,1
2.939,0.018,1
2.947,0.014,2
2.939,0.012,2
2.895,0.023,2
2.849,3.323,2
2.793,5.897,2
2.762,6.798,2
2.758,6.8,2
2.768,6.476,2
2.784,6.209,1
2.807,5.767,1
2.837,5.052,1
2.866,3.222,1
2.878,1.746,1
2.923,0.015,1
2.916,0.017,1
2.913,0.017,1
2.913,0.017,1
2.91,0.018,1
2.906,0.019,1
2.913,0.019,1
2.915,0.018,1
2.913,0.017,1
2.91,0.019,1
2.909,0.08,1
2.904,0.228,1
2.896,0.067,1
2.9,0.019,1
2.925,0.014,1
2.946,0.01,1
2.962,0.007,1
2.978,0.004,1
2.988,0.002,1
2.982,0.004,1
2.955,0.009,1
2.937,0.016,1
2.928,0.021,1
2.922,0.033,1
2.925,0.021,1
2.935,0.017,1
2.932,0.015,1
2.923,0.017,1
2.915,0.019,1
2.92,0.019,1
2.943,0.014,1
2.976,0.007,1
3,0.002,1
3,0.001,1
2.986,0.004,1
2.956,0.009,1
2.941,0.014,1
2.933,0.016,1
2.93,0.016,1
2.942,0.015,1
2.954,0.014,1
2.956,0.015,1
2.937,0.02,1
2.912,0.05,1
2.905,0.178,1
2.899,0.024,1
2.929,0.015,1
2.958,0.009,1
2.975,0.005,1
2.982,0.004,1
2.994,0.001,1
3,0,1
2.953,0.01,1
2.946,0.011,1
2.934,0.013,1
2.93,0.014,1
2.944,0.013,1
2.957,0.013,1
2.961,0.013,1
2.955,0.014,1
2.941,0.019,1
2.93,0.023,1
2.932,0.02,1
2.941,0.017,1
2.943,0.016,1
2.94,0.017,1
2.944,0.015,1
2.948,0.012,1
2.954,0.012,1
2.953,0.014,1
2.956,0.013,1
2.973,0.008,1
2.989,0.002,1
3,0,1
3,0,1
2.989,0.002,1
2.984,0.005,1
2.977,0.008,1
2.966,0.011,1
2.951,0.016,1
2.93,0.025,1
2.899,1.056,1
2.855,4.719,1
2.805,6.125,4
2.777,6.445,4
2.782,5.674,4
2.823,2.987,4
2.854,0.032,1
2.917,0.018,1
2.894,0.021,1
2.84,2.968,1
2.79,9.611,1
2.742,12.933,1
2.714,14.379,1
2.696,14.934,1
2.683,15.354,4
2.675,15.631,4
2.669,15.206,4
2.684,15.194,4
2.687,14.599,4
2.698,13.978,4
2.702,13.453,4
2.703,13.344,4
2.7,13.366,4
2.702,13.02,4
2.712,12.056,4
2.731,10.473,4
2.759,8.455,4
2.787,6.372,4
2.805,5.149,4
2.827,4.057,4
2.848,1.781,1
2.944,0.015,1
2.941,0.016,1
2.923,0.022,1
2.911,0.026,1
2.92,0.025,1
2.945,0.02,1
2.967,0.014,1
2.977,0.008,1
2.976,0.006,1
2.963,0.01,1
2.947,0.015,1
2.934,0.019,1
2.923,0.021,1
2.906,0.022,1
2.897,0.022,1
2.91,0.018,1
2.936,0.013,1
2.96,0.008,1
2.971,0.007,1
2.976,0.008,1
2.975,0.01,1
2.965,0.012,1
2.948,0.014,1
2.932,0.016,1
2.929,0.015,1
2.941,0.012,1
2.955,0.009,1
2.972,0.007,1
2.983,0.006,1
2.983,0.005,1
2.968,0.007,1
2.96,0.008,1
2.962,0.009,1
2.964,0.007,1
2.974,0.005,1
2.983,0.004,1
2.99,0.004,1
2.994,0.004,1
2.999,0.002,1
3,0,1
2.995,0.001,1
2.98,0.005,1
2.98,0.007,1
2.986,0.005,1
2.994,0.001,1
3,0,1
2.989,0.002,1
2.968,0.008,1
2.958,0.012,1
2.953,0.014,1
2.944,0.014,1
2.933,0.016,1
2.932,0.019,1
2.928,0.021,1
2.924,0.021,1
2.916,0.02,1
2.915,0.018,1
2.924,0.016,1
2.932,0.014,1
2.946,0.012,1
2.958,0.01,1
2.955,0.011,1
2.946,0.013,1
2.94,0.013,1
2.947,0.011,1
2.951,0.01,1
2.936,0.013,1
2.912,0.019,1
2.893,0.031,1
2.893,0.502,1
2.881,1.214,1
2.862,1.548,1
2.846,1.297,1
2.836,0.709,1
2.83,0.064,1
2.848,0.032,1
2.876,0.027,1
2.892,0.023,1
2.887,0.023,1
2.879,0.024,1
2.888,0.022,1
2.921,0.016,1
2.957,0.009,1
2.98,0.004,1
2.994,0.001,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
2.993,0.006,1
2.881,0.34,4
2.805,3.034,4
2.769,3.779,4
2.744,4.461,4
2.729,4.943,4
2.733,4.941,4
2.755,4.686,4
2.781,4.542,4
2.808,4.174,4
2.825,3.946,4
2.831,3.967,4
2.84,3.728,4
2.856,2.968,1
2.874,1.754,1
2.893,0.592,1
2.895,0.023,1
2.921,0.016,1
2.94,0.012,1
2.951,0.01,1
2.964,0.007,1
2.982,0.004,1
2.995,0.001,1
3,0,1
2.969,0.006,1
2.868,4.807,4
2.791,8.386,4
2.756,9.791,4
2.743,10.056,4
2.744,9.25,4
2.757,7.212,4
2.79,4.289,4
2.767,0.046,4
2.825,0.035,4
2.812,0.037,4
2.819,5.238,4
2.772,9.158,4
2.74,12.076,4
2.722,14.014,4
2.715,15.208,4
2.717,16.007,4
2.722,16.764,4
2.717,17.103,4
2.708,17.103,4
2.701,16.991,4
2.699,16.933,4
2.702,17.083,4
2.707,17.261,4
2.711,17.148,4
2.711,16.513,4
2.713,14.882,4
2.731,12.507,4
2.77,9.451,4
2.834,5.985,1
2.89,0.939,1
2.896,0.442,1
2.862,5.266,1
2.79,10.355,4
2.732,13.786,4
2.701,15.305,4
2.698,15.066,4
2.724,13.239,4
2.779,9.573,4
2.839,4.791,4
2.848,0.346,4
2.849,0.031,1
2.875,0.794,1
2.873,2.131,1
2.856,4.518,1
2.819,6.59,1
2.775,8.367,1
2.739,9.672,1
2.717,10.583,1
2.707,11.14,4
2.699,10.918,4
2.687,10.085,4
2.677,8.908,4
2.68,7.454,4
2.7,5.888,4
2.737,4.731,4
2.791,3.465,4
2.802,0.343,1
2.847,0.031,1
2.812,0.037,1
2.798,5.337,1
2.734,9.751,4
2.701,12.058,4
2.691,13.107,4
2.692,13.258,4
2.692,13.059,4
2.686,13.216,4
2.678,13.978,4
2.674,14.314,4
2.68,14.366,4
2.704,13.588,4
2.742,11.273,4
2.799,8.162,4
2.843,5.61,1
2.907,0.018,1
2.905,0.019,1
2.897,0.02,1
2.887,0.022,1
2.866,0.026,1
2.836,0.031,1
2.81,0.035,1
2.802,0.037,1
2.812,0.035,1
2.834,0.031,1
2.849,0.029,1
2.852,0.03,1
2.845,0.032,1
2.845,0.033,1
2.852,0.031,1
2.871,0.026,1
2.899,0.02,1
2.928,0.015,1
2.961,0.008,1
2.997,0.002,1
3,0.001,1
2.964,0.01,1
2.907,0.021,1
2.908,0.154,1
2.912,0.032,1
2.923,0.016,1
2.959,0.008,1
2.998,0.002,1
3,0,1
3,0,1
3,0,1
3,0.003,1
2.978,0.012,1
2.928,0.02,1
2.914,0.108,1
2.91,0.208,1
2.912,0.092,1
2.919,0.024,1
2.917,0.021,1
2.902,0.021,1
2.895,0.022,1
2.9,0.021,1
2.921,0.017,1
2.957,0.011,1
2.982,0.005,1
2.978,0.005,1
2.955,0.009,1
2.932,0.014,1
2.928,0.015,1
2.934,0.014,1
2.948,0.014,1
2.945,0.016,1
2.945,0.016,1
2.953,0.015,1
2.964,0.012,1
2.965,0.009,1
2.878,0.025,1
2.879,1.752,1
2.836,5.864,1
2.796,7.121,4
2.782,6.857,4
2.788,5.676,4
2.802,4.639,4
2.807,5.091,4
2.797,6.697,4
2.775,8.705,4
2.747,10.887,4
2.722,12.571,4
2.706,13.655,4
2.695,14.278,4
2.688,14.507,4
2.687,14.431,4
2.692,13.837,4
2.701,13.52,4
2.705,13.733,4
2.699,14.309,4
2.696,15.05,4
2.698,15.061,4
2.713,14.194,4
2.745,11.792,1
2.812,7.242,1
2.903,0.018,1
3,0,1
3,0,1
2.987,0.003,1
2.861,5.698,1
2.769,10.552,1
2.716,12.481,4
2.696,13.131,4
2.69,13.166,4
2.687,13.002,4
2.681,13.024,4
2.674,13.176,4
2.679,13.096,4
2.681,13.178,4
2.701,13.633,4
2.724,12.655,4
2.751,11.075,4
2.781,8.935,4
2.812,6.721,4
2.839,4.993,4
2.856,3.587,4
2.863,3.07,4
2.866,2.839,1
2.885,1.653,1
2.914,0.115,1
2.941,0.015,1
2.956,0.012,1
2.954,0.012,1
2.967,0.007,1
2.988,0.003,1
2.969,0.006,1
2.913,0.019,1
2.888,1.721,1
2.853,4.863,1
2.813,5.726,2
2.776,6.289,2
2.752,6.595,2
2.747,6.556,2
2.761,6.391,2
2.797,5.884,2
2.85,4.639,2
2.9,0.551,2
2.951,0.013,1
3,0.003,1
3,0.002,1
2.906,0.02,1
2.788,1.625,1
2.755,7.432,1
2.721,8.76,1
2.709,8.576,1
2.706,7.806,2
2.709,7.174,2
2.719,6.882,2
2.744,6.668,2
2.788,6.112,2
2.842,4.996,2
2.881,2.093,2
2.896,0.546,2
2.899,0.252,1
2.973,0.012,1
2.988,0.01,1
3,0.005,1
3,0,1
3,0,1
3,0,1
2.995,0.001,1
2.972,0.008,1
2.974,0.008,1
2.989,0.004,1
3,0,1
3,0,1
2.997,0.001,1
2.995,0.001,1
3,0,1
3,0,1
3,0,1
3,0,1
2.992,0.006,1
2.963,0.01,1
2.96,0.008,1
2.99,0.002,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
2.971,0.006,1
2.964,0.009,1
2.99,0.007,1
3,0.002,1
3,0.001,1
3,0.007,1
2.982,0.012,1
2.983,0.012,1
2.986,0.01,1
2.984,0.008,1
2.99,0.007,1
2.992,0.007,1
2.968,0.012,1
2.947,0.017,1
2.949,0.016,1
2.971,0.012,1
2.975,0.011,1
2.947,0.016,1
2.932,0.019,1
2.939,0.017,1
2.972,0.011,1
3,0.006,1
3,0.005,1
3,0.008,1
2.961,0.014,1
2.925,0.019,1
2.917,0.02,1
2.921,0.018,1
2.946,0.013,1
2.99,0.008,1
3,0.004,1
3,0.002,1
3,0.001,1
3,0,1
3,0,1
3,0.001,1
2.982,0.008,1
2.934,0.021,1
2.88,0.034,1
2.851,1.296,1
2.847,3.21,1
2.849,3.325,1
2.874,1.193,1
2.917,0.023,1
2.987,0.013,1
2.989,0.012,1
2.937,0.017,1
2.882,0.024,1
2.873,0.159,1
2.867,0.352,1
2.862,0.477,1
2.851,0.813,1
2.841,1.446,1
2.828,2.018,1
2.831,2.277,1
2.85,1.99,1
2.882,0.983,1
2.914,0.095,1
2.924,0.016,1
2.944,0.011,1
2.947,0.011,1
2.949,0.013,1
2.965,0.012,1
2.979,0.009,1
2.971,0.008,1
2.949,0.012,1
2.936,0.016,1
2.926,0.019,1
2.932,0.019,1
2.926,0.022,1
2.915,0.05,1
2.91,0.168,1
2.914,0.093,1
2.916,0.02,1
2.938,0.014,1
2.965,0.01,1
2.984,0.007,1
2.984,0.008,1
2.969,0.012,1
2.964,0.012,1
2.969,0.009,1
2.974,0.005,1
2.98,0.004,1
2.997,0.003,1
3,0.002,1
3,0.007,1
2.965,0.016,1
2.938,0.02,1
2.941,0.018,1
2.952,0.014,1
2.956,0.013,1
2.966,0.012,1
2.985,0.01,1
2.975,0.013,1
2.943,0.018,1
2.929,0.019,1
2.933,0.016,1
2.945,0.016,1
2.939,0.019,1
2.931,0.022,1
2.929,0.022,1
2.944,0.02,1
2.969,0.014,1
2.996,0.005,1
2.998,0.002,1
2.978,0.006,1
2.962,0.012,1
2.988,0.01,1
3,0.002,1
3,0,1
3,0,1
3,0,1
2.996,0.003,1
2.987,0.004,1
2.984,0.003,1
2.991,0.002,1
2.994,0.001,1
2.981,0.004,1
2.962,0.007,1
2.958,0.008,1
2.979,0.004,1
2.995,0.001,1
2.986,0.004,1
2.957,0.013,1
2.938,0.02,1
2.942,0.02,1
2.968,0.014,1
2.978,0.009,1
2.954,0.011,1
2.915,0.02,1
2.912,0.133,1
2.919,0.051,1
2.94,0.022,1
2.953,0.02,1
2.947,0.02,1
2.946,0.017,1
2.958,0.012,1
2.965,0.007,1
2.975,0.005,1
2.989,0.004,1
3,0.004,1
3,0.005,1
3,0.006,1
2.984,0.007,1
2.96,0.01,1
2.935,0.016,1
2.93,0.019,1
2.933,0.02,1
2.932,0.021,1
2.925,0.027,1
2.925,0.022,1
2.937,0.015,1
2.974,0.006,1
3,0.002,1
3,0.002,1
3,0.006,1
2.991,0.013,1
2.963,0.017,1
2.947,0.017,1
2.957,0.011,1
2.979,0.004,1
2.982,0.004,1
2.963,0.01,1
2.947,0.016,1
2.941,0.018,1
2.941,0.018,1
2.938,0.018,1
2.921,0.018,1
2.919,0.016,1
2.938,0.012,1
2.964,0.008,1
2.971,0.01,1
2.933,0.019,1
2.897,0.151,1
2.888,0.663,1
2.889,0.387,1
2.893,0.121,1
2.899,0.102,1
2.907,0.183,1
2.916,0.126,1
2.931,0.02,1
2.968,0.011,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0.003,1
3,0.009,1
3,0.003,1
3,0.002,1
3,0.006,1
2.992,0.009,1
2.998,0.004,1
3,0,1
2.965,0.007,1
2.845,0.031,4
2.827,5.441,4
2.788,7.825,4
2.771,9.184,4
2.757,10.342,4
2.737,11.56,4
2.716,12.492,4
2.701,12.932,4
2.692,13.063,4
2.687,13.166,4
2.685,13.281,4
2.688,13.209,4
2.694,12.736,4
2.702,11.821,4
2.712,10.737,4
2.727,9.631,4
2.752,8.302,4
2.788,6.564,4
2.836,4.456,4
2.872,2.294,4
2.885,1.211,1
2.884,1.046,1
2.876,0.188,1
2.934,0.015,1
3,0,1
3,0,1
3,0,1
2.998,0.005,1
2.909,0.019,1
2.895,0.098,1
2.887,0.023,1
2.913,0.017,1
2.942,0.012,1
2.967,0.009,1
3,0.005,1
3,0,1
3,0,1
3,0,1
2.998,0.004,1
2.974,0.009,1
2.953,0.015,1
2.931,0.02,1
2.916,0.024,1
2.912,0.031,1
2.914,0.076,1
2.916,0.078,1
2.918,0.049,1
2.919,0.031,1
2.917,0.026,1
2.915,0.04,1
2.918,0.024,1
2.94,0.019,1
2.982,0.011,1
3,0.003,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
2.949,0.012,1
2.873,0.599,1
2.837,4.563,1
2.802,5.606,2
2.79,5.699,2
2.803,5.045,2
2.832,3.836,2
2.873,1.469,1
2.902,0.023,1
2.925,0.016,1
2.885,0.023,1
2.814,0.366,4
2.821,4.403,4
2.788,6.447,4
2.763,7.97,4
2.745,8.862,4
2.73,9.751,4
2.716,10.85,4
2.699,11.886,4
2.689,12.753,4
2.686,13.554,4
2.691,13.966,4
2.705,13.398,4
2.716,12.633,4
2.72,12.621,4
2.715,13.625,4
2.703,15.257,4
2.691,16.463,4
2.689,17.33,4
2.688,17.181,4
2.694,16.997,4
2.694,16.484,4
2.694,16.004,4
2.692,15.504,4
2.703,15.467,4
2.706,15.409,4
2.71,15.405,4
2.712,15.622,4
2.704,16.047,4
2.693,16.503,4
2.686,16.826,4
2.677,16.855,4
2.676,17.195,4
2.67,17.571,4
2.665,17.904,4
2.669,17.894,4
2.678,16.862,4
2.69,14.99,4
2.707,12.815,4
2.734,10.519,4
2.779,7.888,4
2.834,5.067,1
2.854,3.765,1
2.824,5.095,1
2.777,6.795,1
2.74,7.579,2
2.723,7.544,2
2.725,7.044,2
2.745,6.218,2
2.784,4.545,2
2.795,0.494,2
2.896,0.021,2
2.96,0.008,2
2.911,0.018,1
2.853,2.088,1
2.82,6.719,1
2.789,8.747,1
2.773,9.807,2
2.773,9.781,2
2.794,8.454,2
2.829,6.248,2
2.859,3.201,1
2.862,2.587,1
2.852,3.414,1
2.839,3.779,1
2.823,4.235,1
2.806,5.139,1
2.792,6.37,1
2.779,7.468,1
2.755,8.614,2
2.735,9.83,2
2.715,10.651,2
2.71,11.67,2
2.705,13.006,2
2.688,14.499,2
2.686,15.941,2
2.686,17.012,2
2.69,17.096,2
2.702,15.883,2
2.74,12.833,2
2.815,8.071,2
2.834,0.546,1
2.9,0.019,1
2.918,0.017,1
2.909,0.394,1
2.868,4.756,1
2.817,8.014,1
2.776,10.142,1
2.749,11.64,1
2.73,12.621,4
2.718,13.157,4
2.714,13.429,4
2.713,13.099,4
2.723,13.182,4
2.721,13.231,4
2.708,13.15,4
2.711,13.023,4
2.725,12.236,4
2.738,10.686,4
