TVD,SP1,DGA,QT,DEV,TENS,RT1,POR,RA45,PE,M4R2,GR1,AC,QCAL,RXO,M1RX,CNL,CN,KTH,RMSL,Y
3313.92,27.746,2.754,0.441,31.933,1909.474,9.393,6.066,1.189,8.905,5.698,89.48,237.887,1,4.826,4.741,12.368,11.849,84.055,9.741,2
3314.026,28.694,2.773,0.444,31.928,1906.686,9.53,5.493,1.208,8.589,5.689,93.178,239.095,1,4.489,3.479,13.206,12.665,87.192,7.898,2
3314.133,29.236,2.779,0.446,31.922,1904.594,9.664,5.259,1.232,8.552,5.665,94.643,239.15,1,4.739,4.918,13.971,13.409,91.454,6.148,2
3314.239,29.828,2.78,0.449,31.917,1904.594,9.935,5.308,1.284,8.586,5.643,94.951,238.631,1,5.504,8.406,14.28,13.71,92.327,5.454,2
3314.345,30.469,2.79,0.452,31.917,1905.292,10.07,5.054,1.309,8.57,5.626,96.813,237.848,1,6.388,8.685,14.289,13.72,88.553,6.244,2
3314.451,31.871,2.812,0.455,31.917,1905.989,10.207,4.139,1.329,8.711,5.617,100.973,238.859,1,6.693,6.427,14.238,13.67,82.876,7.039,2
3314.557,32.615,2.763,0.457,31.917,1905.989,10.354,0.93,1.344,8.864,5.608,105.097,242.897,1,6.687,6.592,14.208,13.641,77.463,6.671,2
3314.663,33.382,2.761,0.46,31.917,1905.989,10.666,0.794,1.352,8.862,5.59,105.767,247.515,1,7.008,9.527,14.437,13.863,71.944,6.602,2
3314.769,34.17,2.81,0.469,31.917,1905.989,10.834,5.434,1.344,9.042,5.559,100.495,250.233,1,7.301,15.01,15.233,14.638,66.778,5.987,2
3314.875,35.818,2.765,0.478,31.917,1905.989,11.006,8.589,1.33,9.084,5.511,91.438,251.14,1,6.75,14.074,16.539,15.911,63.971,5.099,2
3314.981,36.681,2.743,0.487,31.917,1905.989,11.193,10.413,1.309,8.403,5.449,82.586,250.59,1,5.511,7.904,17.674,17.017,65.542,4.557,2
3315.087,37.563,2.73,0.497,31.917,1905.292,11.574,10.437,1.26,7.77,5.381,76.909,248.739,1,4.581,5.058,17.802,17.141,70.966,4.048,2
3315.193,38.459,2.724,0.506,31.917,1905.292,11.762,9.905,1.236,7.729,5.315,74.454,246.426,1,4.266,4.046,16.95,16.311,78.812,3.725,2
3315.3,40.257,2.723,0.515,31.917,1905.292,11.945,9.534,1.215,7.984,5.255,75.248,244.852,1,4.466,4.542,15.99,15.376,86.501,3.528,2
3315.406,41.155,2.735,0.524,31.917,1904.594,12.123,9.147,1.201,8.245,5.203,80.929,244.329,1,5.241,8.492,15.631,15.026,92.853,3.437,2
3315.512,42.054,2.759,0.533,31.917,1903.2,12.474,8.414,1.194,8.285,5.164,88.709,245.843,1,6.419,20.663,15.998,15.384,97.415,3.587,2
3315.618,42.962,2.784,0.534,31.917,1903.2,12.636,7.376,1.203,8.252,5.145,94.889,249.391,1,6.943,35.698,16.876,16.238,99.411,4.107,1
3315.724,44.833,2.806,0.534,31.917,1903.2,12.784,6.828,1.22,8.211,5.156,98.448,253.525,1,6.147,30.326,17.903,17.24,98.888,4.681,1
3315.83,45.809,2.825,0.534,31.917,1903.2,12.913,5.985,1.242,8.145,5.207,101.854,256.952,1,4.859,12.685,18.556,17.876,95.569,5.062,1
3315.936,46.816,2.844,0.535,31.917,1902.503,13.104,4.239,1.295,8.067,5.292,105.822,259.499,1,4.181,6.137,18.5,17.821,88.794,5.273,1
3316.042,47.846,2.85,0.535,31.917,1902.503,13.168,2.904,1.32,7.995,5.38,107.428,259.593,1,4.323,5.842,18.002,17.336,79.228,5.444,1
3316.148,49.927,2.834,0.536,31.917,1902.503,13.193,4.014,1.341,7.913,5.408,104.346,255.331,1,5.457,8.166,17.458,16.805,68.401,5.947,1
3316.254,50.945,2.8,0.536,31.772,1902.503,13.188,5.635,1.356,7.861,5.3,97.346,247.68,1,8.36,17.123,16.736,16.101,58.934,6.633,1
3316.361,51.923,2.76,0.536,31.794,1902.503,13.049,7.79,1.36,7.906,5.007,88.755,238.634,1,2.396,46.181,15.628,15.023,51.958,6.033,1
3316.467,52.851,2.718,0.536,31.803,1903.2,12.931,9.846,1.348,7.966,4.57,79.205,230.673,1,2.396,82.149,14.412,13.839,48.646,5.353,4
3316.573,54.539,2.696,0.536,31.803,1903.897,12.792,12.136,1.328,8.002,4.083,69.757,226.028,1,8.112,65.265,13.616,13.064,47.684,3.983,4
3316.679,55.295,2.677,0.536,31.8,1905.292,12.653,13.67,1.301,8.089,3.643,62.661,227.149,1,4.408,21.587,13.488,12.939,48.036,2.679,4
3316.785,55.988,2.667,0.536,31.786,1907.383,12.425,14.627,1.236,8.226,3.303,59.452,232.313,1,2.697,8.826,13.943,13.383,48.714,2.031,4
3316.892,56.615,2.673,0.536,31.772,1907.383,12.365,15.269,1.202,8.359,3.085,59.423,238.581,1,2.09,4.939,14.745,14.163,49.772,1.705,4
3316.998,57.656,2.674,0.536,31.755,1908.08,12.362,15.334,1.172,8.495,2.99,59.555,242.734,1,1.968,4.566,15.512,14.91,51.306,1.515,4
3317.104,58.08,2.666,0.536,31.739,1908.08,12.409,14.835,1.146,8.639,3,58.72,243.51,1,2.15,5.289,15.911,15.299,52.888,1.441,4
3317.21,58.453,2.675,0.536,31.708,1906.686,12.599,14.334,1.117,8.791,3.103,58.007,241.966,1,2.708,6.83,15.819,15.21,53.615,1.457,4
3317.316,58.793,2.678,0.536,31.697,1905.989,12.683,13.225,1.114,8.92,3.272,58.687,240.756,1,3.741,16.484,15.315,14.719,53.52,1.469,4
3317.423,59.433,2.68,0.535,31.68,1905.292,12.731,12.452,1.119,9.013,3.465,60.636,239.268,1,4.932,41.295,14.483,13.908,54.558,1.526,4
3317.529,59.755,2.675,0.534,31.664,1905.989,12.722,11.918,1.131,9.053,3.63,63.028,236.965,1,5.482,51.502,13.504,12.955,58.157,1.669,4
3317.635,60.083,2.683,0.533,31.63,1907.383,12.509,11.703,1.166,9.031,3.719,65.959,237.182,1,5.064,28.488,12.697,12.169,63.199,2.052,4
3317.742,60.417,2.692,0.532,31.619,1909.474,12.317,11.553,1.185,8.974,3.702,69.364,240.614,1,4.297,16.683,12.358,11.839,66.55,3.08,4
3317.848,61.068,2.697,0.532,31.611,1911.566,12.093,11.654,1.202,8.93,3.581,72.038,245.006,1,3.681,13.5,12.56,12.035,66.187,4.01,4
3317.955,61.364,2.703,0.531,31.603,1913.657,11.848,12.276,1.215,8.826,3.395,72.73,249.058,1,3.289,11.862,13.238,12.695,62.491,3.697,4
3318.061,61.624,2.701,0.53,31.597,1916.446,11.386,13.243,1.222,8.625,3.177,71.026,251.662,1,3.076,11.692,14.366,13.794,58.18,2.924,4
3318.167,61.836,2.696,0.514,31.605,1917.143,11.2,14.098,1.215,8.456,2.958,69.03,251.046,1,2.961,11.005,15.685,15.078,54.751,2.282,4
3318.274,62.077,2.692,0.498,31.617,1916.446,11.051,14.523,1.2,8.389,2.758,68.331,248.791,1,2.825,9.435,16.712,16.078,52.774,1.991,4
3318.38,62.089,2.686,0.482,31.63,1915.749,10.929,14.507,1.178,8.359,2.59,67.679,246.55,1,2.612,9.4,16.844,16.207,51.753,1.785,4
3318.487,62.021,2.682,0.466,31.661,1912.96,10.786,14.801,1.123,8.321,2.461,64.339,246.823,1,2.347,10.44,16.111,15.494,51.411,1.61,4
3318.593,61.867,2.667,0.45,31.678,1912.263,10.747,14.906,1.094,8.294,2.372,58.741,250.557,1,2.105,9.059,14.996,14.408,51.52,1.505,4
3318.7,61.289,2.661,0.434,31.692,1912.263,10.748,15.01,1.067,8.289,2.325,55.52,254.668,1,1.957,6.43,14.267,13.698,51.583,1.55,4
3318.806,60.859,2.664,0.418,31.703,1912.263,10.778,15.142,1.044,8.291,2.32,56.296,254.856,1,1.948,5.111,14.258,13.689,51.145,1.568,4
3318.913,60.337,2.674,0.402,31.719,1912.263,10.93,15.488,1.023,8.29,2.35,58.596,252.203,1,2.099,4.89,14.846,14.262,50.114,1.48,4
3319.019,59.73,2.67,0.398,31.722,1911.566,11.049,15.493,1.027,8.282,2.414,59.306,249.012,1,2.384,9.716,15.392,14.793,48.21,1.702,4
3319.125,58.284,2.672,0.394,31.717,1910.869,11.207,15.507,1.04,8.275,2.502,58.294,246.151,1,2.682,17.237,15.524,14.921,45.899,2.081,4
3319.232,57.457,2.669,0.389,31.708,1910.172,11.415,15.129,1.063,8.282,2.601,56.679,244.014,1,2.869,14.746,15.454,14.854,44.309,1.797,4
3319.338,56.566,2.662,0.385,31.683,1910.172,11.939,14.628,1.131,8.311,2.704,55.934,243.722,1,2.946,8.264,15.625,15.02,43.443,1.589,4
3319.444,55.616,2.672,0.38,31.672,1910.172,12.246,14.65,1.172,8.358,2.799,56.283,244.969,1,2.989,8.003,16.057,15.44,42.689,1.535,4
3319.551,53.546,2.675,0.376,31.661,1911.566,12.563,14.423,1.213,8.437,2.885,56.75,246.48,1,3.006,7.767,16.327,15.704,42.156,1.601,4
3319.657,52.427,2.673,0.371,31.647,1912.96,12.881,14.5,1.252,8.559,2.966,56.507,246.633,1,2.962,6.803,16.127,15.508,43.114,1.733,4
3319.763,51.252,2.661,0.367,31.622,1915.749,13.508,14.421,1.316,8.713,3.053,55.442,245.521,1,2.848,6.112,15.549,14.946,46.304,1.808,4
3319.87,50.024,2.658,0.368,31.617,1916.446,13.803,14.489,1.336,8.886,3.16,53.533,244.622,1,2.729,5.755,14.96,14.373,49.403,2.163,4
3319.976,47.419,2.655,0.37,31.611,1917.143,14.085,14.45,1.349,9.006,3.301,50.859,244.72,1,2.744,5.171,14.672,14.092,50.217,2.039,4
3320.083,46.06,2.661,0.371,31.611,1917.84,14.332,14.043,1.353,9.009,3.48,49.327,244.246,1,3.091,5.157,14.642,14.063,49.104,1.686,4
3320.189,44.672,2.671,0.373,31.611,1918.537,14.75,12.32,1.341,8.965,3.697,51.49,241.537,1,4.059,12.793,14.64,14.061,47.542,1.51,4
3320.295,43.257,2.68,0.374,31.608,1917.84,14.897,10.422,1.327,8.946,3.929,57.176,236.596,1,5.594,25.702,13.471,12.922,46.988,1.607,4
3320.402,40.36,2.694,0.376,31.608,1917.143,14.975,8.799,1.312,8.796,4.136,65.454,231.1,1,6.606,23.164,12.596,12.071,49.822,2.127,4
3320.508,38.9,2.714,0.377,31.608,1916.446,14.988,7.306,1.296,8.583,4.273,74.592,228.179,1,6.186,10.963,12.432,11.91,58.385,3.314,4
3320.615,37.462,2.744,0.379,31.614,1914.354,14.758,5.652,1.271,8.574,4.311,83.971,229.766,1,5.061,6.125,13.063,12.526,74.1,4.862,4
3320.721,36.071,2.784,0.382,31.619,1912.263,14.519,3.711,1.265,8.642,4.241,94.258,235.536,1,4.273,4.684,14.173,13.606,91.906,4.986,1
3320.828,33.523,2.87,0.386,31.622,1910.869,14.197,0.036,1.263,8.672,4.09,110.539,244.483,1,3.959,3.99,15.193,14.6,106.213,10.531,1
3320.934,32.395,2.982,0.389,31.628,1910.172,13.832,0.012,1.267,8.669,3.903,119.771,250.532,1,3.905,3.67,15.943,15.33,113.459,6.928,1
3321.041,31.368,2.996,0.393,31.647,1908.777,12.974,0.008,1.286,8.649,3.712,125.278,255.298,1,3.918,4.528,16.568,15.938,115.939,6.482,1
3321.147,30.438,3,0.396,31.658,1908.08,12.54,0.002,1.299,8.61,3.543,128.238,260.413,1,3.779,6.887,17.392,16.742,116.071,6.279,1
3321.253,28.836,3,0.4,31.672,1908.08,12.123,0,1.311,8.564,3.406,129.276,262.958,1,3.438,6.802,18.653,17.97,115.555,6.001,1
3321.36,28.144,3,0.403,31.683,1908.08,11.724,0,1.321,8.536,3.305,129.868,265.337,1,3.088,4.008,20.148,19.426,114.545,6.118,1
3321.466,27.513,3,0.407,31.692,1908.08,11.001,0,1.33,8.538,3.236,131.484,269.192,1,2.914,2.579,21.301,20.551,113.126,6.021,1
3321.573,26.937,3,0.405,31.692,1908.08,10.688,0,1.326,8.549,3.194,133.447,273.404,1,2.922,2.768,21.944,21.177,111.906,5.199,1
3321.679,25.928,3,0.403,31.689,1908.08,10.42,0,1.316,8.563,3.17,133.185,275.562,1,2.997,3.313,22.404,21.626,111.273,4.805,1
3321.785,25.489,3,0.402,31.683,1908.08,10.184,0,1.299,8.59,3.154,130.34,274.877,1,3.038,3.244,22.606,21.823,110.743,4.761,1
3321.892,25.087,3,0.4,31.678,1909.474,9.791,0.005,1.252,8.619,3.138,126.827,272.289,1,3.074,2.667,22.234,21.461,109.721,5.186,1
3321.998,24.72,2.981,0.398,31.672,1910.172,9.615,0.009,1.224,8.631,3.114,124.785,268.609,1,3.211,2.476,21.498,20.743,108.426,5.238,1
3322.104,24.083,2.974,0.396,31.672,1911.566,9.455,0.01,1.196,8.623,3.082,124.335,265.33,1,3.451,3.121,20.87,20.13,107.842,5.108,1
3322.211,23.806,2.971,0.395,31.675,1912.96,9.315,0.009,1.17,8.607,3.042,124.582,264.697,1,3.571,4.144,20.689,19.954,109.114,6.021,1
3322.317,23.552,2.966,0.393,31.689,1917.143,9.036,0.009,1.129,8.6,3,124.499,267.149,1,3.391,5.81,20.792,20.054,112.31,6.343,1
3322.424,23.316,2.955,0.384,31.689,1918.537,8.899,0.011,1.118,8.605,2.961,123.668,271.515,1,2.999,5.311,21.054,20.31,115.182,5.768,1
3322.53,22.881,2.954,0.375,31.689,1919.932,8.763,0.012,1.113,8.612,2.929,123.012,275.57,1,2.67,2.965,21.407,20.654,116.931,5.6,1
3322.636,22.676,2.966,0.366,31.689,1922.023,8.629,0.011,1.115,8.599,2.905,123.513,277.749,1,2.545,1.935,21.698,20.937,117.573,5.272,1
3322.743,22.477,2.986,0.356,31.692,1926.206,8.343,0.009,1.135,8.564,2.887,124.855,277.698,1,2.588,2.099,21.982,21.215,117.206,5.088,1
3322.849,22.283,2.994,0.347,31.692,1928.297,8.196,0.007,1.15,8.539,2.869,125.873,276.307,1,2.744,2.322,22.327,21.551,115.328,4.954,1
3322.956,21.909,2.989,0.338,31.692,1930.389,8.043,0.006,1.166,8.557,2.845,126.382,274.445,1,2.982,2.275,22.732,21.946,112.861,5.022,1
3323.062,21.727,2.986,0.329,31.694,1932.48,7.887,0.004,1.179,8.573,2.815,127.355,273.882,1,3.214,2.861,23.109,22.313,111.93,5.174,1
3323.168,21.544,2.995,0.32,31.717,1934.572,7.581,0.001,1.194,8.534,2.78,128.55,275.711,1,3.239,4.862,23.285,22.485,112.741,5.393,1
3323.275,21.357,2.994,0.331,31.73,1933.874,7.433,0.001,1.192,8.482,2.746,128.483,280.175,1,2.984,5.836,23.254,22.455,114.681,5.601,1
3323.381,20.957,2.972,0.342,31.742,1933.177,7.299,0.006,1.183,8.501,2.719,126.314,285.923,1,2.635,3.876,23.029,22.236,116.186,4.871,1
3323.487,20.745,2.958,0.353,31.753,1931.783,7.178,0.011,1.167,8.555,2.705,123.896,291.166,1,2.398,2.257,22.7,21.916,116.059,4.495,1
3323.594,20.531,2.964,0.364,31.783,1928.297,7.001,0.013,1.12,8.436,2.701,122.584,293.563,1,2.316,1.945,22.452,21.673,114.452,3.9,1
3323.7,20.32,2.984,0.375,31.797,1927.6,6.933,0.013,1.091,8.062,2.705,122.353,292.522,1,2.375,1.763,22.351,21.574,113.097,3.715,1
3323.806,19.933,3,0.386,31.808,1927.6,6.883,0.014,1.062,7.751,2.71,122.106,288.03,1,2.6,1.664,22.187,21.415,113.426,4.495,1
3323.913,19.77,3,0.397,31.817,1928.297,6.845,0.013,1.035,7.631,2.708,122.348,281.308,1,3.012,2.427,21.736,20.974,115.598,5.695,1
3324.019,19.637,3,0.408,31.828,1929.692,6.791,0.01,0.996,7.562,2.695,124.051,275.424,1,3.317,5.433,21.132,20.386,118.083,5.369,1
3324.125,19.537,3,0.408,31.83,1930.389,6.774,0.006,0.987,7.591,2.674,126.245,272.035,1,3.187,7.067,20.91,20.17,119.06,5.276,1
3324.231,19.442,3,0.408,31.83,1930.389,6.759,0.003,0.986,7.709,2.652,127.555,271.622,1,2.749,4.166,21.386,20.634,118.178,4.901,1
3324.337,19.442,3,0.408,31.819,1930.389,6.752,0.003,0.994,7.89,2.637,127.802,273.615,1,2.407,1.979,22.242,21.468,117.264,4.988,1
3324.444,19.467,3,0.408,31.797,1928.994,6.764,0.003,1.03,8.162,2.636,127.771,276.806,1,2.296,1.864,22.767,21.98,118.045,4.476,1
3324.55,19.513,3,0.408,31.786,1928.297,6.787,0.003,1.055,8.629,2.657,127.63,279.803,1,2.324,2.212,22.586,21.804,119.475,4.825,1
3324.656,19.663,3,0.408,31.772,1928.994,6.817,0.004,1.082,9.256,2.701,127.057,282.04,1,2.385,2.219,22.078,21.308,119.716,4.828,1
3324.762,19.765,2.972,0.408,31.755,1931.086,6.858,0.006,1.108,9.731,2.768,126.211,282.885,1,2.488,1.995,21.804,21.041,117.26,4.556,1
3324.869,19.885,2.946,0.408,31.728,1935.269,6.971,0.011,1.152,9.902,2.859,123.8,283.144,1,2.779,1.994,21.774,21.011,112.621,4.714,1
3324.975,20.024,2.905,0.413,31.714,1936.663,7.04,0.02,1.165,9.888,2.973,118.776,282.389,1,3.351,3.766,21.52,20.763,107.863,4.911,1
3325.081,20.346,2.887,0.418,31.703,1938.057,7.119,0.574,1.171,9.829,3.109,112.837,277.013,1,3.978,10.862,20.668,19.933,105.946,6.244,1
3325.188,20.527,2.868,0.423,31.689,1938.754,7.203,0.944,1.17,9.769,3.268,110.357,268.287,1,4.093,14.401,19.43,18.727,106.277,9.248,1
3325.294,20.718,2.849,0.428,31.655,1936.663,7.382,0.03,1.151,9.671,3.45,112.428,260.531,1,3.59,8.117,18.31,17.636,105.522,13.29,1
3325.4,20.92,2.882,0.433,31.647,1935.269,7.474,0.024,1.136,9.48,3.655,116.338,256.479,1,3.083,3.606,17.382,16.731,101.42,6.866,1
3325.506,21.353,2.898,0.437,31.642,1933.177,7.563,0.023,1.12,9.137,3.879,117.178,255.008,1,3.059,2.907,16.532,15.903,97.064,14.248,1
3325.613,21.585,2.89,0.442,31.633,1931.783,7.647,0.028,1.105,8.626,4.117,114.214,252.988,1,3.653,3.643,15.893,15.282,98.01,6.975,1
3325.719,21.827,2.881,0.447,31.622,1929.692,7.799,0.033,1.089,8.272,4.364,110.925,248.176,1,5.315,6.698,15.745,15.136,104.387,6.891,1
3325.826,22.078,2.88,0.453,31.622,1928.297,7.876,0.034,1.092,8.325,4.618,111.591,243.805,1,7.062,17.258,15.999,15.384,110.795,7.339,1
3325.932,22.6,2.922,0.458,31.625,1927.6,7.96,0.024,1.103,8.343,4.893,115.394,241.677,1,6.993,33.88,16.172,15.553,110.249,7.329,1
3326.038,22.866,2.929,0.464,31.63,1926.206,8.068,0.02,1.123,8.35,5.21,117.115,241.594,1,5.29,26.308,16.148,15.529,103.073,7.204,1
3326.145,23.133,2.859,0.47,31.647,1922.72,8.358,0.029,1.184,8.694,5.584,113.511,247.011,1,4.219,10.798,16.273,15.65,92.837,7.008,1
3326.251,23.398,2.819,0.475,31.655,1920.629,8.562,2.73,1.223,8.896,6.011,106.123,256.646,1,4.642,5.293,16.778,16.143,82.232,7.867,4
3326.358,23.91,2.802,0.481,31.672,1917.84,8.799,6.572,1.263,8.863,6.445,98.464,260.392,1,2.396,10.724,17.167,16.522,71.854,7.785,4
3326.464,24.152,2.771,0.487,31.692,1915.749,9.068,7.899,1.303,8.794,6.802,92.392,254.766,1,2.396,55.657,16.506,15.878,63.165,8.401,4
3326.571,24.381,2.751,0.492,31.719,1910.869,9.658,7.933,1.371,8.679,6.986,87.593,243.354,1,2.396,99.818,14.768,14.185,59.609,9.051,4
3326.677,24.598,2.73,0.504,31.728,1909.474,9.977,7.81,1.395,8.51,6.954,82.406,231.869,1,2.396,64.305,13.064,12.527,63.101,15.482,4
3326.783,24.994,2.709,0.515,31.733,1908.777,10.3,8.283,1.412,8.635,6.758,76.191,223.324,1,7.449,17.676,12.273,11.756,74.567,8.627,4
3326.89,25.179,2.699,0.527,31.733,1908.08,10.623,9.352,1.419,9.154,6.485,70.517,220.526,1,5.04,6.07,12.489,11.967,89.503,7.907,4
3326.996,25.364,2.697,0.538,31.719,1908.08,11.285,9.874,1.412,9.459,6.219,68.445,224.38,1,4.497,5.018,13.266,12.723,101.975,7.108,4
3327.102,25.562,2.705,0.55,31.708,1908.777,11.61,9.896,1.401,9.269,6,71.242,232.442,1,4.66,4.688,14.089,13.525,106.935,5.379,4
3327.209,26.059,2.729,0.561,31.697,1909.474,11.932,9.073,1.386,9.083,5.838,80.028,239.57,1,5.75,5.391,14.701,14.12,105.913,4.697,4
3327.315,26.39,2.774,0.572,31.692,1910.869,12.249,6.793,1.372,9.029,5.71,92.817,244.83,1,8.393,15.089,15.183,14.59,102.531,8.236,4
3327.421,26.786,2.806,0.584,31.686,1915.052,12.82,2.397,1.35,8.986,5.596,105.007,248.274,1,2.396,39.908,15.718,15.111,100.386,10.722,4
3327.528,27.25,2.815,0.585,31.68,1917.143,13.054,0.038,1.346,8.942,5.477,109.76,248.022,1,2.396,38.967,16.136,15.517,98.8,8.25,1
3327.634,28.351,2.818,0.585,31.678,1919.932,13.25,1.426,1.348,8.917,5.346,107.237,244.449,1,6.231,18.138,16.104,15.486,96.16,9.732,1
3327.74,28.972,2.822,0.586,31.672,1922.023,13.415,4.151,1.355,8.893,5.202,102.39,242.128,1,4.624,5.767,15.725,15.118,93.251,18.927,1
3327.847,29.63,2.813,0.586,31.658,1925.509,13.607,4.611,1.382,8.883,5.047,101.05,242.259,1,4.252,4.076,15.398,14.799,92.69,9.288,1
3327.953,30.319,2.825,0.587,31.653,1926.903,13.65,4.074,1.4,8.906,4.881,103.165,242.82,1,4.361,4.689,15.361,14.763,94.955,8.35,1
3328.06,31.772,2.796,0.588,31.642,1928.297,13.651,1.315,1.416,8.811,4.703,106.768,244.732,1,4.517,4.819,15.64,15.034,97.963,7.918,1
3328.166,32.526,2.824,0.588,31.63,1929.692,13.615,0.035,1.429,8.451,4.511,110.951,248.653,1,4.57,4.48,16.146,15.527,100.123,7.576,1
3328.272,33.296,2.898,0.589,31.63,1932.48,13.472,0.023,1.439,8.062,4.311,115.873,252.343,1,4.721,4.566,16.873,16.236,101.073,7.104,1
3328.379,34.08,2.98,0.582,31.633,1934.572,13.366,0.01,1.433,7.799,4.112,120.376,254.489,1,5.08,7.351,17.865,17.203,100.404,7.006,1
3328.485,35.676,3,0.574,31.639,1936.663,13.248,0.003,1.418,7.49,3.922,122.717,255.737,1,5.016,18.792,19.012,18.32,97.921,6.604,1
3328.592,36.483,3,0.567,31.647,1937.36,13.113,0.003,1.395,7.707,3.75,122.899,256.942,1,4.184,18.193,20.042,19.323,93.162,6.401,1
3328.698,37.288,2.986,0.56,31.655,1937.36,12.779,0.004,1.328,8.382,3.599,122.451,259.309,1,3.24,8.513,20.352,19.624,87.233,6.358,1
3328.804,38.085,2.972,0.553,31.658,1937.36,12.578,0.006,1.288,8.689,3.469,121.938,262.23,1,2.804,3.183,19.904,19.189,81.278,6.828,4
3328.911,39.613,2.934,0.545,31.661,1937.36,12.361,0.012,1.247,8.565,3.353,119.761,264.788,1,2.843,2.973,19.474,18.77,76.404,6.403,4
3329.017,40.316,2.852,0.538,31.664,1937.36,12.126,0.358,1.206,8.573,3.251,113.135,267.319,1,3.21,9.123,19.546,18.84,72.088,6.645,4
3329.124,40.954,2.827,0.531,31.667,1936.663,11.612,7.584,1.139,8.882,3.158,102.227,268.41,1,3.487,15.598,20.093,19.372,67.54,5.872,4
3329.23,41.508,2.772,0.513,31.669,1937.36,11.356,11.237,1.116,8.976,3.074,89.128,264.953,1,3.401,10.138,20.709,19.973,62.573,3.458,4
3329.336,42.303,2.737,0.495,31.672,1937.36,11.113,12.826,1.102,8.317,3.003,77.888,258.34,1,3.217,6.109,20.843,20.104,58.775,2.401,4
3329.443,42.527,2.72,0.477,31.675,1935.966,10.891,13.034,1.098,7.312,2.949,70.833,251.073,1,3.153,5.042,20.256,19.532,58.297,2.449,4
3329.549,42.633,2.711,0.459,31.678,1932.48,10.552,12.695,1.114,6.653,2.919,68.412,244.69,1,3.128,7.305,19.101,18.408,60.431,2.607,4
3329.656,42.625,2.707,0.441,31.675,1931.086,10.429,12.498,1.133,6.817,2.919,68.34,240.413,1,2.939,14.472,17.888,17.224,63.233,2.852,4
3329.762,42.289,2.703,0.423,31.669,1930.389,10.349,12.714,1.155,7.835,2.948,68.594,240.342,1,2.667,12.515,17.051,16.409,65.295,2.252,4
3329.868,41.972,2.698,0.405,31.658,1929.692,10.297,13.258,1.178,9.208,3.014,68.515,243.701,1,2.493,7.409,16.63,15.999,66.305,2.476,4
3329.975,41.565,2.69,0.387,31.63,1933.177,10.293,13.491,1.221,10.116,3.109,68.857,247.813,1,2.504,5.353,16.45,15.823,66.158,2.566,4
3330.081,41.073,2.694,0.383,31.619,1935.966,10.323,13.59,1.236,10.234,3.227,69.86,252.056,1,2.755,4.594,16.282,15.66,65.098,2.237,4
3330.188,39.87,2.693,0.379,31.614,1938.754,10.376,13.496,1.246,10.071,3.358,70.41,255.572,1,3.426,5.06,16.281,15.659,64.462,2.517,4
3330.294,39.18,2.692,0.375,31.608,1941.543,10.453,13.341,1.248,10.061,3.486,70.036,255.653,1,4.352,15.257,16.307,15.685,65.287,2.391,4
3330.4,38.442,2.699,0.372,31.594,1944.331,10.653,13.302,1.237,10.087,3.598,69.207,251.639,1,4.785,27,16.491,15.864,68.588,2.48,4
3330.507,37.664,2.701,0.368,31.589,1943.634,10.784,12.695,1.225,10.044,3.685,69.157,247.468,1,4.269,15.201,16.474,15.847,74.193,2.498,4
3330.613,36.011,2.705,0.364,31.592,1942.937,10.928,12.135,1.212,9.961,3.75,70.349,244.984,1,3.701,4.923,16.308,15.686,79.708,2.328,4
3330.72,35.151,2.711,0.36,31.594,1942.24,11.08,11.662,1.199,9.867,3.801,72.576,245.038,1,3.56,4.733,16.313,15.69,81.598,2.42,4
3330.826,34.282,2.72,0.356,31.594,1940.149,11.402,11.011,1.183,9.7,3.85,75.78,248.116,1,3.606,7.163,16.522,15.894,79.549,2.982,4
3330.933,33.417,2.736,0.355,31.592,1939.451,11.549,9.92,1.182,9.404,3.909,80.166,252.652,1,3.553,9.057,16.859,16.223,75.605,3.654,4
3331.039,31.741,2.754,0.354,31.592,1938.754,11.682,8.508,1.188,9.048,3.986,85.088,253.17,1,3.434,7.792,17.156,16.511,72.853,6.08,4
3331.146,30.94,2.767,0.353,31.594,1938.754,11.783,7.373,1.199,8.765,4.079,88.238,248.342,1,3.631,6.168,17.319,16.67,71.872,5.997,4
3331.252,30.171,2.773,0.352,31.594,1938.057,11.857,6.83,1.237,8.613,4.171,89.062,241.996,1,4.597,6.962,17.616,16.96,72.854,7.052,4
3331.359,29.438,2.781,0.351,31.589,1937.36,11.819,6.703,1.26,8.518,4.233,90.628,238.462,1,6.916,10.317,18.426,17.748,77.088,7.748,4
3331.465,28.1,2.808,0.35,31.586,1935.269,11.727,6.127,1.283,8.394,4.241,96.488,238.906,1,8.063,14.682,19.65,18.941,86.162,7.166,4
3331.572,27.504,2.854,0.348,31.589,1933.874,11.597,4.386,1.303,8.264,4.182,105.63,245.463,1,6.464,20.728,20.564,19.832,97.132,5.529,4
3331.678,26.955,2.894,0.347,31.589,1929.692,11.216,0.524,1.33,8.212,4.062,113.329,255.906,1,4.343,10.285,20.567,19.836,104.544,5.121,4
3331.784,26.452,2.934,0.352,31.589,1927.6,10.991,0.014,1.332,8.257,3.913,117.085,265.471,1,3.303,4.028,20.23,19.507,107.241,5.168,1
3331.891,25.566,2.95,0.357,31.592,1925.509,10.756,0.013,1.326,8.321,3.757,117.75,270.972,1,2.981,2.955,20.394,19.667,108.689,5.135,1
