X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,Y
289.501,75.358,77.661,20.508,2.311,6.638,0.365,1.986,17.971,40.241,6.124,0
288.848,74.524,76.967,19.466,2.325,6.831,0.36,1.837,18.593,36.425,5.77,0
284.728,74.105,77.911,17.738,2.351,7.064,0.363,1.675,19.408,33.168,5.561,0
277.62,73.685,79.986,16.031,2.375,7.615,0.359,1.568,20.019,34.121,5.515,0
269.756,73.263,81.71,14.719,2.388,7.905,0.364,1.583,19.552,38.802,5.605,0
261.885,72.429,83.002,13.898,2.39,8.188,0.481,1.758,17.919,43.466,5.831,0
255.26,72.034,83.976,13.504,2.388,8.451,0.744,2.072,16.058,45.327,6.214,0
252.312,71.668,84.004,13.41,2.39,8.863,0.974,2.365,14.527,44.538,6.743,0
252.529,71.345,83.156,13.494,2.4,8.997,1.053,2.523,13.521,40.684,7.419,0
251.828,70.839,82.588,13.734,2.415,9.087,1.062,2.723,13.006,34.09,8.258,0
249.059,70.649,83.367,14.374,2.429,9.149,1.039,3.293,12.846,26.036,9.225,0
248.069,70.484,84.422,15.632,2.434,9.234,0.961,4.712,12.903,17.163,10.266,0
252.119,70.327,84.151,17.116,2.426,9.281,0.845,6.388,13.065,9.347,11.254,0
258.367,69.979,82.857,18.171,2.409,9.34,0.708,6.721,13.568,5.062,12.129,0
262.385,69.78,81.631,18.218,2.388,9.413,0.635,5.365,14.778,5.846,12.763,0
263.531,69.574,80.431,17.167,2.378,9.599,0.628,4.005,16.323,8.986,13.074,0
260.619,69.374,78.742,15.017,2.385,9.703,0.672,3.19,17.488,10.471,13.086,0
250.5,69.048,77.153,12.759,2.405,9.804,0.79,2.926,17.611,14.146,12.967,0
237.073,68.94,77.528,11.209,2.427,9.899,0.975,3.104,16.592,26.567,12.808,0
227.412,68.873,79.418,10.509,2.44,10.073,1.121,3.848,14.428,50.607,12.7,0
226.943,68.849,80.919,10.303,2.442,10.17,1.182,5.018,12.157,69.53,12.709,0
235.054,68.933,81.425,10.361,2.438,10.277,1.207,5.755,10.621,70.875,12.877,0
246.214,69.042,81.983,10.705,2.433,10.397,1.17,5.445,9.978,61.35,13.228,0
252.42,69.194,82.429,11.225,2.429,10.665,1.059,4.826,9.818,50.689,13.749,0
254.744,69.385,81.919,11.697,2.424,10.804,0.907,4.544,9.91,41.981,14.381,0
256.074,69.851,80.449,11.936,2.418,10.94,0.731,4.734,10.307,35.03,14.969,0
254.077,70.106,78.438,12.026,2.411,11.074,0.536,5.449,10.861,27.738,15.373,0
250.209,70.36,77.171,12.14,2.401,11.312,0.35,6.916,11.312,22.034,15.447,0
249.419,70.602,78.204,12.409,2.392,11.414,0.207,9.077,11.476,21.107,15.044,0
250.568,71.003,81.591,12.898,2.385,11.508,0.112,10.174,11.535,21.456,14.396,0
251.291,71.147,83.98,13.665,2.378,11.596,0.071,8.82,11.678,19.165,13.631,0
251.786,71.252,83.308,14.777,2.367,11.776,0.088,6.592,12.022,14.263,12.876,0
253.299,71.325,80.861,16.257,2.349,11.884,0.148,5.174,12.613,13.359,12.211,0
258.055,71.421,79.26,18.006,2.321,12.006,0.226,4.64,13.523,16.258,11.702,0
266.993,71.463,78.905,19.602,2.289,12.146,0.308,4.665,14.823,19.708,11.349,0
277.78,71.504,78.0,20.383,2.264,12.457,0.387,5.03,16.502,20.422,11.125,0
287.128,71.542,76.022,19.845,2.255,12.614,0.478,5.447,18.356,20.134,11.069,0
291.541,71.601,73.639,18.041,2.271,12.761,0.569,5.547,19.639,17.557,11.154,0
288.091,71.623,72.304,15.771,2.305,12.894,0.643,5.325,19.683,12.939,11.38,0
277.023,71.639,72.59,13.857,2.345,13.092,0.685,5.085,18.128,17.035,11.769,0
263.333,71.647,74.007,12.723,2.377,13.154,0.704,5.134,15.787,18.927,12.253,0
250.75,71.624,76.138,12.18,2.395,13.197,0.694,5.489,13.634,22.49,12.777,0
241.455,71.583,78.321,11.957,2.403,13.223,0.681,5.915,12.336,26.477,13.201,0
237.301,71.52,78.753,11.761,2.407,13.217,0.71,6.082,11.71,23.026,13.408,0
237.854,71.437,77.694,11.616,2.415,13.181,0.783,5.847,11.481,20.309,13.314,0
239.801,71.22,77.103,11.71,2.427,13.125,0.85,5.35,11.281,17.795,12.922,0
240.997,71.085,78.253,11.995,2.439,13.042,0.903,4.912,11.109,15.554,12.354,0
241.542,70.932,79.338,12.272,2.448,12.816,0.896,4.716,11.19,11.752,11.732,0
241.324,70.758,78.661,12.369,2.448,12.683,0.815,4.55,11.477,10.148,11.179,0
240.249,70.354,77.661,12.311,2.438,12.54,0.683,4.16,11.755,8.733,10.737,0
238.956,70.129,78.653,12.285,2.42,12.386,0.586,3.627,11.853,7.506,10.425,0
239.064,69.894,81.705,12.678,2.397,11.998,0.542,3.261,11.79,5.57,10.204,0
243.049,69.648,83.761,13.633,2.375,11.742,0.51,3.111,11.766,4.811,10.036,0
250.838,69.122,83.429,14.877,2.356,11.429,0.475,3.083,12.209,17.44,9.888,0
257.777,68.835,81.657,15.731,2.349,11.06,0.45,3.045,13.248,22.988,9.735,0
261.25,68.531,81.041,16.021,2.352,10.204,0.439,2.981,14.542,26.523,9.576,0
264.139,68.209,81.895,16.104,2.358,9.769,0.449,2.928,15.293,26.344,9.415,0
268.459,67.512,81.749,16.42,2.351,9.373,0.475,2.832,15.445,24.448,9.247,0
274.202,67.136,79.126,17.182,2.327,9.036,0.502,2.595,15.503,24.121,9.049,0
282.599,66.74,75.077,18.583,2.293,8.609,0.513,2.24,15.933,24.917,8.783,0
292.793,66.324,72.528,20.403,2.269,8.515,0.508,1.879,16.869,24.895,8.433,0
299.757,65.424,72.252,21.73,2.265,8.472,0.481,1.603,18.553,24.409,7.991,0
298.108,64.942,73.644,21.505,2.289,8.472,0.439,1.433,20.485,24.953,7.507,0
287.099,64.442,76.114,19.835,2.336,8.481,0.375,1.366,21.367,25.216,7.031,0
272.343,63.924,79.182,17.694,2.393,8.454,0.318,1.42,20.171,23.559,6.615,0
260.298,62.841,81.689,15.772,2.441,8.405,0.306,1.597,18.004,20.697,6.284,0
252.912,62.28,82.95,14.288,2.466,8.335,0.363,1.899,15.86,20.675,6.049,0
249.834,61.708,83.289,13.196,2.47,8.164,0.446,2.246,14.199,24.183,5.904,0
250.68,61.128,83.36,12.471,2.465,8.077,0.513,2.48,12.958,24.074,5.814,0
252.566,59.936,83.03,12.072,2.46,7.992,0.552,2.522,12.105,21.626,5.754,0
252.716,59.319,82.21,11.898,2.455,7.916,0.527,2.468,11.622,17.848,5.695,0
250.794,58.68,81.056,11.804,2.45,7.777,0.422,2.428,11.413,10.688,5.613,0
248.381,58.016,79.82,11.653,2.444,7.714,0.309,2.411,11.331,6.563,5.495,0
246.179,56.606,78.971,11.446,2.441,7.65,0.255,2.403,11.194,10.528,5.352,0
243.581,55.861,79.068,11.25,2.439,7.59,0.237,2.429,10.985,15.782,5.203,0
239.907,55.088,79.592,11.093,2.44,7.506,0.242,2.528,10.781,16.649,5.076,0
236.312,54.286,80.434,10.956,2.439,7.491,0.29,2.642,10.622,20.335,4.985,0
235.904,52.591,82.682,10.925,2.437,7.498,0.386,2.685,10.477,26.707,4.943,0
239.451,51.7,86.102,11.125,2.434,7.531,0.476,2.62,10.438,29.936,4.956,0
244.878,50.786,88.119,11.524,2.429,7.635,0.493,2.523,10.639,29.016,5.013,0
249.345,49.856,87.534,11.902,2.428,7.694,0.437,2.463,11.04,23.974,5.107,0
251.633,47.966,86.016,12.08,2.432,7.74,0.343,2.526,11.419,18.287,5.219,0
251.338,47.008,85.427,11.973,2.437,7.765,0.258,2.759,11.584,15.548,5.337,0
249.39,46.043,85.155,11.609,2.44,7.715,0.213,3.156,11.447,13.948,5.44,0
248.267,45.076,83.567,11.215,2.438,7.638,0.227,3.444,11.045,10.355,5.506,0
251.402,43.169,80.376,11.126,2.43,7.525,0.299,3.42,10.649,5.947,5.53,0
256.517,42.251,77.511,11.433,2.421,7.381,0.42,3.174,10.637,5.758,5.479,0
260.348,41.37,76.808,11.936,2.411,7.014,0.533,2.962,11.044,10.462,5.335,0
262.817,40.538,78.301,12.488,2.403,6.806,0.628,2.822,11.586,16.499,5.107,0
264.026,39.078,80.051,13.259,2.394,6.593,0.669,2.702,12.146,21.279,4.8,0
264.961,38.481,80.231,14.512,2.389,6.388,0.664,2.59,13.03,24.031,4.45,0
270.092,37.993,80.401,16.331,2.389,6.021,0.619,2.498,14.508,24.599,4.083,0
281.212,37.623,81.899,18.46,2.394,5.868,0.546,2.381,16.573,23.939,3.731,0
294.361,37.249,84.972,20.445,2.398,5.736,0.466,2.177,18.778,21.944,3.413,0
305.47,37.24,88.599,21.827,2.397,5.623,0.428,1.914,20.595,19.46,3.136,0
313.667,37.343,92.29,22.661,2.393,5.432,0.465,1.712,21.562,17.658,2.904,0
317.587,37.557,96.581,23.617,2.39,5.343,0.517,1.606,22.259,16.807,2.714,0
317.072,38.337,101.329,25.212,2.392,5.244,0.527,1.57,23.572,16.9,2.559,0
315.395,38.922,105.597,27.249,2.4,5.137,0.509,1.546,25.626,16.441,2.437,0
315.555,39.648,107.753,29.014,2.409,4.907,0.491,1.504,27.68,16.634,2.335,0
338.344,63.732,101.998,31.558,2.254,3.95,1.131,1.672,30.566,18.817,2.216,0
330.117,65.265,92.602,32.245,2.225,3.911,0.896,2.087,31.237,20.107,2.377,0
326.23,65.796,83.084,32.605,2.207,3.876,0.702,2.516,31.59,19.151,2.567,0
327.095,66.205,76.491,31.796,2.198,3.813,0.611,2.804,30.798,18.185,2.78,0
331.431,66.519,73.889,30.56,2.194,3.785,0.555,2.914,29.59,18.314,3.008,0
335.76,66.948,73.622,29.977,2.188,3.76,0.557,2.836,29.02,18.869,3.234,0
337.992,67.096,73.52,29.646,2.18,3.741,0.596,2.646,28.697,15.272,3.437,0
338.128,67.214,72.543,28.511,2.172,3.712,0.635,2.46,27.587,14.716,3.593,0
336.698,67.309,71.295,26.214,2.166,3.702,0.678,2.314,25.344,21.225,3.686,0
335.106,67.433,70.898,24.046,2.163,3.695,0.733,2.183,23.228,26.046,3.726,0
334.063,67.454,71.87,22.964,2.164,3.696,0.745,2.077,22.172,23.907,3.721,0
333.325,67.441,74.312,23.241,2.169,3.72,0.697,2.03,22.443,18.581,3.693,0
333.173,67.387,77.144,24.564,2.174,3.747,0.61,2.037,23.733,13.377,3.653,0
333.685,67.116,78.988,26.219,2.179,3.789,0.494,2.023,25.349,10.046,3.606,0
333.112,66.877,79.913,27.087,2.179,3.848,0.359,1.905,26.197,7.893,3.558,0
331.116,66.554,80.506,26.89,2.177,4.011,0.239,1.71,26.004,6.833,3.507,0
329.22,66.14,79.904,26.418,2.171,4.11,0.145,1.524,25.543,7.168,3.458,0
327.742,65.024,76.88,26.339,2.164,4.209,0.074,1.399,25.466,7.993,3.415,0
326.621,64.324,73.57,26.3,2.165,4.302,0.034,1.329,25.428,8.327,3.38,0
327.05,63.531,72.625,25.93,2.17,4.445,0.02,1.296,25.067,8.73,3.357,0
328.664,62.645,74.934,25.636,2.175,4.486,0.021,1.28,24.779,9.428,3.343,0
330.329,60.603,77.47,25.832,2.178,4.505,0.033,1.283,24.97,8.8,3.334,0
331.742,59.463,78.552,26.308,2.175,4.502,0.053,1.329,25.435,7.276,3.324,0
332.788,58.264,78.247,26.569,2.17,4.457,0.087,1.437,25.69,8.461,3.304,0
332.839,57.027,77.311,26.738,2.165,4.431,0.125,1.606,25.856,11.178,3.261,0
331.575,54.508,75.865,27.121,2.163,4.408,0.155,1.725,26.23,13.105,3.187,0
329.34,53.251,74.487,27.592,2.166,4.39,0.17,1.685,26.689,14.503,3.084,0
327.083,52.002,73.927,28.131,2.174,4.364,0.179,1.502,27.216,15.918,2.954,0
325.267,50.766,74.74,28.759,2.186,4.354,0.189,1.327,27.829,16.413,2.812,0
323.54,48.359,76.821,28.944,2.205,4.345,0.198,1.215,28.01,13.6,2.671,0
321.997,47.214,80.243,28.01,2.234,4.334,0.201,1.158,27.098,7.427,2.549,0
320.825,46.128,85.293,26.733,2.273,4.314,0.208,1.131,25.851,1.621,2.453,0
314.801,47.313,102.977,23.193,2.406,4.97,0.75,2.224,22.396,0.1,3.074,0
297.68,50.359,95.397,23.297,2.412,4.865,0.746,2.613,22.497,0.1,3.334,0
278.415,51.823,87.349,22.518,2.426,4.713,0.63,3.235,21.737,0.1,3.589,0
266.11,53.226,84.133,21.363,2.441,4.346,0.47,3.827,20.611,0.1,3.802,0
264.668,54.558,85.936,20.8,2.446,4.176,0.381,3.731,20.063,0.1,3.938,0
272.101,56.997,90.24,21.305,2.426,4.034,0.399,3.022,20.563,0.1,3.981,0
287.197,58.104,93.622,22.738,2.391,3.932,0.466,2.32,22.0,0.1,3.935,0
303.563,59.146,94.968,24.56,2.359,3.85,0.545,1.89,23.821,0.1,3.829,0
313.445,60.137,94.459,25.732,2.338,3.851,0.612,1.607,24.95,0.1,3.726,0
315.237,62.016,93.047,25.636,2.321,3.864,0.696,1.41,24.764,0.1,3.657,0
316.555,62.912,91.318,24.826,2.304,3.887,0.807,1.315,23.902,0.1,3.648,0
318.907,63.771,91.088,24.336,2.29,3.935,0.85,1.332,23.458,0.1,3.699,0
319.271,64.58,92.703,24.319,2.284,3.959,0.799,1.475,23.5,0.1,3.801,0
318.219,66.022,94.77,24.333,2.288,3.997,0.722,1.712,23.509,0.1,3.942,0
316.61,66.655,94.699,24.32,2.296,4.055,0.669,1.889,23.492,0.1,4.091,0
314.419,67.233,92.729,24.517,2.302,4.241,0.634,1.871,23.731,3.112,4.227,0
343.292,16.42,104.28,32.037,2.398,2.751,1.349,1.253,30.682,7.131,1.428,3
331.539,16.354,98.67,32.039,2.409,2.783,1.098,1.328,31.036,11.877,1.472,3
307.992,16.323,91.206,34.272,2.427,2.829,0.883,1.466,32.698,15.165,1.518,3
281.845,16.294,86.225,31.763,2.457,2.928,0.813,1.638,33.233,14.802,1.557,3
266.285,16.268,86.159,28.911,2.491,2.978,0.868,1.828,30.793,10.239,1.585,3
261.417,16.227,90.309,28.103,2.51,3.02,0.9,1.936,27.989,4.788,1.596,3
270.122,16.217,95.809,29.682,2.5,3.053,0.942,1.821,27.16,1.432,1.594,3
292.425,16.219,101.528,31.374,2.469,3.081,0.991,1.587,28.692,0.524,1.583,3
301.642,21.209,101.539,23.175,2.417,3.811,2.027,2.199,22.379,0.1,2.081,3
297.963,21.416,99.371,23.842,2.409,3.82,1.914,2.218,23.029,0.1,2.1,3
296.375,21.435,96.838,24.65,2.396,3.822,1.769,2.128,23.818,0.1,2.106,3
298.092,21.393,93.813,25.507,2.382,3.813,1.625,1.962,24.654,1.662,2.1,3
300.876,21.289,91.587,26.429,2.37,3.803,1.522,1.796,25.553,2.724,2.089,3
305.248,20.882,91.618,26.954,2.366,3.795,1.469,1.685,26.066,3.362,2.075,3
310.667,20.581,93.319,26.648,2.372,3.79,1.457,1.666,25.767,0.711,2.063,3
313.272,20.224,94.53,26.161,2.387,3.798,1.475,1.734,25.292,0.0,2.051,3
310.785,19.827,94.848,25.891,2.401,3.814,1.539,1.855,25.028,0.0,2.038,3
306.709,18.998,96.187,25.673,2.408,3.833,1.643,1.941,24.816,0.0,2.021,3
303.276,18.601,99.966,25.298,2.41,3.856,1.727,1.931,24.45,0.0,1.998,3
301.133,18.234,104.216,25.174,2.415,3.888,1.791,1.836,24.329,0.0,1.969,3
290.401,35.083,103.231,22.259,2.392,5.523,1.371,2.303,21.497,1.321,2.723,3
289.557,33.935,105.056,22.507,2.411,5.551,1.343,2.329,21.745,0.55,2.676,3
290.302,33.534,107.544,22.314,2.417,5.568,1.299,2.339,21.52,0.0,2.647,3
291.922,33.235,109.308,21.788,2.421,5.571,1.234,2.363,20.973,0.0,2.626,3
292.675,33.025,108.363,21.181,2.426,5.559,1.135,2.428,20.368,0.0,2.607,3
291.316,32.815,104.284,20.662,2.431,5.539,1.046,2.514,19.868,0.0,2.584,3
288.45,32.79,99.61,20.316,2.436,5.513,1.005,2.574,19.549,0.582,2.557,3
285.944,32.807,97.137,20.256,2.438,5.459,1.01,2.568,19.528,0.17,2.528,3
285.026,32.856,98.27,20.668,2.441,5.434,1.028,2.496,20.007,0.064,2.502,3
286.364,33.04,101.301,21.693,2.444,5.413,1.061,2.388,21.118,7.121,2.485,3
289.425,33.176,103.641,23.067,2.445,5.398,1.105,2.29,22.524,18.913,2.484,3
292.867,33.338,103.831,23.766,2.44,5.389,1.132,2.232,23.056,26.967,2.503,3
295.106,33.519,102.981,23.204,2.425,5.399,1.135,2.213,22.241,25.132,2.539,3
295.158,33.873,101.836,22.146,2.405,5.421,1.151,2.197,21.139,15.28,2.594,3
293.894,33.996,99.634,21.754,2.389,5.456,1.182,2.186,20.949,5.085,2.657,3
293.036,34.048,95.627,22.144,2.38,5.555,1.2,2.234,21.505,0.342,2.722,3
292.233,34.004,90.13,22.531,2.378,5.612,1.192,2.373,21.832,0.0,2.779,3
290.644,33.571,86.504,22.494,2.378,5.672,1.163,2.515,21.672,0.0,2.818,3
289.25,33.181,87.766,22.18,2.381,5.733,1.132,2.553,21.309,0.0,2.839,3
288.33,32.692,93.808,21.988,2.389,5.854,1.132,2.486,21.186,0.0,2.839,3
286.46,32.126,100.261,22.125,2.404,5.919,1.193,2.366,21.426,0.0,2.824,3
283.785,30.875,103.677,22.682,2.421,5.988,1.296,2.233,22.108,8.621,2.793,3
281.972,30.241,104.188,23.626,2.432,6.065,1.379,2.136,23.155,31.047,2.748,3
281.957,29.624,104.3,24.686,2.434,6.248,1.424,2.102,24.201,31.151,2.693,3
283.99,29.035,104.234,25.356,2.432,6.365,1.463,2.122,24.666,28.996,2.622,3
287.568,27.95,103.969,25.488,2.432,6.499,1.507,2.144,24.617,26.404,2.54,3
292.588,27.46,105.065,25.363,2.433,6.65,1.468,2.12,24.451,30.923,2.449,3
299.485,27.009,108.489,25.269,2.435,6.986,1.255,2.002,24.402,33.795,2.355,3
306.631,26.606,113.267,25.189,2.436,7.148,1.013,1.813,24.305,36.286,2.259,3
310.732,25.954,116.574,25.271,2.435,7.283,0.876,1.638,24.504,23.422,2.161,3
309.539,25.707,117.081,26.156,2.432,7.375,0.822,1.551,25.846,0.0,2.059,3
304.502,25.507,116.315,28.314,2.429,7.36,0.793,1.533,28.558,0.0,1.949,3
303.561,25.353,115.99,31.418,2.428,7.214,0.795,1.526,31.902,0.0,1.827,3
307.287,25.166,115.964,34.029,2.426,6.976,0.825,1.483,33.878,0.0,1.694,3
312.108,25.126,115.395,35.189,2.425,6.656,0.896,1.416,34.33,0.0,1.559,3
320.899,25.116,114.438,35.372,2.424,5.861,1.016,1.345,34.269,0.0,1.426,3
332.151,24.954,115.565,29.799,2.491,3.539,1.624,1.634,25.483,0.0,1.492,3
310.057,25.171,105.601,26.146,2.487,3.543,1.82,1.586,22.209,0.0,1.514,3
286.917,25.281,95.029,22.78,2.485,3.548,1.936,1.573,19.608,0.0,1.53,3
266.781,25.392,86.45,20.124,2.487,3.556,1.92,1.579,17.646,0.123,1.541,3
257.557,25.507,82.076,18.158,2.49,3.553,1.764,1.588,16.376,0.0,1.55,3
262.818,25.753,81.772,16.993,2.491,3.542,1.553,1.596,16.213,7.969,1.559,3
274.812,25.882,84.517,17.02,2.49,3.524,1.382,1.606,17.204,20.871,1.567,3
283.363,26.013,89.047,18.208,2.486,3.469,1.267,1.616,18.977,30.849,1.575,3
284.808,36.14,96.734,19.22,2.47,4.181,0.899,1.878,18.475,29.603,2.432,3
281.711,36.013,89.296,19.176,2.435,4.318,0.988,1.949,18.48,19.182,2.656,3
278.259,35.766,81.288,18.982,2.402,4.451,1.091,1.983,18.273,8.32,2.894,3
273.691,35.401,75.428,18.341,2.382,4.681,1.134,2.078,17.626,3.825,3.122,3
268.116,34.935,72.306,17.646,2.382,4.762,1.115,2.34,16.961,3.942,3.306,3
264.702,33.787,70.886,17.421,2.391,4.812,1.02,2.767,16.769,5.403,3.404,3
267.017,33.155,70.695,17.714,2.398,4.832,0.796,3.148,17.055,12.722,3.382,3
271.787,32.517,73.1,18.575,2.396,4.787,0.553,3.053,17.894,21.633,3.19,3
274.177,31.89,80.178,20.162,2.393,4.736,0.425,2.66,19.441,24.358,2.894,3
279.539,30.73,89.486,22.576,2.395,4.677,0.431,2.461,21.794,24.332,2.568,3
288.732,30.215,97.673,25.073,2.406,4.618,0.482,2.431,24.23,25.578,2.273,3
292.579,29.751,101.712,26.449,2.423,4.528,0.536,2.363,25.574,23.591,2.196,3
283.378,18.8,100.887,19.661,2.472,3.669,0.284,2.253,18.952,14.717,2.302,3
277.609,18.964,99.233,18.857,2.461,3.799,0.298,2.295,18.169,7.165,2.371,3
274.328,19.051,95.616,18.864,2.445,3.937,0.351,2.572,18.176,3.368,2.432,3
270.797,19.137,89.9,19.552,2.437,4.217,0.443,2.991,18.846,5.384,2.484,3
265.461,19.22,86.709,20.291,2.442,4.342,0.552,3.209,19.566,14.364,2.527,3
261.993,19.38,89.383,20.184,2.456,4.449,0.634,2.941,19.462,11.419,2.555,3
262.475,19.46,96.527,19.492,2.468,4.531,0.692,2.54,18.787,10.779,2.56,3
266.279,19.541,102.923,19.167,2.469,4.615,0.752,2.337,18.47,12.743,2.534,3
287.587,20.283,101.484,22.704,2.479,4.747,2.275,1.923,21.918,18.611,2.25,3
281.321,20.302,92.631,21.925,2.458,4.869,2.375,2.046,21.159,21.054,2.282,3
272.012,20.283,83.705,21.501,2.435,5.011,2.274,2.441,20.745,21.376,2.315,3
264.06,20.237,78.996,21.314,2.424,5.315,2.07,2.96,20.563,24.657,2.337,3
258.124,20.155,79.714,20.92,2.428,5.453,1.909,3.093,20.18,29.598,2.345,3
256.787,19.89,83.117,20.909,2.439,5.56,1.731,2.624,20.169,30.87,2.333,3
264.163,19.723,87.975,22.466,2.449,5.627,1.379,2.102,21.687,26.061,2.297,3
277.321,19.556,94.291,25.713,2.451,5.616,1.003,1.788,24.855,18.652,2.243,3
281.345,19.383,95.484,23.164,2.448,4.488,2.401,2.164,22.367,28.707,2.17,3
277.251,19.479,92.762,22.48,2.441,4.502,2.391,2.434,21.701,32.409,2.256,3
276.581,19.515,93.812,21.701,2.431,4.543,2.253,2.544,20.94,36.741,2.35,3
279.289,19.537,96.668,21.359,2.424,4.7,1.985,2.421,20.607,39.543,2.451,3
283.041,19.542,98.837,21.543,2.422,4.814,1.693,2.223,20.786,40.89,2.555,3
282.305,19.502,99.636,21.732,2.426,4.953,1.481,2.125,20.971,40.908,2.656,3
274.695,19.466,99.093,21.158,2.434,5.115,1.337,2.229,20.411,39.358,2.745,3
261.111,19.425,95.632,19.805,2.443,5.5,1.225,2.526,19.092,37.596,2.805,3
247.755,19.382,88.957,18.279,2.451,5.705,1.12,2.936,17.605,35.908,2.812,3
241.093,19.29,81.557,17.523,2.457,5.896,1.014,3.256,16.869,34.922,2.739,3
246.562,19.238,78.12,18.199,2.459,6.056,0.945,3.386,17.527,33.824,2.599,3
260.255,19.18,80.414,20.543,2.459,6.213,0.93,3.295,19.812,29.415,2.404,3
278.27,19.117,87.763,23.83,2.458,6.198,0.953,2.936,23.017,20.416,2.187,3
295.82,19.001,97.589,26.43,2.456,6.13,1.002,2.433,25.554,12.641,1.973,3
307.5,18.958,106.724,27.483,2.454,6.01,1.042,1.98,26.583,12.051,1.785,3
311.021,18.928,112.827,27.737,2.453,5.667,1.089,1.682,26.831,16.72,1.629,3
293.11,20.366,103.648,23.734,2.457,3.826,1.794,1.662,21.986,22.409,1.916,3
287.684,20.322,97.83,23.532,2.456,3.963,1.607,1.747,20.896,23.631,2.052,3
275.634,20.301,88.351,22.888,2.446,4.111,1.335,1.946,19.176,20.26,2.225,3
261.074,20.283,78.554,21.802,2.433,4.423,1.013,2.316,17.28,13.148,2.421,3
248.75,20.266,73.127,20.065,2.426,4.566,0.743,2.918,16.234,3.925,2.616,3
242.509,20.235,73.323,18.073,2.425,4.686,0.669,3.435,17.046,0.0,2.762,3
246.52,20.222,79.071,16.872,2.43,4.779,0.666,3.403,19.309,0.747,2.841,3
259.688,20.211,87.443,17.714,2.438,4.947,0.642,2.811,22.113,0.156,2.816,3
290.891,22.398,111.616,23.996,2.447,3.169,1.211,1.463,22.045,0.0,1.373,3
270.113,22.379,102.222,20.452,2.456,3.25,1.261,1.895,19.02,0.828,1.471,3
259.198,22.366,92.818,19.353,2.462,3.324,1.398,2.36,18.543,0.0,1.559,3
261.929,22.352,89.364,20.127,2.462,3.419,1.457,2.536,19.657,0.61,1.626,3
275.978,22.34,93.265,21.839,2.458,3.437,1.523,2.321,21.479,3.2,1.666,3
290.819,22.337,100.936,23.25,2.459,3.43,1.559,1.971,22.723,9.971,1.671,3
299.428,22.351,107.078,23.692,2.466,3.398,1.469,1.713,22.926,12.861,1.651,3
303.226,22.373,109.707,23.567,2.474,3.269,1.298,1.581,22.717,9.82,1.621,3
305.424,22.4,109.393,23.75,2.477,3.189,1.21,1.537,22.998,5.053,1.591,3
307.329,22.461,108.211,24.35,2.476,3.107,1.186,1.529,23.66,1.489,1.567,3
309.85,22.492,107.838,25.054,2.476,2.961,1.239,1.522,24.349,0.949,1.55,3
311.86,22.524,108.275,25.422,2.477,2.862,1.325,1.5,24.624,2.193,1.541,3
311.189,22.595,108.407,25.368,2.479,2.835,1.463,1.478,24.493,3.21,1.534,3
307.53,22.662,107.833,25.315,2.48,2.827,1.695,1.482,24.46,0.341,1.527,3
303.24,22.688,106.801,25.682,2.479,2.838,1.952,1.518,24.908,0.136,1.515,3
300.59,22.702,104.905,26.34,2.478,2.92,1.959,1.569,25.591,0.0,1.493,3
302.305,22.704,102.519,26.548,2.478,2.986,1.749,1.598,25.687,0.0,1.456,3
307.68,22.663,101.034,25.936,2.475,3.059,1.482,1.58,24.944,0.0,1.407,3
315.144,22.626,101.814,24.96,2.473,3.139,1.247,1.513,23.951,6.655,1.348,3
323.8,22.584,105.633,24.571,2.471,3.297,0.987,1.415,23.698,27.523,1.285,3
264.917,19.9,89.976,15.728,2.471,4.345,0.589,2.871,15.108,30.865,2.999,3
254.493,20.142,86.008,14.163,2.479,4.511,0.737,3.871,13.58,17.8,3.197,3
243.461,20.275,82.379,12.651,2.484,4.682,0.874,5.085,12.113,7.968,3.314,3
236.004,20.41,78.782,11.958,2.482,5.025,0.969,5.356,11.45,16.059,3.352,3
236.364,20.545,75.691,12.129,2.476,5.181,1.018,4.452,11.621,36.924,3.314,3
243.504,20.804,74.707,12.783,2.471,5.311,0.994,3.333,12.294,44.719,3.202,3
254.248,20.931,76.77,13.655,2.469,5.41,0.941,2.708,13.183,18.76,3.04,3
265.264,21.061,81.684,14.654,2.47,5.502,0.933,2.398,14.198,18.68,2.877,3
274.762,21.198,87.749,15.859,2.474,5.508,0.994,2.268,15.434,21.543,2.729,3
279.795,21.501,94.172,17.241,2.481,5.496,1.073,2.253,16.85,23.465,2.603,3
280.336,21.664,99.543,18.361,2.487,5.475,1.155,2.296,17.908,21.802,2.5,3
278.726,21.831,102.751,18.899,2.489,5.445,1.254,2.345,18.305,17.199,2.418,3
275.146,19.523,100.615,16.712,2.512,4.455,0.554,2.014,20.434,12.204,2.005,3
270.824,19.334,100.806,18.566,2.524,4.314,0.577,1.944,20.546,8.409,2.034,3
271.522,19.293,99.803,20.334,2.532,4.174,0.566,2.075,20.138,8.547,2.064,3
276.493,19.288,98.883,21.221,2.536,3.94,0.504,2.278,19.823,13.607,2.099,3
276.375,19.315,99.268,21.164,2.53,3.863,0.443,2.43,19.671,16.704,2.145,3
271.292,19.443,100.353,20.785,2.517,3.814,0.491,2.484,19.578,9.46,2.206,3
267.373,19.535,101.072,20.515,2.499,3.795,0.629,2.481,19.329,5.002,2.282,3
